	secid	ts	pr_open	pr_high	pr_low	pr_close	pr_change	trades	vol	val	pr_std	disb	pr_vwap	trades_b	vol_b	val_b	pr_vwap_b	trades_s	vol_s	val_s	pr_vwap_s
437	SBER	2023-12-07 11:50:00	264.49	264.88	263.06	264.2	-0.1096	5318	319391	842566824.0	0.0001	-0.13	263.8	2676	138727	365983042.0	263.82	2642	180664	476583781.0	263.8
438	SBER	2023-12-07 11:55:00	264.21	265.35	264.2	265.09	0.3331	2673	159310	422007235.0	0.0001	-0.01	264.9	1330	78766	208653337.0	264.9	1343	80544	213353897.0	264.89
439	SBER	2023-12-07 12:00:00	265.08	265.64	264.85	265.21	0.049	2067	143830	381572789.0	0.0001	-0.01	265.29	1054	71098	188628677.0	265.31	1013	72732	192944111.0	265.28
440	SBER	2023-12-07 12:05:00	265.2	265.2	264.7	264.99	-0.0792	1542	123517	327236071.0	0.0001	0.0	264.93	755	62052	164396365.0	264.93	787	61465	162839706.0	264.93
441	SBER	2023-12-07 12:10:00	264.99	265.88	264.98	265.78	0.2981	1418	105049	278916792.0	0.0001	-0.01	265.51	680	52086	138299744.0	265.52	738	52963	140617048.0	265.5
442	SBER	2023-12-07 12:15:00	265.78	265.86	265.48	265.86	0.0301	947	46105	122474118.0	0.0001	0.06	265.64	484	24540	65186886.0	265.64	463	21565	57287231.0	265.65
443	SBER	2023-12-07 12:20:00	265.86	266.02	265.64	266.02	0.0602	987	60565	161032665.0	0.0	-0.3	265.88	500	21271	56557749.0	265.89	487	39294	104474916.0	265.88
444	SBER	2023-12-07 12:25:00	266.02	266.24	265.85	265.85	-0.0639	1094	52132	138737010.0	0.0	0.09	266.13	552	28347	75440152.0	266.13	542	23785	63296857.0	266.12
445	SBER	2023-12-07 12:30:00	265.84	265.85	265.1	265.57	-0.1016	989	31723	84223093.0	0.0001	0.12	265.5	505	17822	47317700.0	265.5	484	13901	36905393.0	265.49
446	SBER	2023-12-07 12:35:00	265.56	265.61	264.96	265.06	-0.1883	1176	43773	116061159.0	0.0001	0.14	265.14	578	25017	66329805.0	265.14	598	18756	49731354.0	265.15
447	SBER	2023-12-07 12:40:00	265.06	265.46	264.98	265.18	0.0453	876	28002	74262139.0	0.0001	-0.15	265.2	432	11959	31716737.0	265.21	444	16043	42545402.0	265.2
448	SBER	2023-12-07 12:45:00	265.18	265.27	265.0	265.02	-0.0603	630	31634	83841905.0	0.0001	-0.06	265.04	316	14796	39214813.0	265.04	314	16838	44627091.0	265.04
449	SBER	2023-12-07 12:50:00	265.05	265.09	265.0	265.01	-0.0151	691	12684	33615162.0	0.0	0.33	265.02	351	8422	22319918.0	265.02	340	4262	11295244.0	265.02
450	SBER	2023-12-07 12:55:00	265.01	265.75	265.0	265.4	0.1472	1162	41557	110286086.0	0.0001	0.11	265.39	604	23026	61111329.0	265.4	558	18531	49174756.0	265.36
451	SBER	2023-12-07 13:00:00	265.41	265.94	265.3	265.81	0.1507	708	23458	62319970.0	0.0001	-0.04	265.67	345	11247	29880644.0	265.68	363	12211	32439325.0	265.66
452	SBER	2023-12-07 13:05:00	265.8	266.58	265.6	265.8	0.0	1533	93045	247642670.0	0.0001	-0.28	266.15	692	33700	89706280.0	266.19	841	59345	157936390.0	266.13
453	SBER	2023-12-07 13:10:00	265.81	266.26	265.67	266.02	0.079	880	26484	70451103.0	0.0001	-0.07	266.01	434	12276	32653506.0	265.99	446	14208	37797597.0	266.03
454	SBER	2023-12-07 13:15:00	266.01	266.67	266.0	266.1	0.0338	1171	87026	231703797.0	0.0001	-0.26	266.25	589	31998	85194623.0	266.25	582	55028	146509174.0	266.24
455	SBER	2023-12-07 13:20:00	266.09	266.1	264.58	264.69	-0.5261	2474	136493	362063007.0	0.0004	0.13	265.26	1355	77292	204997046.0	265.22	1119	59201	157065960.0	265.31
456	SBER	2023-12-07 13:25:00	264.68	265.4	264.52	265.35	0.2531	1118	39603	104919252.0	0.0001	0.18	264.93	572	23322	61775049.0	264.88	546	16281	43144202.0	265.0
457	SBER	2023-12-07 13:30:00	265.31	265.42	265.05	265.28	-0.0113	727	17882	47431926.0	0.0001	-0.01	265.25	378	8824	23405016.0	265.24	349	9058	24026910.0	265.26
458	SBER	2023-12-07 13:35:00	265.25	265.62	265.17	265.57	0.1206	631	19759	52443677.0	0.0001	0.04	265.42	277	10237	27172499.0	265.43	354	9522	25271177.0	265.4
459	SBER	2023-12-07 13:40:00	265.56	265.78	265.31	265.46	-0.0377	748	18552	49269015.0	0.0001	-0.12	265.57	357	8161	21672375.0	265.56	391	10391	27596640.0	265.58
460	SBER	2023-12-07 13:45:00	265.46	266.1	265.45	266.04	0.2185	839	30408	80853605.0	0.0001	0.05	265.9	445	15955	42420263.0	265.87	394	14453	38433342.0	265.92
461	SBER	2023-12-07 13:50:00	266.04	266.1	265.47	265.82	-0.0827	984	24033	63869042.0	0.0001	-0.04	265.76	472	11591	30803960.0	265.76	512	12442	33065081.0	265.75
462	SBER	2023-12-07 13:55:00	265.75	266.07	265.75	266.03	0.1054	771	17865	47506720.0	0.0001	0.17	265.92	400	10480	27867461.0	265.91	371	7385	19639258.0	265.93
463	SBER	2023-12-07 14:00:00	266.02	266.1	265.91	266.04	0.0075	763	17644	46942476.0	0.0001	0.04	266.05	362	9173	24405029.0	266.05	401	8471	22537446.0	266.05
464	SBER	2023-12-07 14:05:00	266.0	266.08	265.72	265.94	-0.0226	553	8560	22761806.0	0.0001	0.06	265.91	283	4552	12104332.0	265.91	270	4008	10657474.0	265.91
465	SBER	2023-12-07 14:10:00	265.89	266.1	265.71	265.73	-0.0602	847	16944	45056049.0	0.0	-0.05	265.91	464	8058	21427852.0	265.92	383	8886	23628196.0	265.9
466	SBER	2023-12-07 14:15:00	265.72	265.86	265.39	265.4	-0.1204	774	24792	65841569.0	0.0001	-0.16	265.58	403	10466	27795995.0	265.58	371	14326	38045573.0	265.57
467	SBER	2023-12-07 14:20:00	265.39	265.42	265.06	265.06	-0.1243	619	11712	31062871.0	0.0	-0.04	265.22	302	5624	14915904.0	265.22	317	6088	16146967.0	265.23
468	SBER	2023-12-07 14:25:00	265.07	265.2	265.04	265.15	0.0302	407	18432	48871842.0	0.0001	0.11	265.15	205	10199	27042113.0	265.14	202	8233	21829729.0	265.15
469	SBER	2023-12-07 14:30:00	265.15	265.33	265.01	265.17	0.0075	500	18674	49515132.0	0.0001	-0.06	265.16	289	8761	23229500.0	265.15	211	9913	26285632.0	265.16
470	SBER	2023-12-07 14:35:00	265.18	265.18	264.64	264.67	-0.1923	1211	42409	112349524.0	0.0001	-0.08	264.92	538	19419	51438950.0	264.89	673	22990	60910573.0	264.94
471	SBER	2023-12-07 14:40:00	264.67	264.7	264.5	264.51	-0.0605	807	28635	75772287.0	0.0001	0.08	264.61	375	15439	40855024.0	264.62	432	13196	34917263.0	264.6
472	SBER	2023-12-07 14:45:00	264.52	264.56	264.0	264.41	-0.0416	1700	69349	183250069.0	0.0001	0.06	264.24	900	36798	97232230.0	264.23	800	32551	86017838.0	264.26
473	SBER	2023-12-07 14:50:00	264.43	264.49	263.74	263.92	-0.1929	1588	53221	140552698.0	0.0001	0.18	264.09	894	31288	82624611.0	264.08	694	21933	57928086.0	264.11
474	SBER	2023-12-07 14:55:00	263.82	264.0	263.65	263.71	-0.0417	947	45545	120167940.0	0.0001	0.03	263.84	463	23544	62118907.0	263.84	484	22001	58049033.0	263.85
475	SBER	2023-12-07 15:00:00	263.72	263.95	263.31	263.49	-0.0872	1567	111306	293402829.0	0.0001	0.12	263.6	803	62474	164675511.0	263.59	764	48832	128727318.0	263.61
476	SBER	2023-12-07 15:05:00	263.49	264.23	263.46	264.05	0.2125	1013	65635	173091212.0	0.0001	-0.27	263.72	471	23927	63106978.0	263.75	542	41708	109984234.0	263.7
477	SBER	2023-12-07 15:10:00	264.02	264.46	263.8	264.4	0.1439	755	43324	114457753.0	0.0001	-0.13	264.19	351	18821	49719430.0	264.17	404	24503	64738322.0	264.21
478	SBER	2023-12-07 15:15:00	264.4	264.45	264.21	264.45	0.0189	668	29102	76929364.0	0.0001	-0.07	264.34	340	13490	35661205.0	264.35	328	15612	41268159.0	264.34
479	SBER	2023-12-07 15:20:00	264.45	264.46	263.85	264.31	-0.0529	821	32809	86648303.0	0.0001	0.07	264.1	412	17585	46443463.0	264.11	409	15224	40204839.0	264.09
480	SBER	2023-12-07 15:25:00	264.3	264.95	264.28	264.81	0.193	863	134459	355683323.0	0.0001	-0.36	264.53	452	43162	114186678.0	264.55	411	91297	241496645.0	264.52
481	SBER	2023-12-07 15:30:00	264.81	265.25	264.74	265.03	0.0831	635	31262	82832870.0	0.0001	-0.16	264.96	297	13123	34770434.0	264.96	338	18139	48062436.0	264.97
482	SBER	2023-12-07 15:35:00	265.01	265.05	264.72	265.01	0.0	396	14204	37623107.0	0.0001	0.22	264.88	208	8655	22925093.0	264.88	188	5549	14698013.0	264.88
483	SBER	2023-12-07 15:40:00	265.01	265.01	264.6	264.75	-0.0981	486	32880	87070152.0	0.0001	-0.06	264.81	249	15479	40990071.0	264.81	237	17401	46080080.0	264.81
484	SBER	2023-12-07 15:45:00	264.74	264.75	264.29	264.32	-0.1586	521	17108	45274498.0	0.0001	-0.01	264.64	244	8458	22384278.0	264.65	277	8650	22890220.0	264.63
485	SBER	2023-12-07 15:50:00	264.33	264.76	264.29	264.76	0.1627	244	7260	19203867.0	0.0001	0.02	264.52	118	3700	9788295.0	264.55	126	3560	9415571.0	264.48
486	SBER	2023-12-07 15:55:00	264.75	264.76	264.49	264.55	-0.0755	224	7811	20671501.0	0.0	0.06	264.65	110	4126	10919352.0	264.65	114	3685	9752148.0	264.64
487	SBER	2023-12-07 16:00:00	264.55	265.33	264.55	264.91	0.1361	881	43240	114622105.0	0.0001	0.14	265.08	439	24580	65142187.0	265.02	442	18660	49479918.0	265.17
488	SBER	2023-12-07 16:05:00	264.87	265.83	264.85	265.64	0.2907	932	48456	128651440.0	0.0001	0.01	265.5	454	24409	64810106.0	265.52	478	24047	63841333.0	265.49
489	SBER	2023-12-07 16:10:00	265.64	265.84	265.24	265.38	-0.0979	530	23433	62245461.0	0.0001	-0.11	265.63	264	10399	27622587.0	265.63	266	13034	34622873.0	265.64
490	SBER	2023-12-07 16:15:00	265.37	266.0	265.28	265.88	0.1922	678	34903	92772036.0	0.0001	0.02	265.8	380	17719	47095221.0	265.79	298	17184	45676814.0	265.81
491	SBER	2023-12-07 16:20:00	265.88	266.6	265.78	266.53	0.2445	1124	68051	181129231.0	0.0001	-0.02	266.17	585	33275	88576636.0	266.2	539	34776	92552595.0	266.14
492	SBER	2023-12-07 16:25:00	266.54	266.99	265.88	265.97	-0.2139	1462	91031	242729804.0	0.0001	0.06	266.65	724	48371	128986006.0	266.66	738	42660	113743797.0	266.63
493	SBER	2023-12-07 16:30:00	265.98	266.5	265.95	266.31	0.1241	779	42465	113082842.0	0.0001	-0.04	266.3	379	20281	54007690.0	266.3	400	22184	59075151.0	266.3
494	SBER	2023-12-07 16:35:00	266.31	266.47	265.77	265.78	-0.199	942	42717	113706640.0	0.0001	0.09	266.19	458	23326	62089914.0	266.18	484	19391	51616725.0	266.19
495	SBER	2023-12-07 16:40:00	265.78	265.8	265.09	265.7	-0.0301	849	36479	96868369.0	0.0001	-0.15	265.55	393	15587	41392574.0	265.56	456	20892	55475795.0	265.54
496	SBER	2023-12-07 16:45:00	265.7	265.71	265.0	265.25	-0.1694	756	44485	118039323.0	0.0002	0.18	265.35	439	26323	69835977.0	265.3	317	18162	48203345.0	265.41
497	SBER	2023-12-07 16:50:00	265.25	265.62	265.21	265.25	0.0	519	14907	39573056.0	0.0	0.03	265.47	282	7683	20396179.0	265.47	237	7224	19176876.0	265.46
498	SBER	2023-12-07 16:55:00	265.25	265.28	265.05	265.19	-0.0226	555	16088	42666039.0	0.0001	0.14	265.2	275	9162	24298274.0	265.21	280	6926	18367765.0	265.2
499	SBER	2023-12-07 17:00:00	265.19	265.2	264.72	264.99	-0.0754	706	25323	67108996.0	0.0001	-0.05	265.01	336	12041	31908991.0	265.0	370	13282	35200004.0	265.02
500	SBER	2023-12-07 17:05:00	264.99	265.39	264.98	265.37	0.1434	483	19609	51985840.0	0.0001	0.0	265.11	253	9847	26104958.0	265.11	230	9762	25880882.0	265.12
501	SBER	2023-12-07 17:10:00	265.35	265.35	265.03	265.04	-0.1168	359	18732	49676932.0	0.0001	-0.24	265.2	162	7083	18784230.0	265.2	197	11649	30892702.0	265.2
502	SBER	2023-12-07 17:15:00	265.03	265.56	265.01	265.35	0.1207	546	17446	46292103.0	0.0001	0.06	265.35	284	9231	24496462.0	265.37	262	8215	21795641.0	265.32
503	SBER	2023-12-07 17:20:00	265.35	266.17	265.34	266.01	0.2487	569	24629	65461231.0	0.0001	0.07	265.79	300	13127	34890294.0	265.79	269	11502	30570936.0	265.79
504	SBER	2023-12-07 17:25:00	266.0	266.5	266.0	266.1	0.0376	679	41972	111737553.0	0.0001	-0.25	266.22	348	15692	41772864.0	266.2	331	26280	69964688.0	266.23
505	SBER	2023-12-07 17:30:00	266.09	266.2	265.64	265.93	-0.0601	617	25139	66854487.0	0.0001	-0.1	265.94	311	11374	30249063.0	265.95	306	13765	36605423.0	265.93
506	SBER	2023-12-07 17:35:00	265.93	266.11	265.92	266.09	0.0602	435	14026	37312481.0	0.0001	0.05	266.02	209	7393	19667971.0	266.04	226	6633	17644509.0	266.01
507	SBER	2023-12-07 17:40:00	266.1	266.1	265.66	265.67	-0.1616	562	15226	40480781.0	0.0001	0.04	265.87	294	7893	20984237.0	265.86	268	7333	19496543.0	265.87
508	SBER	2023-12-07 17:45:00	265.68	265.99	265.5	265.78	0.0376	440	14617	38836959.0	0.0001	-0.17	265.7	227	6055	16088395.0	265.7	213	8562	22748564.0	265.69
509	SBER	2023-12-07 17:50:00	265.78	265.83	265.6	265.61	-0.064	237	4723	12549802.0	0.0001	-0.13	265.72	117	2065	5486701.0	265.7	120	2658	7063101.0	265.73
510	SBER	2023-12-07 17:55:00	265.61	265.64	265.5	265.58	-0.0113	291	8448	22434946.0	0.0001	0.05	265.57	152	4431	11767238.0	265.57	139	4017	10667708.0	265.56
511	SBER	2023-12-07 18:00:00	265.58	266.27	265.58	266.25	0.2523	416	14945	39737505.0	0.0001	0.19	265.89	225	8868	23581623.0	265.92	191	6077	16155882.0	265.85
512	SBER	2023-12-07 18:05:00	266.25	266.92	266.25	266.76	0.1915	1306	79602	212255985.0	0.0001	0.11	266.65	671	44069	117504146.0	266.64	635	35533	94751838.0	266.66
513	SBER	2023-12-07 18:10:00	266.76	266.85	266.49	266.63	-0.0487	668	30216	80580661.0	0.0001	0.04	266.68	339	15703	41875989.0	266.68	329	14513	38704672.0	266.69
514	SBER	2023-12-07 18:15:00	266.64	266.76	266.62	266.76	0.045	415	17855	47622064.0	0.0001	-0.18	266.72	195	7309	19494800.0	266.72	220	10546	28127263.0	266.71
515	SBER	2023-12-07 18:20:00	266.76	266.9	266.42	266.52	-0.09	636	43650	116406481.0	0.0001	-0.27	266.68	330	15944	42516541.0	266.66	306	27706	73889939.0	266.69
516	SBER	2023-12-07 18:25:00	266.5	266.79	266.36	266.39	-0.0413	507	25180	67137914.0	0.0001	-0.02	266.63	236	12288	32764798.0	266.64	271	12892	34373116.0	266.62
517	SBER	2023-12-07 18:30:00	266.36	266.48	266.21	266.41	0.0188	353	18767	49982777.0	0.0001	0.09	266.33	163	10252	27304465.0	266.33	190	8515	22678311.0	266.33
518	SBER	2023-12-07 18:35:00	266.47	266.69	266.38	266.38	-0.0338	360	18798	50105080.0	0.0001	0.07	266.54	178	10028	26729024.0	266.54	182	8770	23376056.0	266.55
519	SBER	2023-12-07 18:40:00	266.39	266.68	266.22	266.24	-0.0563	388	24095	64210546.0	0.0002	0.02	266.49	185	12312	32809800.0	266.49	203	11783	31400745.0	266.49
520	SBER	2023-12-08 10:05:00	266.01	266.07	265.5	265.93	-0.0301	1407	69124	183744213.0	0.0001	-0.13	265.82	658	30173	80214760.0	265.85	749	38951	103529453.0	265.79
521	SBER	2023-12-08 10:10:00	265.94	266.93	265.81	266.81	0.3271	2107	109713	292373471.0	0.0001	0.03	266.49	1025	56470	150493264.0	266.5	1082	53243	141880207.0	266.48
522	SBER	2023-12-08 10:15:00	266.82	267.0	266.3	267.0	0.0675	1821	102222	272618779.0	0.0	-0.02	266.69	909	49875	133002949.0	266.67	912	52347	139615829.0	266.71
523	SBER	2023-12-08 10:20:00	267.0	267.46	266.55	266.93	-0.0262	2174	122938	328330549.0	0.0001	0.07	267.07	1088	65798	175732873.0	267.08	1086	57140	152597675.0	267.06
524	SBER	2023-12-08 10:25:00	266.94	267.05	266.3	266.39	-0.206	1178	46858	124975200.0	0.0001	-0.07	266.71	588	21690	57850818.0	266.72	590	25168	67124381.0	266.71
525	SBER	2023-12-08 10:30:00	266.4	266.93	266.38	266.66	0.0976	938	30707	81889386.0	0.0	0.1	266.68	472	16948	45201642.0	266.71	466	13759	36687743.0	266.65
526	SBER	2023-12-08 10:35:00	266.66	267.3	266.58	267.29	0.2363	904	52155	139250782.0	0.0001	0.05	266.99	445	27360	73053881.0	267.01	459	24795	66196900.0	266.98
527	SBER	2023-12-08 10:40:00	267.29	267.42	266.93	267.0	-0.1085	1279	67390	180089145.0	0.0	0.15	267.23	640	38678	103354709.0	267.22	639	28712	76734436.0	267.26
528	SBER	2023-12-08 10:45:00	266.98	267.4	266.7	266.76	-0.0824	913	32331	86353088.0	0.0001	0.03	267.09	458	16696	44592296.0	267.08	455	15635	41760791.0	267.1
529	SBER	2023-12-08 10:50:00	266.77	267.21	266.61	267.09	0.12	751	26368	70390895.0	0.0001	-0.02	266.96	354	12954	34581076.0	266.95	397	13414	35809819.0	266.96
530	SBER	2023-12-08 10:55:00	267.1	267.2	266.87	266.99	-0.0412	1920	40447	108022217.0	0.0	-0.01	267.07	864	20002	53420517.0	267.08	1056	20445	54601699.0	267.07
531	SBER	2023-12-08 11:00:00	266.99	267.2	266.38	266.55	-0.1648	2680	43351	115616591.0	0.0001	0.26	266.7	1292	27276	72738949.0	266.68	1388	16075	42877642.0	266.73
532	SBER	2023-12-08 11:05:00	266.55	267.88	266.48	267.6	0.3939	2082	83132	222308527.0	0.0	0.0	267.42	1009	41612	111268785.0	267.4	1073	41520	111039742.0	267.44
533	SBER	2023-12-08 11:10:00	267.6	267.75	267.15	267.75	0.0561	1847	41109	109973174.0	0.0001	-0.05	267.52	831	19461	52063802.0	267.53	1016	21648	57909371.0	267.5
534	SBER	2023-12-08 11:15:00	267.75	267.75	267.17	267.23	-0.1942	691	26651	71309123.0	0.0001	0.01	267.57	338	13459	36019734.0	267.63	353	13192	35289388.0	267.51
535	SBER	2023-12-08 11:20:00	267.25	267.72	267.17	267.66	0.1534	764	29104	77852721.0	0.0001	0.14	267.5	381	16555	44286124.0	267.51	383	12549	33566597.0	267.48
536	SBER	2023-12-08 11:25:00	267.66	267.69	267.42	267.59	-0.0262	610	14523	38853555.0	0.0	0.11	267.53	297	8029	21480270.0	267.53	313	6494	17373284.0	267.53
537	SBER	2023-12-08 11:30:00	267.6	267.67	267.28	267.51	-0.0336	610	18111	48442105.0	0.0001	-0.03	267.47	287	8777	23475712.0	267.47	323	9334	24966393.0	267.48
538	SBER	2023-12-08 11:35:00	267.5	268.0	267.5	267.71	0.0785	2213	64290	172210485.0	0.0	0.01	267.87	980	32469	86971979.0	267.86	1233	31821	85238505.0	267.87
539	SBER	2023-12-08 11:40:00	267.7	267.97	267.66	267.86	0.0598	889	41986	112454606.0	0.0001	-0.01	267.84	443	20701	55444511.0	267.83	446	21285	57010095.0	267.84
540	SBER	2023-12-08 11:45:00	267.83	268.23	267.77	268.16	0.1232	1264	80717	216371511.0	0.0001	-0.04	268.06	617	38606	103494626.0	268.08	647	42111	112876885.0	268.05
541	SBER	2023-12-08 11:50:00	268.16	268.23	267.87	267.92	-0.0895	753	27889	74772311.0	0.0001	-0.04	268.11	389	13331	35741654.0	268.11	364	14558	39030656.0	268.1
542	SBER	2023-12-08 11:55:00	267.92	268.0	267.79	267.79	-0.0485	669	15551	41659410.0	0.0	0.13	267.89	330	8809	23598186.0	267.89	339	6742	18061224.0	267.89
543	SBER	2023-12-08 12:00:00	267.79	267.8	267.65	267.65	-0.0523	693	29361	78589598.0	0.0	0.34	267.67	345	19681	52678854.0	267.66	348	9680	25910744.0	267.67
544	SBER	2023-12-08 12:05:00	267.65	267.66	267.52	267.52	-0.0486	559	13145	35172534.0	0.0	0.11	267.57	265	7300	19532978.0	267.58	294	5845	15639556.0	267.57
545	SBER	2023-12-08 12:10:00	267.53	267.54	266.86	267.16	-0.1383	1211	62937	168157731.0	0.0001	-0.16	267.18	594	26367	70425059.0	267.1	617	36570	97732672.0	267.25
546	SBER	2023-12-08 12:15:00	267.15	267.47	266.72	267.4	0.0936	646	22104	59045783.0	0.0001	-0.08	267.13	325	10122	27040035.0	267.14	321	11982	32005747.0	267.12
547	SBER	2023-12-08 12:20:00	267.4	267.45	267.1	267.44	0.015	588	24132	64497425.0	0.0001	-0.18	267.27	271	9876	26394417.0	267.26	317	14256	38103008.0	267.28
548	SBER	2023-12-08 12:25:00	267.44	267.45	267.1	267.1	-0.1271	539	6900	18437674.0	0.0001	0.03	267.21	285	3565	9525586.0	267.2	254	3335	8912088.0	267.23
549	SBER	2023-12-08 12:30:00	267.1	267.35	267.1	267.22	0.0449	439	7264	19410268.0	0.0001	-0.27	267.21	206	2663	7115910.0	267.21	233	4601	12294358.0	267.21
550	SBER	2023-12-08 12:35:00	267.21	267.29	267.2	267.25	0.015	489	9482	25337536.0	0.0	-0.07	267.22	244	4400	11757480.0	267.22	245	5082	13580056.0	267.22
551	SBER	2023-12-08 12:40:00	267.25	267.39	267.2	267.39	0.0524	462	6598	17632485.0	0.0	0.02	267.24	217	3350	8952540.0	267.24	245	3248	8679945.0	267.24
552	SBER	2023-12-08 12:45:00	267.35	267.43	267.17	267.41	0.0224	448	12768	34130892.0	0.0001	0.05	267.32	244	6688	17878215.0	267.32	204	6080	16252677.0	267.31
553	SBER	2023-12-08 12:50:00	267.39	267.79	267.38	267.54	0.0561	605	12145	32498534.0	0.0	0.13	267.59	295	6857	18348201.0	267.58	310	5288	14150333.0	267.59
554	SBER	2023-12-08 12:55:00	267.53	267.7	267.5	267.61	0.0299	557	11566	30948319.0	0.0001	0.21	267.58	287	6995	18716743.0	267.57	270	4571	12231575.0	267.59
555	SBER	2023-12-08 13:00:00	267.62	267.77	267.62	267.64	0.0075	474	15775	42225829.0	0.0	0.33	267.68	248	10504	28116487.0	267.67	226	5271	14109341.0	267.68
556	SBER	2023-12-08 13:05:00	267.64	267.78	267.64	267.72	0.0299	379	7370	19731834.0	0.0	0.28	267.73	184	4706	12599631.0	267.74	195	2664	7132202.0	267.73
557	SBER	2023-12-08 13:10:00	267.72	267.83	267.65	267.65	-0.0261	513	11546	30912987.0	0.0001	-0.02	267.74	256	5685	15220725.0	267.73	257	5861	15692261.0	267.74
558	SBER	2023-12-08 13:15:00	267.65	267.83	267.65	267.81	0.0598	420	11498	30784241.0	0.0001	-0.27	267.74	210	4193	11225463.0	267.72	210	7305	19558778.0	267.75
559	SBER	2023-12-08 13:20:00	267.81	267.83	267.5	267.5	-0.1158	695	19099	51120975.0	0.0	0.06	267.66	358	10140	27137562.0	267.63	337	8959	23983412.0	267.7
560	SBER	2023-12-08 13:25:00	267.5	267.51	266.97	267.15	-0.1308	1144	33914	90630760.0	0.0	0.17	267.24	596	19804	52925640.0	267.25	548	14110	37705120.0	267.22
561	SBER	2023-12-08 13:30:00	267.2	267.41	266.9	266.9	-0.1123	711	21315	56953247.0	0.0001	-0.07	267.2	335	9870	26371713.0	267.19	376	11445	30581534.0	267.2
562	SBER	2023-12-08 13:35:00	266.9	267.23	266.9	267.01	0.0412	664	12003	32053262.0	0.0001	-0.06	267.04	323	5628	15027771.0	267.02	341	6375	17025491.0	267.07
563	SBER	2023-12-08 13:40:00	267.02	267.25	266.91	266.91	-0.0412	721	11974	31973881.0	0.0001	0.01	267.03	353	6035	16115172.0	267.03	368	5939	15858709.0	267.03
564	SBER	2023-12-08 13:45:00	266.91	267.0	266.5	266.5	-0.1536	935	31689	84515883.0	0.0001	0.02	266.7	415	16108	42960559.0	266.7	520	15581	41555324.0	266.71
565	SBER	2023-12-08 13:50:00	266.5	266.53	266.14	266.51	0.0038	1095	36539	97306738.0	0.0	0.18	266.31	517	21469	57172808.0	266.3	578	15070	40133930.0	266.32
566	SBER	2023-12-08 13:55:00	266.51	266.75	266.38	266.56	0.0188	604	10175	27124625.0	0.0001	0.04	266.58	313	5286	14091346.0	266.58	291	4889	13033278.0	266.58
567	SBER	2023-12-08 14:00:00	266.58	266.78	266.53	266.74	0.06	336	8310	22161780.0	0.0001	-0.21	266.69	152	3280	8746937.0	266.67	184	5030	13414843.0	266.7
568	SBER	2023-12-08 14:05:00	266.74	266.74	266.3	266.31	-0.1612	502	12841	34211738.0	0.0001	-0.15	266.43	248	5436	14482238.0	266.41	254	7405	19729500.0	266.43
569	SBER	2023-12-08 14:10:00	266.3	266.32	265.85	265.98	-0.1202	1398	52796	140463724.0	0.0001	0.16	266.05	734	30629	81489544.0	266.05	664	22167	58974179.0	266.04
570	SBER	2023-12-08 14:15:00	266.03	266.26	265.58	266.23	0.0752	873	25090	66703502.0	0.0001	0.03	265.86	426	12948	34421448.0	265.84	447	12142	32282054.0	265.87
571	SBER	2023-12-08 14:20:00	266.24	266.26	265.95	266.11	-0.0488	589	19386	51584815.0	0.0001	-0.16	266.09	281	8141	21664097.0	266.11	308	11245	29920718.0	266.08
572	SBER	2023-12-08 14:25:00	266.11	266.45	266.1	266.32	0.0789	422	14354	38226164.0	0.0001	-0.07	266.31	198	6688	17810545.0	266.31	224	7666	20415618.0	266.31
573	SBER	2023-12-08 14:30:00	266.36	266.62	266.26	266.31	-0.0188	489	18804	50116694.0	0.0001	-0.19	266.52	247	7611	20286046.0	266.54	242	11193	29830647.0	266.51
574	SBER	2023-12-08 14:35:00	266.26	266.44	266.11	266.28	0.0075	382	10522	28014154.0	0.0001	0.15	266.24	192	6068	16155244.0	266.24	190	4454	11858909.0	266.25
575	SBER	2023-12-08 14:40:00	266.3	266.58	266.24	266.39	0.0338	395	8399	22378856.0	0.0001	-0.17	266.45	211	3469	9242862.0	266.44	184	4930	13135993.0	266.45
576	SBER	2023-12-08 14:45:00	266.33	266.39	266.05	266.27	-0.0225	373	8769	23346697.0	0.0001	0.16	266.24	198	5107	13597057.0	266.24	175	3662	9749640.0	266.24
577	SBER	2023-12-08 14:50:00	266.27	266.49	266.26	266.42	0.0563	346	6433	17136751.0	0.0001	0.0	266.39	169	3205	8537517.0	266.38	177	3228	8599233.0	266.4
578	SBER	2023-12-08 14:55:00	266.42	266.43	266.01	266.12	-0.1126	450	13405	35681865.0	0.0001	-0.08	266.18	224	6180	16449809.0	266.18	226	7225	19232056.0	266.19
579	SBER	2023-12-08 15:00:00	266.07	266.15	266.01	266.07	0.0	355	9449	25139913.0	0.0001	0.18	266.06	193	5572	14824858.0	266.06	162	3877	10315055.0	266.06
580	SBER	2023-12-08 15:05:00	266.06	266.2	265.71	265.93	-0.0489	607	18746	49853262.0	0.0001	0.05	265.94	356	9876	26265517.0	265.95	251	8870	23587744.0	265.93
581	SBER	2023-12-08 15:10:00	265.93	265.95	265.15	265.55	-0.1429	2163	68699	182356519.0	0.0001	0.04	265.44	1185	35650	94634097.0	265.45	978	33049	87722421.0	265.43
582	SBER	2023-12-08 15:15:00	265.54	265.77	265.15	265.24	-0.113	684	26155	69406734.0	0.0001	0.24	265.37	381	16243	43103650.0	265.37	303	9912	26303084.0	265.37
