Date,Open,High,Low,Close,Volume
2010-11-15,172.0,173.2,167.66,172.2,190400970
2010-11-22,172.98,175.1,165.6,174.49,308187888
2010-11-29,175.5,193.3,172.2,190.7,579196561
2010-12-06,191.11,196.3,189.71,192.87,374519255
2010-12-13,194.1,198.15,192.6,194.11,313218609
2010-12-20,193.84,197.84,192.85,195.32,152404795
2010-12-27,195.08,195.8,191.52,193.5,79232570
2011-01-10,193.92,202.85,191.98,195.92,244013213
2011-01-17,195.99,201.35,191.81,192.71,329615151
2011-01-24,193.57,202.24,187.26,199.7,422670159
2011-01-31,198.48,213.75,195.83,213.3,482232776
2011-02-07,213.9,216.65,205.22,208.5,438199974
2011-02-14,210.01,211.48,194.12,195.5,397238251
2011-02-21,196.29,211.25,194.85,209.3,350568271
2011-02-28,210.29,215.3,207.25,214.12,384701479
2011-03-07,214.39,216.12,204.0,209.1,200938130
2011-03-14,208.09,226.89,207.91,224.1,645431770
2011-03-21,225.02,226.15,219.2,222.81,309244940
2011-03-28,223.01,235.4,222.51,235.1,341356660
2011-04-04,235.98,243.7,235.17,243.2,382499040
2011-04-11,243.51,247.47,226.9,227.6,443319590
2011-04-18,227.7,237.27,217.0,236.89,341583940
2011-04-25,238.03,239.77,228.15,231.78,294470100
2011-05-02,231.02,232.0,204.7,211.68,398044040
2011-05-09,210.68,217.19,200.62,201.08,297017260
2011-05-16,199.28,206.16,195.6,196.9,355868800
2011-05-23,194.99,202.5,190.05,201.82,367093910
2011-05-30,201.8,207.75,195.11,196.55,317187960
2011-06-06,196.5,212.49,194.07,209.21,395268690
2011-06-13,210.6,211.25,198.18,200.8,268936980
2011-06-20,199.29,202.87,195.9,199.22,297091670
2011-06-27,198.51,206.31,195.6,205.0,300088170
2011-07-04,205.9,208.78,201.21,205.44,247953520
2011-07-11,204.3,204.75,198.08,201.6,256771080
2011-07-18,201.36,204.9,197.79,202.7,229080680
2011-07-25,200.89,203.04,198.4,199.44,219866600
2011-08-01,202.51,204.67,176.68,181.8,411295410
