Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-12-21 00:00:00-05:00,2.879550900570877,2.879550900570877,2.81951209726749,2.8518407344818115,46217200,0.0,0.0
2012-12-24 00:00:00-05:00,2.849531862110984,2.8587685853179545,2.819512456633118,2.828749179840088,12737600,0.0,0.0
2012-12-26 00:00:00-05:00,2.8218220821892195,2.8680057046021195,2.8148943736616223,2.8264403343200684,19674000,0.0,0.0
2012-12-27 00:00:00-05:00,2.8310574271083593,2.8356756769887523,2.775637107218989,2.8079655170440674,29980400,0.0,0.0
2012-12-28 00:00:00-05:00,2.782564819020376,2.8379851434283223,2.7779463485426503,2.7941107749938965,22060000,0.0,0.0
2012-12-31 00:00:00-05:00,2.7848751192805286,2.8426047010048934,2.777947410914573,2.8310587406158447,32646000,0.0,0.0
2013-01-02 00:00:00-05:00,2.900333764441361,2.9395896703957147,2.8887878061155683,2.9372806549072266,47883600,0.0,0.0
2013-01-03 00:00:00-05:00,2.9372802468409627,2.971917896785412,2.904951612064217,2.939589262008667,29888800,0.0,0.0
2013-01-04 00:00:00-05:00,2.9442090174224336,3.045812996420598,2.934972292058964,3.036576271057129,52496800,0.0,0.0
2013-01-07 00:00:00-05:00,3.0342670248840893,3.0435037495474138,2.9280445811454134,2.9488272666931152,61073200,0.0,0.0
2013-01-08 00:00:00-05:00,2.955753372703544,2.9649900930467736,2.863385949050468,2.8841686248779297,46642400,0.0,0.0
2013-01-09 00:00:00-05:00,2.9072615908820003,2.9211165663143768,2.801039158276703,2.8195126056671143,69502000,0.0,0.0
2013-01-10 00:00:00-05:00,2.844913456296618,2.858768651538441,2.8079665626128993,2.8241307735443115,50636800,0.0,0.0
2013-01-11 00:00:00-05:00,2.8356768170785083,2.837986053057526,2.7918024345814976,2.8195126056671143,51317200,0.0,0.0
2013-01-14 00:00:00-05:00,2.8379859660421483,2.8379859660421483,2.7848748614783694,2.8172032833099365,30568400,0.0,0.0
2013-01-15 00:00:00-05:00,2.8033474396394285,2.8033474396394285,2.7502361313121972,2.7664003372192383,37588800,0.0,0.0
2013-01-16 00:00:00-05:00,2.761782763695448,2.814893864814186,2.761782763695448,2.791802167892456,33737600,0.0,0.0
2013-01-17 00:00:00-05:00,2.8010390102191773,2.840295138904014,2.7941115228691626,2.828749179840088,58073600,0.0,0.0
2013-01-18 00:00:00-05:00,2.8287497198532736,2.8287497198532736,2.7756386063294047,2.8102762699127197,39708800,0.0,0.0
2013-01-22 00:00:00-05:00,2.807966293996517,2.833367446139785,2.7825653620740853,2.7964203357696533,30822400,0.0,0.0
2013-01-23 00:00:00-05:00,2.805656515493016,2.807965750735786,2.7710188677346506,2.8010382652282715,42180800,0.0,0.0
2013-01-24 00:00:00-05:00,2.7918017903168924,2.826439441125361,2.777946597861017,2.8148934841156006,39698000,0.0,0.0
2013-01-25 00:00:00-05:00,2.819513042985573,2.8680059049620676,2.8056578451833323,2.865696668624878,39392000,0.0,0.0
2013-01-28 00:00:00-05:00,2.879551120032377,2.930352984957054,2.872623412816506,2.911879539489746,42249200,0.0,0.0
2013-01-29 00:00:00-05:00,2.9003330065126227,2.90726049160944,2.837984979978927,2.8495309352874756,38887200,0.0,0.0
2013-01-30 00:00:00-05:00,2.8518409514624112,2.891097078130572,2.8356765215149777,2.8449132442474365,28759200,0.0,0.0
2013-01-31 00:00:00-05:00,2.844913716906001,2.877242361951161,2.8125852920817183,2.8310587406158447,47054400,0.0,0.0
2013-02-01 00:00:00-05:00,2.854150143315173,2.8656961024992897,2.8310584451677934,2.856459379196167,28881600,0.0,0.0
2013-02-04 00:00:00-05:00,2.840294147089921,2.8980237020298754,2.8056562819934827,2.8079655170440674,51174400,0.0,0.0
2013-02-05 00:00:00-05:00,2.821822046538748,2.8887883532466314,2.8125853221728634,2.872623920440674,36729600,0.0,0.0
2013-02-06 00:00:00-05:00,2.8033473342740605,2.872622625683793,2.78718290875378,2.8495309352874756,53068800,0.0,0.0
2013-02-07 00:00:00-05:00,2.840294751136172,2.863386445890606,2.8102753497566684,2.8379855155944824,44000000,0.0,0.0
2013-02-08 00:00:00-05:00,2.856459379196167,2.8795512975644013,2.837985932589922,2.856459379196167,30723200,0.0,0.0
2013-02-11 00:00:00-05:00,2.8795522122850707,2.9188083538486906,2.851842033573267,2.888788938522339,40830800,0.0,0.0
2013-02-12 00:00:00-05:00,2.8633866525398775,2.9026427786984152,2.858768401344023,2.870314359664917,27780400,0.0,0.0
2013-02-13 00:00:00-05:00,2.8726235899214183,2.9257349140800146,2.8472226558930442,2.856459379196167,85639600,0.0,0.0
2013-02-14 00:00:00-05:00,2.817202649288029,2.9418984973971787,2.7825649993435793,2.939589262008667,88209600,0.0,0.0
2013-02-15 00:00:00-05:00,2.9326617760639384,2.9534444541189315,2.8749322126759838,2.939589262008667,73386000,0.0,0.0
2013-02-19 00:00:00-05:00,2.9418987828823,2.944208018494903,2.8818599782796013,2.9003336429595947,43355200,0.0,0.0
2013-02-20 00:00:00-05:00,2.9095707913676825,2.955754409280325,2.849531977970816,2.8587687015533447,71301200,0.0,0.0
2013-02-21 00:00:00-05:00,2.854149723944668,2.8864783608658615,2.8310580291902343,2.8379855155944824,58040800,0.0,0.0
2013-02-22 00:00:00-05:00,2.8564587223619866,2.8934056070786514,2.840294515353647,2.891096591949463,37014800,0.0,0.0
2013-02-25 00:00:00-05:00,2.89802489346249,2.9211165927994394,2.835676842788909,2.8402953147888184,64444400,0.0,0.0
2013-02-26 00:00:00-05:00,2.8461029789023646,2.8902465194508635,2.836809590283109,2.873983144760132,48750400,0.01875,0.0
2013-02-27 00:00:00-05:00,2.8739841617565896,2.94833129701933,2.867014173218693,2.9274213314056396,47698000,0.0,0.0
2013-02-28 00:00:00-05:00,2.9181278208495596,2.9855049648349143,2.906511026044099,2.94136118888855,59139200,0.0,0.0
2013-03-01 00:00:00-05:00,2.9204502081874257,2.9622705694831275,2.8948934438244254,2.952977180480957,38939600,0.0,0.0
2013-03-04 00:00:00-05:00,2.932067797358567,2.9692413634784964,2.9088344293195774,2.94136118888855,35368000,0.0,0.0
2013-03-05 00:00:00-05:00,2.9576252688473676,2.9785354601329916,2.9436852890382745,2.973888874053955,36616800,0.0,0.0
2013-03-06 00:00:00-05:00,2.9924744759088155,3.020354646052985,2.957624097049682,2.971564292907715,34292800,0.0,0.0
2013-03-07 00:00:00-05:00,2.9878277289581425,3.018031302602301,2.9483307650828507,2.9645943641662598,31482400,0.0,0.0
2013-03-08 00:00:00-05:00,2.9715639967821033,2.9924741776994397,2.9576238023132544,2.978533983230591,24646400,0.0,0.0
2013-03-11 00:00:00-04:00,2.9483306270042444,2.962270822484036,2.9250972633004446,2.9506540298461914,29974800,0.0,0.0
2013-03-12 00:00:00-04:00,2.9460071367764424,2.9692404980436806,2.9181269703126365,2.959947109222412,31085600,0.0,0.0
2013-03-13 00:00:00-04:00,2.959947109222412,3.0110608585253233,2.932066942758606,2.959947109222412,48584000,0.0,0.0
2013-03-14 00:00:00-04:00,2.9785345924282605,2.987827983450973,2.9436844314860697,2.962271213531494,38330400,0.0,0.0
2013-03-15 00:00:00-04:00,2.9622709399222167,2.9622709399222167,2.925097379264893,2.9367141723632812,35577600,0.0,0.0
2013-03-18 00:00:00-04:00,2.9181280279979043,2.9436848011265644,2.8948944367377063,2.915804624557495,29831200,0.0,0.0
