<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,W,15/11/10,00:00:00,98.1500000,99.9300000,94.7700000,98.7000000,1062726535
SBER,W,22/11/10,00:00:00,99.7300000,103.1000000,97.3500000,101.3600000,957997559
SBER,W,29/11/10,00:00:00,102.2600000,104.3100000,99.6200000,103.0300000,894588423
SBER,W,06/12/10,00:00:00,103.4200000,108.9000000,102.9500000,104.9200000,1091361433
SBER,W,13/12/10,00:00:00,105.8000000,108.2500000,105.4400000,105.7000000,650175626
SBER,W,20/12/10,00:00:00,105.4900000,107.6400000,105.1100000,106.2300000,333387273
SBER,W,27/12/10,00:00:00,106.2500000,106.3900000,103.2500000,104.1800000,221465938
SBER,W,10/01/11,00:00:00,104.9900000,108.8700000,102.5000000,107.2100000,640698379
SBER,W,17/01/11,00:00:00,107.3200000,110.9500000,104.2700000,105.6100000,795926657
SBER,W,24/01/11,00:00:00,106.0200000,109.9200000,102.6100000,106.3800000,776186386
SBER,W,31/01/11,00:00:00,105.7900000,107.3500000,102.3800000,102.8000000,804160144
SBER,W,07/02/11,00:00:00,103.3600000,103.8600000,96.2000000,101.0400000,1066340493
SBER,W,14/02/11,00:00:00,102.0000000,103.0900000,98.6500000,100.8200000,887877077
SBER,W,21/02/11,00:00:00,100.8500000,102.0000000,95.5000000,100.3400000,734359794
SBER,W,28/02/11,00:00:00,100.8300000,103.0000000,97.8500000,101.5500000,893897691
SBER,W,07/03/11,00:00:00,101.8500000,103.4800000,97.2500000,98.7500000,644657040
SBER,W,14/03/11,00:00:00,97.9600000,100.3000000,93.7100000,100.1600000,1248250360
SBER,W,21/03/11,00:00:00,100.9200000,107.1500000,99.5000000,106.9400000,1142001800
SBER,W,28/03/11,00:00:00,106.4900000,109.1000000,105.5500000,108.7200000,732362640
SBER,W,04/04/11,00:00:00,108.8100000,109.5500000,105.8800000,109.1000000,764408020
SBER,W,11/04/11,00:00:00,109.0000000,109.7600000,103.6400000,105.9200000,815570990
SBER,W,18/04/11,00:00:00,105.2800000,105.3600000,99.7700000,103.9200000,676684940
SBER,W,25/04/11,00:00:00,104.3600000,104.5800000,99.2600000,100.0000000,617665750
SBER,W,02/05/11,00:00:00,99.9000000,100.1700000,94.6600000,98.2000000,727204500
SBER,W,09/05/11,00:00:00,97.7700000,99.2700000,95.1500000,97.9900000,595702900
SBER,W,16/05/11,00:00:00,97.0500000,98.6900000,93.9300000,94.0000000,675446200
SBER,W,23/05/11,00:00:00,92.9900000,97.3500000,91.5000000,97.1000000,723403050
SBER,W,30/05/11,00:00:00,96.9500000,98.9500000,94.1900000,95.0200000,548048970
SBER,W,06/06/11,00:00:00,95.1100000,99.4200000,93.2600000,97.5500000,726884370
SBER,W,13/06/11,00:00:00,98.2000000,98.7800000,95.2500000,95.3300000,496655910
SBER,W,20/06/11,00:00:00,94.8000000,97.2000000,93.8600000,97.1500000,582964960
SBER,W,27/06/11,00:00:00,96.6000000,104.8500000,95.6700000,104.5000000,852726380
SBER,W,04/07/11,00:00:00,104.9900000,107.7000000,103.2500000,105.2700000,746623490
SBER,W,11/07/11,00:00:00,104.8200000,105.8900000,100.8100000,105.4600000,892330090
SBER,W,18/07/11,00:00:00,105.1200000,105.3600000,99.8600000,101.8000000,925139410
SBER,W,25/07/11,00:00:00,100.7100000,103.4700000,100.1400000,101.7500000,610374950
SBER,W,01/08/11,00:00:00,103.1100000,104.1000000,94.1200000,95.8500000,1021864420
SBER,W,08/08/11,00:00:00,93.1500000,95.0300000,79.2100000,85.5000000,1978755620
SBER,W,15/08/11,00:00:00,86.7000000,88.3900000,75.9500000,78.7800000,1259769470
SBER,W,22/08/11,00:00:00,77.1800000,81.5300000,75.5800000,77.7900000,1683478650
SBER,W,29/08/11,00:00:00,79.3000000,85.3600000,79.0200000,82.4000000,1328799570
SBER,W,05/09/11,00:00:00,81.4400000,85.6000000,79.4000000,83.2000000,1388996930
SBER,W,12/09/11,00:00:00,81.4000000,82.4800000,78.3500000,81.4900000,1486053340
SBER,W,19/09/11,00:00:00,80.8900000,82.5900000,67.1600000,69.9900000,1549756750
SBER,W,26/09/11,00:00:00,68.9400000,75.7400000,66.0200000,70.4400000,1855544060
SBER,W,03/10/11,00:00:00,68.3600000,69.8700000,60.9100000,68.2200000,2139740140
SBER,W,10/10/11,00:00:00,68.7800000,80.8800000,67.0400000,80.7200000,2261749030
SBER,W,17/10/11,00:00:00,81.6100000,84.5500000,75.8500000,81.9000000,2489298150
SBER,W,24/10/11,00:00:00,83.2000000,86.9500000,80.7100000,85.4000000,1793340830
SBER,W,31/10/11,00:00:00,84.4800000,85.1400000,75.8500000,80.9000000,1581604700
SBER,W,07/11/11,00:00:00,81.0800000,86.0900000,76.5200000,80.8000000,1979130830
SBER,W,14/11/11,00:00:00,81.9000000,82.4300000,77.6500000,80.0300000,1647152850
SBER,W,21/11/11,00:00:00,79.0200000,79.3700000,73.7500000,78.6000000,1396555640
SBER,W,28/11/11,00:00:00,80.0000000,91.2800000,79.5200000,89.5000000,1820724840
SBER,W,05/12/11,00:00:00,89.5600000,90.5200000,81.6500000,82.2600000,1473704710
SBER,W,12/12/11,00:00:00,83.5100000,84.8000000,78.0300000,80.6200000,1555677230
SBER,W,19/12/11,00:00:00,80.1500000,83.7700000,78.9200000,80.0000000,1000874380
SBER,W,26/12/11,00:00:00,80.4900000,81.9500000,77.2000000,79.4000000,404770940
SBER,W,02/01/12,00:00:00,80.1200000,84.4800000,80.1200000,83.2000000,451548560
SBER,W,09/01/12,00:00:00,82.5900000,87.2500000,82.4200000,83.6000000,972147330
SBER,W,16/01/12,00:00:00,83.0000000,86.2800000,82.5500000,85.1300000,882228060
SBER,W,23/01/12,00:00:00,84.9500000,91.2800000,83.8200000,90.8000000,1300431320
SBER,W,30/01/12,00:00:00,90.1400000,94.7900000,88.8600000,94.5200000,1011878100
SBER,W,06/02/12,00:00:00,94.7800000,96.3700000,92.8500000,93.9400000,912001160
SBER,W,13/02/12,00:00:00,94.6300000,97.7700000,94.6300000,96.7600000,833386280
SBER,W,20/02/12,00:00:00,97.6100000,99.2200000,95.2400000,99.0200000,596481130
SBER,W,27/02/12,00:00:00,98.5800000,101.7500000,98.3200000,101.6000000,818554280
SBER,W,05/03/12,00:00:00,101.7600000,103.3000000,96.6800000,99.5700000,604472910
SBER,W,12/03/12,00:00:00,99.1600000,103.8500000,98.3800000,100.1800000,1051654390
SBER,W,19/03/12,00:00:00,100.9200000,101.6300000,95.7200000,97.6000000,813968350
SBER,W,26/03/12,00:00:00,98.0900000,100.9400000,93.4000000,94.8600000,943943620
SBER,W,02/04/12,00:00:00,95.4000000,98.2300000,94.4600000,95.6400000,866404630
SBER,W,09/04/12,00:00:00,95.3300000,97.1600000,93.5100000,94.1800000,787546260
SBER,W,16/04/12,00:00:00,93.5900000,95.2900000,91.1400000,95.0000000,758295370
SBER,W,23/04/12,00:00:00,94.5500000,94.7100000,91.4400000,93.9500000,568220670
SBER,W,30/04/12,00:00:00,94.4200000,95.6900000,90.0900000,90.4200000,390466540
SBER,W,07/05/12,00:00:00,89.0200000,91.8400000,86.0000000,90.9900000,424775340
SBER,W,14/05/12,00:00:00,90.4800000,90.5500000,75.3000000,78.1900000,1154074770
SBER,W,21/05/12,00:00:00,78.9500000,83.3600000,77.8000000,79.8700000,978525920
SBER,W,28/05/12,00:00:00,80.8500000,84.1700000,77.9500000,78.8600000,984828480
SBER,W,04/06/12,00:00:00,77.4700000,83.7500000,76.2500000,81.5800000,893659960
SBER,W,11/06/12,00:00:00,82.0200000,84.7700000,81.5000000,84.3400000,382047880
SBER,W,18/06/12,00:00:00,85.2400000,87.2600000,83.3800000,83.7600000,590149000
SBER,W,25/06/12,00:00:00,83.7000000,86.4600000,81.9200000,86.3900000,541996550
SBER,W,02/07/12,00:00:00,86.1900000,92.4300000,85.7600000,89.2000000,643992460
SBER,W,09/07/12,00:00:00,88.9000000,91.7500000,88.3700000,90.9800000,528799950
SBER,W,16/07/12,00:00:00,91.0000000,92.9000000,90.1200000,90.1200000,437515250
SBER,W,23/07/12,00:00:00,89.2600000,90.4400000,83.0100000,90.3100000,765218060
SBER,W,30/07/12,00:00:00,90.5300000,91.8700000,87.4000000,91.6600000,567066600
SBER,W,06/08/12,00:00:00,91.9200000,95.3500000,91.4000000,92.8500000,593822120
SBER,W,13/08/12,00:00:00,93.1200000,94.4400000,91.7200000,92.0500000,447244020
SBER,W,20/08/12,00:00:00,92.2600000,95.0500000,91.1200000,92.9100000,521484670
SBER,W,27/08/12,00:00:00,93.4400000,95.4800000,92.4800000,93.1600000,496791270
SBER,W,03/09/12,00:00:00,93.2100000,95.7600000,92.2200000,93.8600000,532081400
SBER,W,10/09/12,00:00:00,93.5900000,98.0900000,92.4000000,97.0500000,580012790
SBER,W,17/09/12,00:00:00,96.3300000,96.6700000,92.6200000,94.1600000,919931800
