Date,Open,High,Low,Close,Volume
2011-11-28,35.0,107.016,35.0,45.864,2006200
2011-12-05,37.55,41.985,34.2,34.39,3658700
2011-12-12,34.304,34.797,30.501,32.198,1487000
2011-12-19,31.666,31.998,30.3,30.301,777600
2011-12-26,30.013,31.0,29.4,31.0,1772400
2012-01-02,31.0,31.384,29.4,30.093,543500
2012-01-09,30.048,30.75,29.702,30.4,572000
2012-01-16,30.479,30.5,29.561,30.2,2797100
2012-01-23,30.25,30.375,29.811,29.92,1290500
2012-01-30,29.83,32.79,29.33,31.85,5459300
2012-02-06,31.609,33.879,31.35,32.2,11103700
2012-02-13,32.32,33.95,32.3,33.251,3499200
2012-02-20,33.305,33.6,32.301,32.9,1248200
2012-02-27,32.624,33.333,31.11,32.5,4364400
2012-03-05,32.35,32.55,31.2,31.715,1282400
2012-03-12,31.63,32.555,31.397,32.0,4918700
2012-03-19,32.097,32.3,31.502,31.85,3710600
2012-03-26,32.099,32.099,30.51,31.095,1199600
2012-04-02,31.248,31.248,29.4,29.9,1848500
2012-04-09,29.9,30.1,29.501,30.039,2339900
2012-04-16,30.039,30.039,29.582,29.9,2516400
2012-04-23,29.9,30.0,29.66,29.998,2354000
2012-04-30,29.903,30.0,27.0,27.697,1434500
2012-05-07,27.898,28.25,26.01,26.7,532000
2012-05-14,26.499,26.499,21.999,22.99,1764600
2012-05-21,23.0,23.685,22.038,22.4,1167400
2012-05-28,22.455,23.449,22.4,22.995,2118800
2012-06-04,22.93,25.747,22.828,25.099,3048400
2012-06-11,25.0,26.148,23.5,25.973,3326100
2012-06-18,25.5,26.9,24.55,24.7,5642900
2012-06-25,24.894,26.0,24.011,24.3,3075200
2012-07-02,24.399,25.887,24.0,24.725,4637900
2012-07-09,24.712,24.99,24.352,24.8,983800
2012-07-16,24.801,25.25,24.505,24.6,1686500
2012-07-23,24.85,25.6,24.402,25.4,2614200
2012-07-30,25.301,26.17,25.0,25.25,3117000
2012-08-06,25.009,25.398,24.699,24.9,206900
2012-08-13,24.9,25.196,24.75,24.939,548900
2012-08-20,24.815,24.9,24.605,24.607,272600
2012-08-27,24.65,24.825,24.301,24.47,425400
2012-09-03,24.401,24.989,24.401,24.853,342800
2012-09-10,24.798,25.101,24.452,24.675,1455600
2012-09-17,24.7,24.85,24.12,24.363,1804300
2012-09-24,24.439,24.5,23.95,24.146,646700
2012-10-01,24.006,24.5,24.006,24.3,1880600
2012-10-08,24.275,25.001,24.206,24.549,2219800
2012-10-15,24.4,24.4,21.999,22.772,7703100
2012-10-22,22.556,23.0,21.82,22.771,2789000
2012-10-29,22.751,23.5,22.65,23.299,4054300
2012-11-05,23.298,23.498,22.83,23.05,4014700
2012-11-12,23.188,23.188,22.702,23.095,3189500
2012-11-19,22.905,23.15,22.8,23.15,3223700
2012-11-26,23.148,23.2,22.65,23.1,2309000
2012-12-03,23.09,26.14,23.055,25.166,24698900
2012-12-10,25.249,26.245,25.2,25.967,6429900
2012-12-17,26.245,28.449,25.634,28.0,8858700
2012-12-24,27.52,30.45,27.52,30.0,7569900
2013-01-07,31.3,31.4,29.03,29.55,5525700
2013-01-14,29.356,30.0,29.102,29.7,1064000
2013-01-21,29.599,29.748,28.501,29.479,1719400
2013-01-28,29.4,30.89,28.799,29.77,2246800
2013-02-04,29.762,30.55,29.723,30.5,3485300
2013-02-11,30.7,32.088,30.193,31.52,3914600
2013-02-18,31.887,35.35,31.432,35.0,6640300
2013-02-25,35.166,35.445,32.0,32.85,4108200
2013-03-04,33.0,33.3,32.5,33.0,2470600
2013-03-11,32.998,33.615,30.82,32.8,9977800
2013-03-18,32.8,32.8,31.01,31.85,1715100
2013-03-25,32.114,32.9,30.111,31.666,2559700
2013-04-01,31.41,32.94,30.762,32.9,4095300
2013-04-08,32.888,33.171,31.801,32.21,1473700
2013-04-15,32.2,32.79,30.51,31.6,4112200
2013-04-22,31.412,33.5,31.35,32.998,2253400
2013-04-29,32.579,33.102,30.509,31.447,867000
2013-05-06,31.601,32.3,31.301,31.55,619800
2013-05-13,31.189,31.997,30.811,31.996,45285800
2013-05-20,31.601,33.111,31.5,31.6,28222800
2013-05-27,31.896,32.615,31.621,32.15,10804700
2013-06-03,32.4,34.95,31.85,33.85,6702400
2013-06-10,33.999,34.45,32.69,33.349,11736300
2013-06-17,33.355,34.449,32.7,33.055,2660100
2013-06-24,33.354,34.68,32.825,34.0,4678500
2013-07-01,34.495,34.765,24.0,34.009,1997600
2013-07-08,34.0,34.247,33.501,33.797,2674500
2013-07-15,33.872,33.95,33.0,33.241,632400
2013-07-22,33.009,33.3,32.85,33.167,2410700
2013-07-29,33.199,33.94,33.0,33.045,981500
2013-08-05,33.034,33.329,32.3,33.099,10968900
2013-08-12,33.1,33.49,32.85,33.0,11281400
2013-08-19,33.002,34.498,33.0,33.601,6140800
2013-08-26,33.85,34.0,33.02,33.05,997700
2013-09-02,33.0,33.5,32.612,33.061,2662900
2013-09-09,33.369,33.372,32.6,32.678,1938400
2013-09-16,32.724,35.45,32.595,34.51,48626700
2013-09-23,34.845,37.347,34.5,36.8,4395600
2013-09-30,36.987,40.989,35.671,38.7,6390000
2013-10-07,38.699,38.7,34.75,34.75,6872400
2013-10-14,34.771,35.49,34.752,35.244,4462000
2013-10-21,35.418,35.48,34.58,34.95,4502800
2013-10-28,35.097,38.081,34.995,35.951,107395600
2013-11-04,36.005,36.36,35.195,36.1,14765100
2013-11-11,36.1,36.225,34.753,35.361,15211400
2013-11-18,35.361,35.898,35.22,35.38,9607900
2013-11-25,35.3,35.399,33.001,34.914,6799000
2013-12-02,34.919,35.879,34.721,35.445,6597600
2013-12-09,35.113,35.703,32.723,32.9,8080300
2013-12-16,33.095,34.693,32.501,34.63,8379200
2013-12-23,34.716,35.05,34.0,34.8,6527700
2013-12-30,34.728,36.014,34.601,35.67,2256800
2014-01-06,35.399,35.399,32.201,33.2,7520300
2014-01-13,33.203,33.83,31.708,32.03,17141100
2014-01-20,32.197,35.984,32.197,35.67,20186900
2014-01-27,35.301,36.98,34.65,36.5,17397900
2014-02-03,36.571,37.0,34.346,36.571,13014200
2014-02-10,36.5,37.394,35.515,36.2,8664800
2014-02-17,36.005,37.0,35.8,36.977,15027400
2014-02-24,36.823,39.499,36.82,38.73,17073100
2014-03-03,37.889,37.897,34.502,36.801,23990500
2014-03-10,36.999,37.336,29.2,33.637,21325300
2014-03-17,33.64,35.898,31.722,34.27,16388400
