Date,Open,High,Low,Close,Volume
2010-11-15,98.15,99.93,94.77,98.7,1062726535
2010-11-22,99.73,103.1,97.35,101.36,957997559
2010-11-29,102.26,104.31,99.62,103.03,894588423
2010-12-06,103.42,108.9,102.95,104.92,1091361433
2010-12-13,105.8,108.25,105.44,105.7,650175626
2010-12-20,105.49,107.64,105.11,106.23,333387273
2010-12-27,106.25,106.39,103.25,104.18,221465938
2011-01-10,104.99,108.87,102.5,107.21,640698379
2011-01-17,107.32,110.95,104.27,105.61,795926657
2011-01-24,106.02,109.92,102.61,106.38,776186386
2011-01-31,105.79,107.35,102.38,102.8,804160144
2011-02-07,103.36,103.86,96.2,101.04,1066340493
2011-02-14,102.0,103.09,98.65,100.82,887877077
2011-02-21,100.85,102.0,95.5,100.34,734359794
2011-02-28,100.83,103.0,97.85,101.55,893897691
2011-03-07,101.85,103.48,97.25,98.75,644657040
2011-03-14,97.96,100.3,93.71,100.16,1248250360
2011-03-21,100.92,107.15,99.5,106.94,1142001800
2011-03-28,106.49,109.1,105.55,108.72,732362640
2011-04-04,108.81,109.55,105.88,109.1,764408020
2011-04-11,109.0,109.76,103.64,105.92,815570990
2011-04-18,105.28,105.36,99.77,103.92,676684940
2011-04-25,104.36,104.58,99.26,100.0,617665750
2011-05-02,99.9,100.17,94.66,98.2,727204500
2011-05-09,97.77,99.27,95.15,97.99,595702900
2011-05-16,97.05,98.69,93.93,94.0,675446200
2011-05-23,92.99,97.35,91.5,97.1,723403050
2011-05-30,96.95,98.95,94.19,95.02,548048970
2011-06-06,95.11,99.42,93.26,97.55,726884370
2011-06-13,98.2,98.78,95.25,95.33,496655910
2011-06-20,94.8,97.2,93.86,97.15,582964960
2011-06-27,96.6,104.85,95.67,104.5,852726380
2011-07-04,104.99,107.7,103.25,105.27,746623490
2011-07-11,104.82,105.89,100.81,105.46,892330090
2011-07-18,105.12,105.36,99.86,101.8,925139410
2011-07-25,100.71,103.47,100.14,101.75,610374950
2011-08-01,103.11,104.1,94.12,95.85,1021864420
2011-08-08,93.15,95.03,79.21,85.5,1978755620
2011-08-15,86.7,88.39,75.95,78.78,1259769470
2011-08-22,77.18,81.53,75.58,77.79,1683478650
2011-08-29,79.3,85.36,79.02,82.4,1328799570
