<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MGNT,W,15/11/10,00:00:00,3470.0000000,3580.9500000,3455.0000000,3559.9700000,60332
MGNT,W,22/11/10,00:00:00,3579.0000000,3645.0000000,3545.9000000,3624.8900000,48992
MGNT,W,29/11/10,00:00:00,3629.6000000,3934.0000000,3590.0200000,3880.0000000,40030
MGNT,W,06/12/10,00:00:00,3889.4300000,4195.8600000,3820.0100000,4130.0100000,39125
MGNT,W,13/12/10,00:00:00,4150.0500000,4200.0000000,3910.0000000,3955.0000000,62611
MGNT,W,20/12/10,00:00:00,3955.0000000,4096.0800000,3877.7700000,4056.0100000,50779
MGNT,W,27/12/10,00:00:00,4089.9600000,4089.9700000,3950.0000000,4079.9800000,20745
MGNT,W,10/01/11,00:00:00,4098.9800000,4495.9900000,4079.9700000,4343.0000000,50112
MGNT,W,17/01/11,00:00:00,4380.0000000,4395.0000000,4122.1600000,4149.0000000,87960
MGNT,W,24/01/11,00:00:00,4150.1200000,4300.0000000,3865.0000000,3940.0000000,125954
MGNT,W,31/01/11,00:00:00,3899.0000000,4139.8900000,3810.0000000,3860.0000000,89311
MGNT,W,07/02/11,00:00:00,3884.9800000,3884.9900000,3660.0000000,3720.0000000,72245
MGNT,W,14/02/11,00:00:00,3725.0000000,3849.9900000,3724.9900000,3820.0000000,38063
MGNT,W,21/02/11,00:00:00,3820.0000000,3830.0000000,3570.0000000,3695.0000000,41358
MGNT,W,28/02/11,00:00:00,3710.0000000,3920.0000000,3695.0100000,3877.2000000,63255
MGNT,W,07/03/11,00:00:00,3899.6000000,3937.9000000,3700.0000000,3785.9000000,34463
MGNT,W,14/03/11,00:00:00,3770.0000000,3838.3000000,3601.8000000,3770.1000000,100129
MGNT,W,21/03/11,00:00:00,3800.1000000,4047.0000000,3750.1000000,3998.9000000,88951
MGNT,W,28/03/11,00:00:00,3983.7000000,4088.9000000,3874.0000000,3983.8000000,67630
MGNT,W,04/04/11,00:00:00,3983.9000000,3983.9000000,3800.2000000,3821.5000000,59249
MGNT,W,11/04/11,00:00:00,3844.9000000,3877.0000000,3735.0000000,3764.5000000,80579
MGNT,W,18/04/11,00:00:00,3776.3000000,3839.5000000,3572.0000000,3720.0000000,123442
MGNT,W,25/04/11,00:00:00,3748.5000000,3899.7000000,3590.2000000,3646.6000000,52682
MGNT,W,02/05/11,00:00:00,3642.1000000,3720.0000000,3451.6000000,3710.0000000,90895
MGNT,W,09/05/11,00:00:00,3700.5000000,3888.9000000,3603.5000000,3660.0000000,77419
MGNT,W,16/05/11,00:00:00,3650.0000000,3768.0000000,3601.0000000,3709.3000000,75964
MGNT,W,23/05/11,00:00:00,3709.3000000,3900.0000000,3610.0000000,3860.0000000,156115
MGNT,W,30/05/11,00:00:00,3874.4000000,3999.9000000,3800.7000000,3840.3000000,97031
MGNT,W,06/06/11,00:00:00,3840.0000000,3960.0000000,3751.2000000,3865.0000000,51943
MGNT,W,13/06/11,00:00:00,3857.8000000,4050.0000000,3833.2000000,3875.7000000,105072
MGNT,W,20/06/11,00:00:00,3851.9000000,3888.5000000,3750.8000000,3780.0000000,108600
MGNT,W,27/06/11,00:00:00,3780.1000000,4000.0000000,3701.6000000,3965.1000000,230867
MGNT,W,04/07/11,00:00:00,4000.1000000,4144.0000000,3870.9000000,4025.0000000,74729
MGNT,W,11/07/11,00:00:00,4040.0000000,4049.7000000,3894.0000000,3949.6000000,87457
MGNT,W,18/07/11,00:00:00,3922.4000000,4100.0000000,3860.0000000,3951.0000000,94957
MGNT,W,25/07/11,00:00:00,3942.0000000,4000.0000000,3860.4000000,3955.0000000,88160
MGNT,W,01/08/11,00:00:00,3973.1000000,4036.1000000,3563.0000000,3625.4000000,143006
MGNT,W,08/08/11,00:00:00,3545.1000000,3680.0000000,2882.5000000,3210.0000000,303353
MGNT,W,15/08/11,00:00:00,3235.6000000,3389.9000000,2990.0000000,3190.0000000,198271
MGNT,W,22/08/11,00:00:00,3010.0000000,3360.0000000,2810.0000000,2891.5000000,190817
MGNT,W,29/08/11,00:00:00,2933.4000000,3195.9000000,2911.9000000,3089.0000000,117325
MGNT,W,05/09/11,00:00:00,3050.0000000,3215.0000000,3010.0000000,3029.0000000,85205
MGNT,W,12/09/11,00:00:00,3000.0000000,3210.0000000,2857.1000000,3174.0000000,235548
MGNT,W,19/09/11,00:00:00,3137.5000000,3217.3000000,2780.0000000,2850.0000000,144407
MGNT,W,26/09/11,00:00:00,2835.1000000,3076.0000000,2750.0000000,2765.6000000,187640
MGNT,W,03/10/11,00:00:00,2701.2000000,2930.0000000,2560.0000000,2886.9000000,220775
MGNT,W,10/10/11,00:00:00,2920.0000000,2944.0000000,2612.9000000,2737.6000000,268161
MGNT,W,17/10/11,00:00:00,2766.8000000,3000.7000000,2706.7000000,2955.0000000,181496
MGNT,W,24/10/11,00:00:00,2970.0000000,3500.0000000,2950.1000000,3315.0000000,300912
MGNT,W,31/10/11,00:00:00,3257.8000000,3400.0000000,2950.3000000,3109.0000000,232849
MGNT,W,07/11/11,00:00:00,3110.0000000,3174.8000000,2835.1000000,2912.0000000,217086
MGNT,W,14/11/11,00:00:00,2960.0000000,3015.8000000,2745.0000000,2789.1000000,177351
MGNT,W,21/11/11,00:00:00,2760.0000000,2886.0000000,2645.0000000,2715.0000000,100289
MGNT,W,28/11/11,00:00:00,2743.5000000,3160.0000000,2723.0000000,2788.0000000,272185
MGNT,W,05/12/11,00:00:00,2831.0000000,2935.0000000,2663.0000000,2726.0000000,334027
MGNT,W,12/12/11,00:00:00,2764.9000000,2800.0000000,2585.0000000,2733.1000000,276896
MGNT,W,19/12/11,00:00:00,2710.6000000,2824.5000000,2650.1000000,2705.5000000,98122
MGNT,W,26/12/11,00:00:00,2734.9000000,2826.0000000,2680.0000000,2826.0000000,83420
MGNT,W,02/01/12,00:00:00,2799.9000000,2920.0000000,2799.9000000,2865.1000000,128591
MGNT,W,09/01/12,00:00:00,2860.0000000,3151.0000000,2820.2000000,3065.0000000,193309
MGNT,W,16/01/12,00:00:00,3060.0000000,3260.0000000,3020.6000000,3066.0000000,273951
MGNT,W,23/01/12,00:00:00,3066.0000000,3325.0000000,3065.0000000,3293.9000000,253382
MGNT,W,30/01/12,00:00:00,3274.8000000,3490.0000000,3159.2000000,3380.0000000,438876
MGNT,W,06/02/12,00:00:00,3363.0000000,3450.0000000,3207.0000000,3321.1000000,209318
MGNT,W,13/02/12,00:00:00,3362.3000000,3564.9000000,3300.0000000,3485.0000000,291461
MGNT,W,20/02/12,00:00:00,3484.0000000,3650.0000000,3400.5000000,3622.0000000,228428
MGNT,W,27/02/12,00:00:00,3619.9000000,3691.0000000,3499.9000000,3566.1000000,217668
MGNT,W,05/03/12,00:00:00,3586.1000000,3630.0000000,3367.1000000,3660.0000000,102784
MGNT,W,12/03/12,00:00:00,3628.2000000,3950.0000000,3475.0000000,3829.0000000,402652
MGNT,W,19/03/12,00:00:00,3828.5000000,3859.7000000,3542.5000000,3607.7000000,276450
MGNT,W,26/03/12,00:00:00,3615.1000000,3699.3000000,3522.2000000,3647.0000000,216578
MGNT,W,02/04/12,00:00:00,3680.0000000,3740.0000000,3542.0000000,3590.0000000,193698
MGNT,W,09/04/12,00:00:00,3600.0000000,3747.7000000,3545.0000000,3654.0000000,150052
MGNT,W,16/04/12,00:00:00,3637.0000000,3822.2000000,3581.2000000,3771.2000000,203584
MGNT,W,23/04/12,00:00:00,3733.9000000,3860.1000000,3652.0000000,3690.0000000,303620
MGNT,W,30/04/12,00:00:00,3710.0000000,3740.0000000,3427.2000000,3446.7000000,272840
MGNT,W,07/05/12,00:00:00,3419.0000000,3619.0000000,3307.1000000,3519.4000000,190213
MGNT,W,14/05/12,00:00:00,3481.4000000,3520.0000000,3207.6000000,3326.0000000,447766
MGNT,W,21/05/12,00:00:00,3355.0000000,3470.0000000,3224.2000000,3300.0000000,276893
MGNT,W,28/05/12,00:00:00,3313.8000000,3496.9000000,3210.0000000,3250.0000000,205768
MGNT,W,04/06/12,00:00:00,3217.0000000,3564.0000000,3211.1000000,3548.0000000,207593
MGNT,W,11/06/12,00:00:00,3564.9000000,3890.0000000,3525.7000000,3719.5000000,181764
MGNT,W,18/06/12,00:00:00,3818.0000000,3940.0000000,3633.0000000,3724.9000000,357469
MGNT,W,25/06/12,00:00:00,3756.2000000,3938.1000000,3700.0000000,3894.9000000,393281
MGNT,W,02/07/12,00:00:00,3866.0000000,4077.0000000,3560.0000000,3651.1000000,435153
MGNT,W,09/07/12,00:00:00,3634.9000000,3817.0000000,3575.0000000,3743.8000000,215920
MGNT,W,16/07/12,00:00:00,3759.8000000,3997.1000000,3650.1000000,3810.9000000,214499
MGNT,W,23/07/12,00:00:00,3805.7000000,4323.9000000,3725.3000000,4100.0000000,571988
MGNT,W,30/07/12,00:00:00,4089.9000000,4374.6000000,4078.5000000,4323.5000000,210616
MGNT,W,06/08/12,00:00:00,4370.0000000,4387.2000000,4050.0000000,4115.0000000,188960
MGNT,W,13/08/12,00:00:00,4115.0000000,4339.9000000,4102.4000000,4187.4000000,109464
MGNT,W,20/08/12,00:00:00,4210.0000000,4349.9000000,4130.0000000,4166.7000000,177986
MGNT,W,27/08/12,00:00:00,4166.0000000,4199.0000000,4080.0000000,4181.0000000,142794
MGNT,W,03/09/12,00:00:00,4190.0000000,4459.0000000,4129.8000000,4388.0000000,291083
MGNT,W,10/09/12,00:00:00,4419.2000000,4700.0000000,4330.0000000,4485.0000000,536772
MGNT,W,17/09/12,00:00:00,4485.0000000,4485.0000000,3990.0000000,4349.9000000,517721
MGNT,W,24/09/12,00:00:00,4355.0000000,4445.0000000,4130.9000000,4164.9000000,263942
MGNT,W,01/10/12,00:00:00,4150.1000000,4450.0000000,4150.0000000,4389.9000000,355934
MGNT,W,08/10/12,00:00:00,4386.0000000,4473.3000000,4341.0000000,4438.8000000,240396
MGNT,W,15/10/12,00:00:00,4455.0000000,4601.6000000,4370.1000000,4580.0000000,310846
MGNT,W,22/10/12,00:00:00,4550.0000000,4624.6000000,4448.1000000,4575.0000000,452357
MGNT,W,29/10/12,00:00:00,4595.0000000,4625.0000000,4400.1000000,4580.0000000,265602
MGNT,W,05/11/12,00:00:00,4619.0000000,4723.4000000,4450.1000000,4499.0000000,308015
MGNT,W,12/11/12,00:00:00,4490.0000000,4602.5000000,4218.4000000,4535.0000000,489768
MGNT,W,19/11/12,00:00:00,4590.0000000,4620.5000000,4451.1000000,4545.0000000,160384
MGNT,W,26/11/12,00:00:00,4549.9000000,4577.0000000,4420.0000000,4495.0000000,121715
MGNT,W,03/12/12,00:00:00,4504.2000000,4577.0000000,4425.0000000,4520.0000000,239402
MGNT,W,10/12/12,00:00:00,4522.0000000,4848.4000000,4512.0000000,4697.0000000,348096
MGNT,W,17/12/12,00:00:00,4704.5000000,4946.9000000,4700.2000000,4840.0000000,197188
MGNT,W,24/12/12,00:00:00,4824.0000000,4870.0000000,4726.3000000,4786.4000000,189469
MGNT,W,07/01/13,00:00:00,4935.8000000,5120.5000000,4880.0000000,4939.9000000,287088
MGNT,W,14/01/13,00:00:00,4945.0000000,5635.5000000,4945.0000000,5635.5000000,344721
MGNT,W,21/01/13,00:00:00,5619.9000000,5780.0000000,5475.9000000,5678.5000000,397892
MGNT,W,28/01/13,00:00:00,5697.0000000,5849.9000000,5530.0000000,5818.0000000,293654
MGNT,W,04/02/13,00:00:00,5841.4000000,5907.2000000,5720.0000000,5797.9000000,511346
MGNT,W,11/02/13,00:00:00,5780.1000000,5888.0000000,5737.6000000,5833.4000000,346503
MGNT,W,18/02/13,00:00:00,5834.0000000,5886.9000000,5742.5000000,5780.0000000,270366
MGNT,W,25/02/13,00:00:00,5780.0000000,5791.5000000,5612.7000000,5679.9000000,257409
MGNT,W,04/03/13,00:00:00,5679.9000000,5988.6000000,5656.0000000,5955.0000000,144944
MGNT,W,11/03/13,00:00:00,5985.0000000,6159.0000000,5722.8000000,6089.0000000,420487
MGNT,W,18/03/13,00:00:00,6030.5000000,6083.1000000,5702.4000000,5765.0000000,205476
MGNT,W,25/03/13,00:00:00,5790.0000000,6124.0000000,5498.0000000,5934.9000000,288965
MGNT,W,01/04/13,00:00:00,5925.0000000,6095.0000000,5886.1000000,6070.0000000,251779
MGNT,W,08/04/13,00:00:00,6074.0000000,6500.0000000,5969.5000000,6390.0000000,245491
MGNT,W,15/04/13,00:00:00,6391.0000000,6479.0000000,6156.0000000,6330.0000000,183976
MGNT,W,22/04/13,00:00:00,6350.0000000,6450.0000000,6258.9000000,6330.0000000,296092
MGNT,W,29/04/13,00:00:00,6349.0000000,6872.4000000,6282.1000000,6835.0000000,194803
MGNT,W,06/05/13,00:00:00,6820.1000000,7199.9000000,6775.0000000,7020.0000000,234430
MGNT,W,13/05/13,00:00:00,7020.0000000,7350.0000000,6911.1000000,7089.9000000,272909
MGNT,W,20/05/13,00:00:00,7088.0000000,7529.0000000,6820.0000000,7029.4000000,273951
MGNT,W,27/05/13,00:00:00,7100.0000000,7587.5000000,7013.0000000,7169.0000000,497409
MGNT,W,03/06/13,00:00:00,7176.0000000,7176.0000000,6750.0000000,6938.1000000,490909
MGNT,W,10/06/13,00:00:00,6940.0000000,7140.0000000,6787.9000000,7105.0000000,460085
MGNT,W,17/06/13,00:00:00,7110.4000000,7394.9000000,6845.0000000,7170.3000000,592405
MGNT,W,24/06/13,00:00:00,7151.0000000,7560.0000000,6806.3000000,7560.0000000,578870
MGNT,W,01/07/13,00:00:00,7482.3000000,7599.5000000,6925.0000000,7030.0000000,439201
MGNT,W,08/07/13,00:00:00,7020.1000000,7460.0000000,7008.9000000,7429.0000000,525302
MGNT,W,15/07/13,00:00:00,7373.7000000,7740.0000000,7250.0000000,7700.0000000,493237
MGNT,W,22/07/13,00:00:00,7700.0000000,8310.0000000,7630.1000000,8178.0000000,461178
MGNT,W,29/07/13,00:00:00,8099.0000000,8270.0000000,7950.0000000,7985.0000000,385313
MGNT,W,05/08/13,00:00:00,8020.0000000,8125.9000000,7950.0000000,8107.0000000,217635
MGNT,W,12/08/13,00:00:00,8057.0000000,8239.9000000,7876.8000000,7975.0000000,244370
MGNT,W,19/08/13,00:00:00,7975.0000000,8030.1000000,7661.2000000,7898.8000000,306815
MGNT,W,26/08/13,00:00:00,7955.0000000,7980.0000000,7250.1000000,7435.0000000,562990
MGNT,W,02/09/13,00:00:00,7440.0000000,7880.0000000,7400.4000000,7671.8000000,378158
MGNT,W,09/09/13,00:00:00,7752.3000000,8149.0000000,7680.1000000,8055.0000000,397198
MGNT,W,16/09/13,00:00:00,8091.2000000,8300.0000000,8010.0000000,8080.0000000,486842
MGNT,W,23/09/13,00:00:00,8102.7000000,8304.5000000,7963.7000000,8180.0000000,408270
MGNT,W,30/09/13,00:00:00,8125.5000000,8403.0000000,8113.1000000,8400.1000000,277430
MGNT,W,07/10/13,00:00:00,8396.9000000,8799.9000000,8325.0000000,8539.9000000,437831
MGNT,W,14/10/13,00:00:00,8508.9000000,8550.0000000,8165.5000000,8386.0000000,423266
MGNT,W,21/10/13,00:00:00,8420.9000000,8665.0000000,8263.5000000,8312.3000000,428469
MGNT,W,28/10/13,00:00:00,8362.5000000,8765.0000000,8332.1000000,8740.0000000,403676
MGNT,W,04/11/13,00:00:00,8781.0000000,8787.6000000,8600.0000000,8602.7000000,303760
MGNT,W,11/11/13,00:00:00,8609.9000000,8824.4000000,8424.0000000,8724.9000000,335090
MGNT,W,18/11/13,00:00:00,8704.7000000,8989.0000000,8675.5000000,8821.0000000,298788
MGNT,W,25/11/13,00:00:00,8853.7000000,9250.0000000,8840.1000000,9160.0000000,526405
MGNT,W,02/12/13,00:00:00,9144.7000000,9228.4000000,8421.2000000,8718.9000000,723901
MGNT,W,09/12/13,00:00:00,8730.0000000,9199.0000000,8650.0000000,9066.2000000,520296
MGNT,W,16/12/13,00:00:00,9014.0000000,9385.0000000,8928.0000000,8960.0000000,567787
MGNT,W,23/12/13,00:00:00,9010.0000000,9258.0000000,8960.9000000,9137.0000000,262141
MGNT,W,30/12/13,00:00:00,9164.9000000,9250.0000000,9112.2000000,9240.0000000,87628
MGNT,W,06/01/14,00:00:00,9230.2000000,9230.2000000,8380.1000000,8450.1000000,604823
MGNT,W,13/01/14,00:00:00,8497.7000000,9139.7000000,8050.0000000,8975.5000000,1791636
MGNT,W,20/01/14,00:00:00,8928.7000000,8995.5000000,8032.8000000,8266.1000000,1375967
MGNT,W,27/01/14,00:00:00,8140.1000000,8600.0000000,7862.0000000,8395.0000000,2457621
MGNT,W,03/02/14,00:00:00,8448.9000000,8663.8000000,8351.0000000,8455.0000000,840016
MGNT,W,10/02/14,00:00:00,8435.0000000,8579.8000000,8184.0000000,8554.1000000,880446
MGNT,W,17/02/14,00:00:00,8551.1000000,8789.0000000,8475.0000000,8730.0000000,703644
MGNT,W,24/02/14,00:00:00,8710.1000000,8885.0000000,8250.1000000,8760.0000000,763656
MGNT,W,03/03/14,00:00:00,8499.9000000,8631.0000000,7432.9000000,7880.0000000,2210446
MGNT,W,10/03/14,00:00:00,7799.9000000,7827.3000000,6667.3000000,7420.0000000,1728543
MGNT,W,17/03/14,00:00:00,7490.1000000,8254.9000000,7412.1000000,7684.0000000,2102314
MGNT,W,24/03/14,00:00:00,7720.3000000,8025.0000000,7525.0000000,7836.6000000,856367
MGNT,W,31/03/14,00:00:00,7879.9000000,8562.8000000,7811.6000000,8430.0000000,811050
MGNT,W,07/04/14,00:00:00,8340.2000000,8361.2000000,7700.0000000,7820.0000000,1067263
MGNT,W,14/04/14,00:00:00,7780.0000000,7939.9000000,7501.2000000,7800.0000000,679546
MGNT,W,21/04/14,00:00:00,7820.1000000,7836.1000000,6817.1000000,6850.0000000,873070
MGNT,W,28/04/14,00:00:00,6839.9000000,7279.0000000,6565.3000000,7250.0000000,855430
MGNT,W,05/05/14,00:00:00,7200.9000000,7750.0000000,7103.0000000,7750.0000000,777272
MGNT,W,12/05/14,00:00:00,7720.5000000,7977.9000000,7559.5000000,7880.0000000,805122
MGNT,W,19/05/14,00:00:00,7880.0000000,8340.0000000,7845.0000000,8340.0000000,899224
MGNT,W,26/05/14,00:00:00,8340.0000000,9039.6000000,8200.0000000,8810.0000000,729956
MGNT,W,02/06/14,00:00:00,8799.9000000,9031.9000000,8711.0000000,8980.0000000,690039
MGNT,W,09/06/14,00:00:00,8999.7000000,9158.7000000,8845.0000000,9070.0000000,297734
MGNT,W,16/06/14,00:00:00,9018.0000000,9019.0000000,8712.3000000,8815.0000000,838439
MGNT,W,23/06/14,00:00:00,8844.8000000,9118.0000000,8755.0000000,8820.0000000,494734
MGNT,W,30/06/14,00:00:00,8820.0000000,9435.7000000,8735.5000000,9249.7000000,587084
MGNT,W,07/07/14,00:00:00,9240.0000000,9953.9000000,9160.0000000,9890.0000000,822034
MGNT,W,14/07/14,00:00:00,9891.1000000,10034.8000000,9231.0000000,9475.0000000,886060
MGNT,W,21/07/14,00:00:00,9484.9000000,10057.0000000,9275.0000000,9650.0000000,889099
MGNT,W,28/07/14,00:00:00,9570.0000000,9734.0000000,9025.0000000,9209.0000000,624375
MGNT,W,04/08/14,00:00:00,9174.0000000,9381.0000000,8505.1000000,8940.0000000,765495
MGNT,W,11/08/14,00:00:00,8958.0000000,9482.8000000,8872.1000000,9384.0000000,513473
MGNT,W,18/08/14,00:00:00,9370.0000000,9735.2000000,9319.3000000,9690.0000000,325828
MGNT,W,25/08/14,00:00:00,9657.0000000,9918.5000000,9050.0000000,9099.0000000,528254
MGNT,W,01/09/14,00:00:00,9199.1000000,9869.6000000,8751.2000000,9750.0000000,794984
MGNT,W,08/09/14,00:00:00,9696.0000000,10000.0000000,9543.2000000,9924.7000000,466134
MGNT,W,15/09/14,00:00:00,9921.6000000,10089.0000000,9625.1000000,9650.0000000,881400
MGNT,W,22/09/14,00:00:00,9640.1000000,10087.6000000,9503.3000000,9957.0000000,694556
MGNT,W,29/09/14,00:00:00,9959.9000000,9990.0000000,9591.9000000,9987.0000000,886754
MGNT,W,06/10/14,00:00:00,9991.1000000,10333.4000000,9829.4000000,10280.0000000,834399
MGNT,W,13/10/14,00:00:00,10285.0000000,10477.0000000,9907.1000000,9980.0000000,863794
MGNT,W,20/10/14,00:00:00,9980.0000000,10340.0000000,9805.0000000,10180.0000000,687317
MGNT,W,27/10/14,00:00:00,10322.0000000,11900.0000000,10147.7000000,11900.0000000,1252968
MGNT,W,03/11/14,00:00:00,11810.1000000,12294.7000000,11484.6000000,11750.0000000,852725
MGNT,W,10/11/14,00:00:00,11850.0000000,12010.0000000,11494.7000000,11850.0000000,589864
MGNT,W,17/11/14,00:00:00,11810.6000000,11884.8000000,11461.1000000,11752.0000000,515276
MGNT,W,24/11/14,00:00:00,11782.0000000,11947.8000000,11575.0000000,11795.0000000,768235
MGNT,W,01/12/14,00:00:00,11740.0000000,12498.0000000,11477.0000000,11525.0000000,1445033
MGNT,W,08/12/14,00:00:00,11557.0000000,11630.0000000,10640.0000000,10770.0000000,1479302
MGNT,W,15/12/14,00:00:00,10710.0000000,11850.0000000,9213.0000000,10400.0000000,2730985
MGNT,W,22/12/14,00:00:00,10506.0000000,10650.0000000,9625.0000000,10292.0000000,463296
MGNT,W,29/12/14,00:00:00,10157.0000000,11439.0000000,9615.0000000,9701.0000000,243919
MGNT,W,05/01/15,00:00:00,9755.0000000,11010.0000000,9700.0000000,10542.0000000,742743
MGNT,W,12/01/15,00:00:00,10489.0000000,11689.0000000,10405.0000000,11350.0000000,834191
MGNT,W,19/01/15,00:00:00,11295.0000000,12346.0000000,11082.0000000,11750.0000000,738367
MGNT,W,26/01/15,00:00:00,11649.0000000,11714.0000000,10052.0000000,10590.0000000,1010058
MGNT,W,02/02/15,00:00:00,10720.0000000,11180.0000000,9951.0000000,11075.0000000,1038876
MGNT,W,09/02/15,00:00:00,11076.0000000,12298.0000000,10950.0000000,12250.0000000,1291493
MGNT,W,16/02/15,00:00:00,12270.0000000,12270.0000000,11612.0000000,11796.0000000,635146
MGNT,W,23/02/15,00:00:00,11740.0000000,11800.0000000,11160.0000000,11305.0000000,396699
MGNT,W,02/03/15,00:00:00,11426.0000000,11810.0000000,11054.0000000,11347.0000000,511447
MGNT,W,09/03/15,00:00:00,11290.0000000,11345.0000000,10233.0000000,10350.0000000,554859
MGNT,W,16/03/15,00:00:00,10285.0000000,10985.0000000,10201.0000000,10900.0000000,540786
MGNT,W,23/03/15,00:00:00,10875.0000000,11297.0000000,10500.0000000,11038.0000000,499890
MGNT,W,30/03/15,00:00:00,11043.0000000,12020.0000000,11038.0000000,11799.0000000,536921
MGNT,W,06/04/15,00:00:00,11900.0000000,12075.0000000,11310.0000000,11711.0000000,600624
MGNT,W,13/04/15,00:00:00,11736.0000000,12300.0000000,11401.0000000,11520.0000000,643533
MGNT,W,20/04/15,00:00:00,11548.0000000,12340.0000000,11429.0000000,11824.0000000,706873
MGNT,W,27/04/15,00:00:00,11850.0000000,11989.0000000,11250.0000000,11280.0000000,439354
MGNT,W,04/05/15,00:00:00,11312.0000000,11475.0000000,10803.0000000,11295.0000000,489524
MGNT,W,11/05/15,00:00:00,11322.0000000,11460.0000000,11040.0000000,11372.0000000,339744
MGNT,W,18/05/15,00:00:00,11390.0000000,11400.0000000,10691.0000000,11020.0000000,315293
MGNT,W,25/05/15,00:00:00,11001.0000000,11008.0000000,10510.0000000,10510.0000000,330277
MGNT,W,01/06/15,00:00:00,10600.0000000,10978.0000000,10428.0000000,10685.0000000,457904
