Date,Open,High,Low,Close,Volume
2010-11-15,1739.0,1763.0,1710.0,1745.64,6729319
2010-11-22,1748.91,1760.23,1691.0,1713.35,7976559
2010-11-29,1717.57,1835.07,1680.01,1812.0,12680153
2010-12-06,1816.0,1874.0,1747.0,1770.0,13035979
2010-12-13,1776.93,1787.0,1728.0,1761.9,9012938
2010-12-20,1761.0,1768.5,1736.01,1752.0,5569947
2010-12-27,1750.18,1753.53,1729.1,1742.0,2685113
2011-01-10,1753.84,1916.76,1753.56,1893.0,11630914
2011-01-17,1894.0,1947.0,1875.16,1931.0,10888861
2011-01-24,1932.12,1932.99,1844.0,1849.05,10900287
2011-01-31,1840.0,1981.57,1813.88,1965.0,13388130
2011-02-07,1969.19,1980.98,1880.19,1932.86,9619719
2011-02-14,1941.0,1943.7,1884.0,1923.17,6703062
2011-02-21,1925.0,2019.18,1916.0,2006.01,9998532
2011-02-28,2003.22,2068.7,1991.23,2065.5,10372779
2011-03-07,2074.9,2090.0,1970.2,1991.5,7389621
2011-03-14,1980.2,2023.0,1921.9,2012.0,13888952
2011-03-21,2027.0,2051.0,1958.6,2046.3,10475095
2011-03-28,2043.9,2065.8,1976.7,2057.0,10062959
2011-04-04,2062.7,2084.1,2027.2,2047.1,10964314
2011-04-11,2048.1,2054.9,1938.1,1965.0,9102812
2011-04-18,1961.3,1990.0,1883.1,1954.1,8394084
2011-04-25,1960.9,1984.3,1883.0,1895.1,7677379
2011-05-02,1891.0,1909.9,1773.6,1863.5,8731347
2011-05-09,1820.9,1850.0,1715.0,1733.4,10259152
2011-05-16,1716.2,1768.7,1697.1,1711.2,9311188
2011-05-23,1695.0,1766.3,1680.0,1757.4,8889176
2011-05-30,1757.4,1899.0,1743.2,1744.5,10898593
2011-06-06,1748.0,1809.0,1723.3,1785.1,9634710
2011-06-13,1793.3,1799.6,1738.1,1740.0,7340675
2011-06-20,1734.0,1767.6,1711.5,1745.9,7521764
2011-06-27,1735.0,1800.9,1720.0,1793.0,7619535
2011-07-04,1799.9,1860.0,1781.0,1827.1,7031747
2011-07-11,1823.0,1848.8,1785.1,1838.1,8996067
2011-07-18,1838.1,1880.0,1805.0,1875.0,7910385
2011-07-25,1861.0,1888.0,1825.0,1848.0,6556549
2011-08-01,1872.0,1887.5,1675.0,1710.1,12249073
2011-08-08,1665.1,1712.5,1505.1,1619.7,19692685
2011-08-15,1639.7,1667.9,1568.0,1630.0,11819651
2011-08-22,1609.8,1704.0,1600.2,1680.0,10852605
2011-08-29,1697.0,1749.0,1696.4,1706.5,10405577
2011-09-05,1694.8,1776.5,1685.0,1727.0,10249575
2011-09-12,1698.2,1782.4,1681.3,1725.3,13824468
2011-09-19,1715.0,1781.4,1500.1,1537.1,16914103
2011-09-26,1509.9,1672.0,1500.0,1637.6,15661439
2011-10-03,1605.9,1647.8,1517.0,1618.7,14410867
2011-10-10,1630.0,1712.2,1605.0,1712.0,12084432
2011-10-17,1720.6,1746.9,1649.7,1746.0,12573247
2011-10-24,1750.0,1804.0,1734.2,1761.0,12819035
2011-10-31,1747.5,1771.7,1717.5,1766.0,9155000
2011-11-07,1771.0,1818.5,1726.3,1735.3,12898631
2011-11-14,1753.9,1762.0,1696.1,1713.9,11440774
2011-11-21,1700.5,1701.7,1585.1,1644.8,10353531
2011-11-28,1665.1,1749.0,1650.9,1705.0,12077803
2011-12-05,1713.3,1737.0,1593.1,1615.0,12712675
2011-12-12,1623.9,1648.0,1569.7,1602.7,12770026
2011-12-19,1601.3,1667.0,1591.6,1641.1,7740956
2011-12-26,1648.0,1710.0,1632.0,1701.0,4767728
2012-01-02,1712.0,1747.0,1711.0,1738.4,3346909
2012-01-09,1735.0,1797.0,1726.0,1751.2,6736221
2012-01-16,1744.0,1824.7,1730.6,1806.0,7036565
2012-01-23,1806.2,1815.8,1761.3,1765.0,8169728
2012-01-30,1758.9,1815.2,1756.5,1814.9,8367667
2012-02-06,1812.9,1830.0,1788.4,1810.6,8221864
2012-02-13,1820.1,1888.0,1817.8,1875.1,7913787
2012-02-20,1881.2,1894.2,1775.3,1872.1,9945411
2012-02-27,1866.0,1898.7,1828.0,1892.0,11072840
2012-03-05,1894.9,1922.9,1825.5,1883.1,6134034
2012-03-12,1873.9,1943.6,1862.8,1898.2,12499703
2012-03-19,1914.4,1914.7,1794.4,1834.7,9540131
2012-03-26,1836.2,1866.4,1760.0,1781.4,9886569
2012-04-02,1791.0,1829.0,1759.6,1771.0,9392623
2012-04-09,1769.0,1835.0,1751.3,1811.0,11004772
2012-04-16,1803.1,1824.0,1770.5,1812.7,10714054
2012-04-23,1806.8,1807.0,1750.2,1794.3,8115038
2012-04-30,1801.5,1819.5,1710.0,1712.2,4892564
2012-05-07,1699.9,1767.8,1661.7,1687.0,6851490
2012-05-14,1683.8,1689.7,1546.5,1593.7,10464645
2012-05-21,1602.0,1657.0,1581.0,1639.4,8605773
2012-05-28,1647.0,1753.9,1646.0,1741.9,10047393
2012-06-04,1729.5,1758.5,1689.2,1710.2,13150313
2012-06-11,1715.0,1743.0,1698.0,1737.0,6139058
2012-06-18,1748.0,1765.0,1713.2,1715.0,8712451
2012-06-25,1718.3,1805.0,1701.4,1801.7,7730460
2012-07-02,1803.7,1856.8,1795.8,1825.4,7362188
2012-07-09,1825.6,1849.8,1774.0,1818.0,6397062
2012-07-16,1818.1,1860.0,1802.0,1804.9,6017618
2012-07-23,1798.6,1818.2,1763.7,1816.6,7518296
2012-07-30,1819.5,1860.0,1808.0,1831.5,6497814
2012-08-06,1831.5,1884.5,1816.6,1859.3,6052838
2012-08-13,1867.0,1898.3,1852.4,1871.9,5345726
2012-08-20,1875.1,1897.3,1845.5,1885.0,5905315
2012-08-27,1887.5,1892.0,1829.0,1837.4,6677481
2012-09-03,1837.4,1929.7,1831.0,1926.0,6076848
2012-09-10,1920.0,2023.9,1916.1,2011.2,6878774
2012-09-17,2002.1,2045.9,1943.1,1943.5,8310611
2012-09-24,1942.2,1962.3,1891.8,1922.3,5346663
2012-10-01,1918.6,1973.7,1911.2,1935.2,5205597
2012-10-08,1929.1,1961.3,1916.6,1923.0,4669358
2012-10-15,1923.0,1992.7,1920.2,1970.2,6073361
2012-10-22,1966.0,1986.0,1874.8,1880.3,7094837
2012-10-29,1880.1,1949.3,1865.2,1944.0,4498883
2012-11-05,1943.0,1964.9,1905.8,1918.7,4835504
2012-11-12,1917.7,1930.0,1837.6,1885.5,5718775
2012-11-19,1897.0,1928.0,1888.6,1923.7,4032724
2012-11-26,1924.0,1945.6,1887.2,1939.4,5146588
2012-12-03,1940.2,1995.5,1928.2,1993.7,4627678
2012-12-10,1995.5,2030.3,1971.8,2003.6,6218257
2012-12-17,2005.0,2040.0,1990.0,2025.0,5619083
2012-12-24,2020.0,2025.0,1996.2,2000.2,4495436
2013-01-07,2020.9,2038.9,1997.2,2006.1,3437078
2013-01-14,2011.8,2022.0,1990.5,2017.0,4025704
2013-01-21,2017.0,2019.8,1958.6,2018.8,3859639
2013-01-28,2019.0,2026.3,1986.6,2014.5,4187151
2013-02-04,2018.8,2022.9,1977.5,1991.2,3470418
2013-02-11,1995.0,2026.9,1987.0,1999.6,4120120
2013-02-18,2000.0,2003.2,1945.0,1980.0,3332109
2013-02-25,1980.1,1993.5,1941.9,1958.6,3698192
2013-03-04,1956.0,2027.7,1953.5,2010.0,3463284
2013-03-11,2028.1,2063.5,1983.8,1994.0,5830847
2013-03-18,1974.0,1984.0,1933.6,1943.0,5328719
2013-03-25,1947.8,2004.0,1916.7,1998.5,4004700
2013-04-01,1980.1,2001.7,1933.6,1935.6,3679156
2013-04-08,1940.1,1969.2,1906.5,1929.4,3995671
2013-04-15,1910.0,1932.0,1856.0,1882.0,4068920
2013-04-22,1889.0,1977.7,1846.7,1950.0,4940237
2013-04-29,1964.5,2006.0,1926.0,2006.0,2149764
2013-05-06,2006.2,2061.8,2001.7,2039.7,3349597
2013-05-13,2039.7,2055.5,1993.7,2025.3,3624136
2013-05-20,2025.3,2088.4,1998.0,2009.0,4413244
2013-05-27,2020.0,2025.0,1871.1,1878.0,5730503
2013-06-03,1873.0,1941.9,1851.1,1918.0,5986099
2013-06-10,1914.4,1944.6,1822.0,1859.0,5122844
2013-06-17,1859.0,1904.3,1792.6,1798.3,6555415
2013-06-24,1796.0,1894.9,1781.3,1890.4,6158425
2013-07-01,1889.0,1947.0,1881.3,1914.8,3239581
2013-07-08,1918.7,1994.0,1886.0,1989.2,4096870
2013-07-15,1990.5,2020.0,1971.8,2019.6,4990470
2013-07-22,2020.0,2029.8,1976.5,1987.0,3410225
2013-07-29,1990.0,1998.9,1948.2,1957.1,3688314
2013-08-05,1960.3,1969.9,1891.6,1922.0,4818039
2013-08-12,1925.0,1988.1,1900.1,1917.5,5479331
2013-08-19,1919.7,1968.2,1883.5,1946.0,4417469
2013-08-26,1954.0,1974.3,1918.3,1924.5,3892846
2013-09-02,1931.2,2043.0,1922.0,2000.2,4403620
2013-09-09,2008.0,2044.4,1991.1,2006.6,5658229
2013-09-16,2014.3,2069.8,2010.0,2025.0,7092866
