Date,Open,High,Low,Close,Volume
2021-11-08,102.0,102.0,100.3,100.71,35418
2021-11-15,100.98,103.15,100.8,100.89,220003
2021-11-22,100.89,101.95,100.03,100.49,247143
2021-11-29,102.99,102.99,100.1,100.5,160432
2021-12-06,100.5,100.99,100.0,100.22,66849
2021-12-13,100.59,101.0,99.5,100.03,66150
2021-12-20,100.03,100.75,100.0,100.08,258196
2021-12-27,100.2,102.89,99.43,100.4,284285
2022-01-03,100.95,100.95,100.0,100.34,23967
2022-01-10,100.85,100.85,99.65,99.7,93990
2022-01-17,99.68,100.29,99.0,99.96,63933
2022-01-24,100.19,100.19,97.9,99.55,22739
2022-01-31,99.98,100.0,99.51,99.8,68919
2022-02-07,99.99,100.0,98.5,99.59,54547
2022-02-14,99.01,100.0,98.0,98.18,80815
2022-02-21,98.55,98.6,86.99,92.99,28946
2022-03-28,92.0,93.99,85.31,91.76,107230
2022-04-04,93.95,93.96,88.1,91.76,182488
2022-04-11,91.0,93.84,91.0,92.47,117933
2022-04-18,92.94,95.99,91.87,94.58,318621
2022-04-25,94.59,96.0,94.3,94.98,156233
2022-05-02,95.27,96.37,94.68,95.29,23710
2022-05-09,95.3,96.01,94.52,95.45,30450
2022-05-16,95.41,95.84,94.55,95.4,79357
2022-05-23,95.6,97.99,94.9,97.7,585398
2022-05-30,98.0,98.5,96.86,98.49,30289
2022-06-06,98.49,99.04,97.59,98.83,36069
2022-06-13,98.83,99.48,98.0,98.96,21498
2022-06-20,99.0,99.7,98.87,99.4,138736
2022-06-27,99.03,99.9,98.01,99.53,43252
2022-07-04,99.0,99.98,99.0,99.93,57049
2022-07-11,99.93,101.2,99.0,100.07,131606
2022-07-18,99.6,100.97,99.6,100.82,100715
2022-07-25,100.03,101.43,99.2,100.59,80121
2022-08-01,100.97,101.33,100.34,100.81,41153
2022-08-08,101.27,101.27,100.0,100.57,69626
2022-08-15,100.7,100.85,99.99,100.65,26152
2022-08-22,100.41,100.9,100.23,100.67,60110
2022-08-29,100.95,101.0,100.21,100.58,20421
2022-09-05,100.62,101.0,100.28,100.7,46881
2022-09-12,100.7,101.0,100.25,100.75,84947
2022-09-19,100.63,100.8,98.16,99.98,47859
2022-09-26,99.62,99.84,97.06,98.77,82106
2022-10-03,98.77,100.39,98.32,100.28,55801
2022-10-10,100.04,100.51,99.22,100.38,46758
2022-10-17,100.39,100.89,100.03,100.33,23202
2022-10-24,100.34,101.0,99.99,100.59,75548
2022-10-31,100.66,101.0,100.36,100.8,32431
2022-11-07,101.19,101.19,100.4,100.69,27021
