Date,Open,High,Low,Close,Volume
2020-06-22,100.95,100.95,100.95,100.95,100
2020-06-29,100.4,100.4,100.2,100.2,6420
2020-07-06,100.0,100.0,99.7,100.0,7100
2020-07-13,100.0,100.0,99.99,100.0,295
2020-07-20,99.6,99.63,99.52,99.63,4113
2020-07-27,99.75,99.75,99.75,99.75,200
2020-08-03,99.99,99.99,99.99,99.99,50
2020-09-14,99.71,99.71,99.7,99.7,1050
2020-09-21,99.0,99.0,99.0,99.0,1000
2020-09-28,98.0,98.0,98.0,98.0,1000
2020-10-05,99.66,99.66,99.66,99.66,900
2020-10-12,97.56,99.0,97.56,98.75,798100
2020-10-26,98.6,98.6,98.2,98.2,46000
2020-11-16,98.49,99.44,98.49,99.44,100543
2020-12-07,99.0,99.0,99.0,99.0,1990
2020-12-14,99.29,99.29,99.29,99.29,12
2021-02-01,98.65,98.94,98.65,98.94,18200
2021-04-12,98.5,98.5,97.8,97.8,90555
2021-05-10,97.99,97.99,97.99,97.99,10000
2021-05-24,97.8,97.8,97.8,97.8,113
2021-05-31,97.8,97.8,97.8,97.8,30
2021-06-14,97.8,97.8,97.8,97.8,10000
2021-07-12,97.7,97.7,97.7,97.7,8200
2021-08-16,97.7,97.7,97.7,97.7,20
2021-08-23,97.7,97.7,97.7,97.7,4030
2021-08-30,97.7,97.7,97.7,97.7,30
2021-09-27,97.7,97.7,97.7,97.7,40
2021-10-18,97.7,97.7,96.32,96.32,130000
2021-12-20,93.27,93.68,93.27,93.68,30000
2021-12-27,93.6,93.6,92.8,92.8,50100
2022-01-10,92.6,92.6,91.4,91.4,80000
2022-05-23,83.24,83.44,83.24,83.44,20000
2022-05-30,87.4,87.4,87.2,87.2,20000
2022-09-19,92.02,92.02,92.02,92.02,40
