<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SU52003RMFS9,W,14/09/20,00:00:00,98.2000000,98.2000000,97.8100000,98.1000000,473692
SU52003RMFS9,W,21/09/20,00:00:00,97.8200000,98.4000000,97.6800000,98.1010000,2348029
SU52003RMFS9,W,28/09/20,00:00:00,98.1500000,98.1990000,98.1490000,98.1800000,228977
SU52003RMFS9,W,05/10/20,00:00:00,98.1800000,98.4000000,97.9020000,98.1990000,847958
SU52003RMFS9,W,12/10/20,00:00:00,98.2500000,100.0000000,98.1000000,98.1990000,7275
SU52003RMFS9,W,19/10/20,00:00:00,98.2000000,98.4000000,98.1000000,98.2390000,5507
SU52003RMFS9,W,26/10/20,00:00:00,98.3800000,98.4000000,97.6020000,98.1480000,11798
SU52003RMFS9,W,02/11/20,00:00:00,98.1510000,98.2900000,98.0490000,98.2000000,92558
SU52003RMFS9,W,09/11/20,00:00:00,99.4000000,99.4000000,97.9500000,98.2990000,2089615
SU52003RMFS9,W,16/11/20,00:00:00,98.4000000,98.7000000,98.1000000,98.6980000,1527337
SU52003RMFS9,W,23/11/20,00:00:00,98.9300000,102.0100000,98.6480000,99.4490000,3046907
SU52003RMFS9,W,30/11/20,00:00:00,99.3990000,99.5000000,99.1020000,99.4500000,808037
SU52003RMFS9,W,07/12/20,00:00:00,99.3610000,99.9000000,99.2990000,99.7200000,73909
SU52003RMFS9,W,14/12/20,00:00:00,99.7000000,100.2400000,99.1320000,100.2400000,1501610
SU52003RMFS9,W,21/12/20,00:00:00,104.9990000,104.9990000,100.0000000,101.0490000,3499528
SU52003RMFS9,W,28/12/20,00:00:00,101.5000000,105.9300000,100.9050000,101.0000000,64747
SU52003RMFS9,W,04/01/21,00:00:00,102.3000000,102.8500000,101.2100000,101.5650000,6927
SU52003RMFS9,W,11/01/21,00:00:00,101.5400000,101.5410000,100.6500000,100.7500000,1258170
SU52003RMFS9,W,18/01/21,00:00:00,100.6100000,101.3900000,100.6100000,100.8000000,2779126
SU52003RMFS9,W,25/01/21,00:00:00,100.7500000,101.1000000,100.3000000,100.6490000,3669421
SU52003RMFS9,W,01/02/21,00:00:00,101.1000000,101.1000000,100.4490000,100.6500000,773159
SU52003RMFS9,W,08/02/21,00:00:00,100.5300000,100.7490000,99.9690000,100.0980000,2959668
SU52003RMFS9,W,15/02/21,00:00:00,100.5000000,100.5000000,99.8100000,100.0990000,5133729
SU52003RMFS9,W,22/02/21,00:00:00,100.0000000,100.2300000,99.4000000,99.6500000,813499
SU52003RMFS9,W,01/03/21,00:00:00,99.7900000,99.9800000,98.9990000,99.2470000,5575213
SU52003RMFS9,W,08/03/21,00:00:00,99.3210000,100.0000000,99.2010000,99.3530000,132709
SU52003RMFS9,W,15/03/21,00:00:00,99.8830000,100.0000000,99.1000000,99.1520000,217871
SU52003RMFS9,W,22/03/21,00:00:00,99.2500000,99.3600000,98.0010000,98.4150000,3618197
SU52003RMFS9,W,29/03/21,00:00:00,98.9990000,99.0000000,97.9200000,98.2990000,3063896
SU52003RMFS9,W,05/04/21,00:00:00,98.6380000,99.2020000,97.5210000,97.8500000,64339
SU52003RMFS9,W,12/04/21,00:00:00,97.9400000,98.6000000,97.1210000,98.4000000,1017028
SU52003RMFS9,W,19/04/21,00:00:00,98.3100000,98.5490000,97.7590000,98.4000000,2042622
SU52003RMFS9,W,26/04/21,00:00:00,98.6270000,98.9790000,98.1980000,98.7280000,608417
SU52003RMFS9,W,03/05/21,00:00:00,98.3510000,98.8930000,98.3510000,98.8010000,6969
SU52003RMFS9,W,10/05/21,00:00:00,98.9340000,99.2410000,98.5020000,99.0980000,625860
SU52003RMFS9,W,17/05/21,00:00:00,98.8620000,99.2400000,98.5840000,98.8000000,3695304
SU52003RMFS9,W,24/05/21,00:00:00,98.8000000,99.2360000,98.6000000,98.6990000,557517
SU52003RMFS9,W,31/05/21,00:00:00,98.7520000,98.8300000,98.3510000,98.5000000,292581
SU52003RMFS9,W,07/06/21,00:00:00,98.3350000,98.6990000,98.0000000,98.5050000,842193
SU52003RMFS9,W,14/06/21,00:00:00,98.5070000,98.8940000,98.1530000,98.3990000,406344
SU52003RMFS9,W,21/06/21,00:00:00,98.4050000,98.6990000,97.7030000,98.1500000,395405
SU52003RMFS9,W,28/06/21,00:00:00,98.1500000,98.6980000,97.8220000,98.1000000,4513135
SU52003RMFS9,W,05/07/21,00:00:00,98.1030000,98.6000000,97.7000000,98.2000000,18968
SU52003RMFS9,W,12/07/21,00:00:00,98.6980000,98.6980000,97.7420000,97.7570000,3631129
SU52003RMFS9,W,19/07/21,00:00:00,97.8500000,98.2990000,97.5530000,97.8490000,1258367
SU52003RMFS9,W,26/07/21,00:00:00,97.4800000,98.3000000,97.4800000,98.3000000,1948685
SU52003RMFS9,W,02/08/21,00:00:00,98.6780000,98.6790000,97.8060000,98.2970000,527786
SU52003RMFS9,W,09/08/21,00:00:00,98.2000000,98.6750000,98.0140000,98.2480000,27562
SU52003RMFS9,W,16/08/21,00:00:00,98.1000000,98.3000000,97.8110000,98.1440000,266324
SU52003RMFS9,W,23/08/21,00:00:00,98.2980000,98.4000000,97.3140000,98.1090000,276363
SU52003RMFS9,W,30/08/21,00:00:00,97.5340000,98.3990000,97.5120000,97.9300000,144915
SU52003RMFS9,W,06/09/21,00:00:00,98.1990000,98.1990000,97.2000000,97.6990000,21236
SU52003RMFS9,W,13/09/21,00:00:00,97.9990000,97.9990000,97.2000000,97.4990000,115603
SU52003RMFS9,W,20/09/21,00:00:00,97.9990000,97.9990000,96.5000000,96.5010000,153598
SU52003RMFS9,W,27/09/21,00:00:00,96.7000000,97.2970000,96.3000000,96.6990000,416496
SU52003RMFS9,W,04/10/21,00:00:00,96.4000000,96.6740000,96.0010000,96.3110000,121212
SU52003RMFS9,W,11/10/21,00:00:00,96.9690000,96.9710000,96.0510000,96.4790000,20049
SU52003RMFS9,W,18/10/21,00:00:00,96.4440000,96.4440000,96.0260000,96.0420000,104060
SU52003RMFS9,W,25/10/21,00:00:00,96.0510000,96.2500000,95.0030000,95.9440000,529237
SU52003RMFS9,W,01/11/21,00:00:00,95.9450000,96.2650000,95.5100000,95.9300000,15566
SU52003RMFS9,W,08/11/21,00:00:00,95.8310000,96.6040000,95.5700000,96.6040000,113901
SU52003RMFS9,W,15/11/21,00:00:00,95.9030000,96.2470000,95.8000000,95.9600000,135008
SU52003RMFS9,W,22/11/21,00:00:00,96.2480000,96.2480000,94.9810000,95.7990000,19483
SU52003RMFS9,W,29/11/21,00:00:00,95.8150000,96.4840000,95.5010000,96.2970000,21860
SU52003RMFS9,W,06/12/21,00:00:00,96.2490000,96.2490000,95.6530000,96.1470000,2131
SU52003RMFS9,W,13/12/21,00:00:00,96.2370000,96.4000000,95.6170000,95.9080000,9813
SU52003RMFS9,W,20/12/21,00:00:00,95.6310000,96.3850000,95.6300000,96.3490000,16879
SU52003RMFS9,W,27/12/21,00:00:00,96.1050000,96.4200000,95.7240000,96.4200000,71442
SU52003RMFS9,W,03/01/22,00:00:00,96.1060000,96.9890000,96.0930000,96.4450000,14275
SU52003RMFS9,W,10/01/22,00:00:00,96.4670000,96.4670000,95.2010000,95.9370000,224528
SU52003RMFS9,W,17/01/22,00:00:00,95.9700000,96.2390000,94.8010000,94.8010000,7402
SU52003RMFS9,W,24/01/22,00:00:00,94.9950000,95.7000000,93.1020000,94.6800000,76398
SU52003RMFS9,W,31/01/22,00:00:00,94.6500000,94.7680000,94.1510000,94.7680000,11787
SU52003RMFS9,W,07/02/22,00:00:00,94.4040000,95.1820000,94.0000000,94.3990000,3503
SU52003RMFS9,W,14/02/22,00:00:00,94.4280000,99.5770000,93.7500000,94.0090000,5371
SU52003RMFS9,W,21/02/22,00:00:00,93.8510000,97.7010000,81.0460000,88.9950000,23536
SU52003RMFS9,W,21/03/22,00:00:00,79.0000000,95.9990000,79.0000000,95.5110000,129270
SU52003RMFS9,W,28/03/22,00:00:00,95.0000000,100.0510000,95.0000000,100.0510000,121942
SU52003RMFS9,W,04/04/22,00:00:00,100.1010000,100.2500000,98.5050000,100.0000000,66154
SU52003RMFS9,W,11/04/22,00:00:00,100.0000000,101.0000000,99.6000000,100.4000000,65073
SU52003RMFS9,W,18/04/22,00:00:00,100.7980000,102.0000000,100.4560000,101.9970000,55736
SU52003RMFS9,W,25/04/22,00:00:00,101.7010000,102.4500000,101.3000000,102.4300000,236698
SU52003RMFS9,W,02/05/22,00:00:00,102.5000000,104.9620000,102.1260000,102.6990000,24113
SU52003RMFS9,W,09/05/22,00:00:00,102.7670000,102.9500000,102.4270000,102.6270000,19254
SU52003RMFS9,W,16/05/22,00:00:00,103.2460000,103.5410000,102.6530000,102.9670000,52598
SU52003RMFS9,W,23/05/22,00:00:00,102.9670000,103.4210000,100.0000000,101.1000000,57053
SU52003RMFS9,W,30/05/22,00:00:00,101.7960000,103.2110000,100.8220000,101.6300000,394262
SU52003RMFS9,W,06/06/22,00:00:00,101.6030000,103.3890000,99.1010000,100.6870000,274216
SU52003RMFS9,W,13/06/22,00:00:00,102.8110000,102.8120000,99.6000000,100.5000000,336174
SU52003RMFS9,W,20/06/22,00:00:00,99.5450000,100.7000000,97.0000000,97.1500000,839886
SU52003RMFS9,W,27/06/22,00:00:00,99.9590000,99.9590000,95.1050000,96.3010000,119360
SU52003RMFS9,W,04/07/22,00:00:00,96.3000000,98.0000000,95.2460000,96.7000000,16904
SU52003RMFS9,W,11/07/22,00:00:00,96.6990000,97.6990000,95.1060000,96.5100000,36857
SU52003RMFS9,W,18/07/22,00:00:00,96.7000000,96.7000000,95.4690000,95.8060000,194854
SU52003RMFS9,W,25/07/22,00:00:00,95.9350000,96.5490000,95.0010000,95.2490000,279661
SU52003RMFS9,W,01/08/22,00:00:00,95.3000000,96.5990000,94.5000000,94.7490000,875819
SU52003RMFS9,W,08/08/22,00:00:00,95.8780000,95.8780000,93.2650000,93.7000000,67079
SU52003RMFS9,W,15/08/22,00:00:00,95.7020000,95.7020000,92.6450000,92.9450000,454232
SU52003RMFS9,W,22/08/22,00:00:00,92.9450000,94.9530000,92.3300000,92.7990000,478034
SU52003RMFS9,W,29/08/22,00:00:00,92.8830000,93.8990000,92.2470000,92.7300000,5188
SU52003RMFS9,W,05/09/22,00:00:00,92.7300000,92.8710000,92.4900000,92.7500000,42591
SU52003RMFS9,W,12/09/22,00:00:00,92.7500000,93.2190000,92.4700000,92.6540000,97024
SU52003RMFS9,W,19/09/22,00:00:00,92.7600000,93.9900000,92.5040000,93.3850000,141533
SU52003RMFS9,W,26/09/22,00:00:00,92.6520000,94.8000000,92.6500000,94.6890000,191767
SU52003RMFS9,W,03/10/22,00:00:00,94.3640000,96.9910000,94.3510000,95.2500000,183474
SU52003RMFS9,W,10/10/22,00:00:00,95.6490000,97.9670000,94.8200000,95.2840000,162629
SU52003RMFS9,W,17/10/22,00:00:00,96.0000000,97.9960000,94.7030000,95.1500000,88181
SU52003RMFS9,W,24/10/22,00:00:00,97.1590000,97.2900000,94.7770000,95.2520000,64610
SU52003RMFS9,W,31/10/22,00:00:00,95.2510000,96.0970000,94.8690000,95.2280000,8999
SU52003RMFS9,W,07/11/22,00:00:00,94.9510000,96.5990000,94.6000000,95.2280000,9092
