<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RU000A101TT2,W,22/06/20,00:00:00,100.9500000,100.9500000,100.9500000,100.9500000,100
RU000A101TT2,W,29/06/20,00:00:00,100.4000000,100.4000000,100.2000000,100.2000000,6420
RU000A101TT2,W,06/07/20,00:00:00,100.0000000,100.0000000,99.7000000,100.0000000,7100
RU000A101TT2,W,13/07/20,00:00:00,100.0000000,100.0000000,99.9900000,100.0000000,295
RU000A101TT2,W,20/07/20,00:00:00,99.6000000,99.6300000,99.5200000,99.6300000,4113
RU000A101TT2,W,27/07/20,00:00:00,99.7500000,99.7500000,99.7500000,99.7500000,200
RU000A101TT2,W,03/08/20,00:00:00,99.9900000,99.9900000,99.9900000,99.9900000,50
RU000A101TT2,W,14/09/20,00:00:00,99.7100000,99.7100000,99.7000000,99.7000000,1050
RU000A101TT2,W,21/09/20,00:00:00,99.0000000,99.0000000,99.0000000,99.0000000,1000
RU000A101TT2,W,28/09/20,00:00:00,98.0000000,98.0000000,98.0000000,98.0000000,1000
RU000A101TT2,W,05/10/20,00:00:00,99.6600000,99.6600000,99.6600000,99.6600000,900
RU000A101TT2,W,12/10/20,00:00:00,97.5600000,99.0000000,97.5600000,98.7500000,798100
RU000A101TT2,W,26/10/20,00:00:00,98.6000000,98.6000000,98.2000000,98.2000000,46000
RU000A101TT2,W,16/11/20,00:00:00,98.4900000,99.4400000,98.4900000,99.4400000,100543
RU000A101TT2,W,07/12/20,00:00:00,99.0000000,99.0000000,99.0000000,99.0000000,1990
RU000A101TT2,W,14/12/20,00:00:00,99.2900000,99.2900000,99.2900000,99.2900000,12
RU000A101TT2,W,01/02/21,00:00:00,98.6500000,98.9400000,98.6500000,98.9400000,18200
RU000A101TT2,W,12/04/21,00:00:00,98.5000000,98.5000000,97.8000000,97.8000000,90555
RU000A101TT2,W,10/05/21,00:00:00,97.9900000,97.9900000,97.9900000,97.9900000,10000
RU000A101TT2,W,24/05/21,00:00:00,97.8000000,97.8000000,97.8000000,97.8000000,113
RU000A101TT2,W,31/05/21,00:00:00,97.8000000,97.8000000,97.8000000,97.8000000,30
RU000A101TT2,W,14/06/21,00:00:00,97.8000000,97.8000000,97.8000000,97.8000000,10000
RU000A101TT2,W,12/07/21,00:00:00,97.7000000,97.7000000,97.7000000,97.7000000,8200
RU000A101TT2,W,16/08/21,00:00:00,97.7000000,97.7000000,97.7000000,97.7000000,20
RU000A101TT2,W,23/08/21,00:00:00,97.7000000,97.7000000,97.7000000,97.7000000,4030
RU000A101TT2,W,30/08/21,00:00:00,97.7000000,97.7000000,97.7000000,97.7000000,30
RU000A101TT2,W,27/09/21,00:00:00,97.7000000,97.7000000,97.7000000,97.7000000,40
RU000A101TT2,W,18/10/21,00:00:00,97.7000000,97.7000000,96.3200000,96.3200000,130000
RU000A101TT2,W,20/12/21,00:00:00,93.2700000,93.6800000,93.2700000,93.6800000,30000
RU000A101TT2,W,27/12/21,00:00:00,93.6000000,93.6000000,92.8000000,92.8000000,50100
RU000A101TT2,W,10/01/22,00:00:00,92.6000000,92.6000000,91.4000000,91.4000000,80000
RU000A101TT2,W,23/05/22,00:00:00,83.2400000,83.4400000,83.2400000,83.4400000,20000
RU000A101TT2,W,30/05/22,00:00:00,87.4000000,87.4000000,87.2000000,87.2000000,20000
RU000A101TT2,W,19/09/22,00:00:00,92.0200000,92.0200000,92.0200000,92.0200000,40
