<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RU000A101DE8,W,03/02/20,00:00:00,100.0500000,100.0500000,100.0500000,100.0500000,75
RU000A101DE8,W,10/02/20,00:00:00,100.0500000,100.0500000,99.9000000,100.0500000,493887
RU000A101DE8,W,17/02/20,00:00:00,100.0500000,100.0500000,100.0000000,100.0000000,1254
RU000A101DE8,W,24/02/20,00:00:00,99.0000000,100.9200000,99.0000000,100.9200000,11
RU000A101DE8,W,02/03/20,00:00:00,100.0000000,100.1100000,100.0000000,100.1000000,1001007
RU000A101DE8,W,09/03/20,00:00:00,96.0000000,98.9100000,65.0000000,98.9100000,31
RU000A101DE8,W,16/03/20,00:00:00,98.0000000,100.9800000,97.5000000,100.9800000,58
RU000A101DE8,W,23/03/20,00:00:00,100.0000000,100.0000000,99.9500000,99.9500000,2
RU000A101DE8,W,30/03/20,00:00:00,100.0000000,100.0000000,99.5000000,99.5000000,17
RU000A101DE8,W,06/04/20,00:00:00,99.7500000,99.7500000,99.7500000,99.7500000,10
RU000A101DE8,W,13/04/20,00:00:00,100.0000000,100.0000000,62.0000000,99.9800000,59
RU000A101DE8,W,20/04/20,00:00:00,100.0000000,100.0000000,85.0000000,100.0000000,17
RU000A101DE8,W,27/04/20,00:00:00,99.5000000,100.0000000,99.5000000,100.0000000,3
RU000A101DE8,W,04/05/20,00:00:00,99.5000000,100.0000000,99.5000000,100.0000000,534
RU000A101DE8,W,11/05/20,00:00:00,100.0000000,100.1000000,100.0000000,100.0200000,1344
RU000A101DE8,W,18/05/20,00:00:00,101.8000000,101.8200000,100.0000000,101.8200000,14
RU000A101DE8,W,25/05/20,00:00:00,100.0100000,101.9500000,100.0000000,101.9500000,19
RU000A101DE8,W,01/06/20,00:00:00,100.0000000,102.0400000,98.1100000,99.0000000,21
RU000A101DE8,W,08/06/20,00:00:00,102.0900000,102.1100000,99.1000000,102.1100000,26
RU000A101DE8,W,15/06/20,00:00:00,102.2500000,102.2500000,102.2500000,102.2500000,3
RU000A101DE8,W,22/06/20,00:00:00,102.3600000,102.3600000,102.3600000,102.3600000,1
RU000A101DE8,W,29/06/20,00:00:00,102.3600000,102.4500000,99.7300000,102.0000000,23
RU000A101DE8,W,06/07/20,00:00:00,101.5000000,101.5000000,101.5000000,101.5000000,1
RU000A101DE8,W,13/07/20,00:00:00,99.7200000,101.4500000,99.7100000,101.4500000,59
RU000A101DE8,W,20/07/20,00:00:00,99.4300000,101.5000000,99.4300000,101.5000000,9
RU000A101DE8,W,03/08/20,00:00:00,101.5000000,102.9900000,100.0000000,101.0000000,50
RU000A101DE8,W,10/08/20,00:00:00,101.0000000,101.9900000,99.4900000,101.9900000,10
RU000A101DE8,W,17/08/20,00:00:00,99.4900000,101.1500000,98.9300000,101.1500000,10
RU000A101DE8,W,31/08/20,00:00:00,102.9900000,102.9900000,100.2000000,101.1500000,32
RU000A101DE8,W,07/09/20,00:00:00,100.0000000,101.0900000,100.0000000,101.0900000,119
RU000A101DE8,W,14/09/20,00:00:00,101.0500000,101.0500000,100.8200000,101.0500000,28
RU000A101DE8,W,21/09/20,00:00:00,101.0000000,101.0000000,100.6000000,100.6000000,13
RU000A101DE8,W,28/09/20,00:00:00,100.8000000,100.9000000,100.8000000,100.9000000,5
RU000A101DE8,W,05/10/20,00:00:00,100.5000000,101.0000000,100.5000000,100.6000000,57
RU000A101DE8,W,12/10/20,00:00:00,101.0000000,101.0000000,100.7500000,100.7500000,46
RU000A101DE8,W,19/10/20,00:00:00,101.0500000,101.0500000,92.0000000,100.0100000,13634
RU000A101DE8,W,26/10/20,00:00:00,100.9900000,101.0000000,100.9900000,101.0000000,8
RU000A101DE8,W,02/11/20,00:00:00,100.5000000,101.0000000,100.5000000,101.0000000,12
RU000A101DE8,W,09/11/20,00:00:00,101.0000000,101.0000000,100.0500000,101.0000000,9832
RU000A101DE8,W,16/11/20,00:00:00,100.9900000,101.0000000,100.6500000,101.0000000,66
RU000A101DE8,W,23/11/20,00:00:00,95.1600000,100.9900000,95.1600000,100.9900000,15
RU000A101DE8,W,30/11/20,00:00:00,98.1700000,101.1500000,98.1700000,101.1400000,117909
RU000A101DE8,W,07/12/20,00:00:00,101.1500000,101.1500000,101.1500000,101.1500000,1
RU000A101DE8,W,14/12/20,00:00:00,101.1500000,101.1500000,99.4400000,101.1000000,25
RU000A101DE8,W,21/12/20,00:00:00,100.5000000,101.0900000,99.4600000,101.0900000,17
RU000A101DE8,W,28/12/20,00:00:00,100.9900000,101.1000000,99.5000000,100.1000000,38
RU000A101DE8,W,04/01/21,00:00:00,99.4500000,101.0000000,99.4300000,101.0000000,22
RU000A101DE8,W,11/01/21,00:00:00,101.0000000,101.0000000,101.0000000,101.0000000,1
RU000A101DE8,W,18/01/21,00:00:00,100.2100000,101.1400000,100.2100000,101.0000000,20
RU000A101DE8,W,25/01/21,00:00:00,100.8600000,101.0000000,99.8700000,100.8900000,8
RU000A101DE8,W,01/02/21,00:00:00,100.9200000,106.6800000,99.9100000,99.9100000,35
RU000A101DE8,W,08/02/21,00:00:00,99.8400000,99.8400000,99.8400000,99.8400000,1
RU000A101DE8,W,15/02/21,00:00:00,100.8900000,100.9900000,100.8900000,100.9900000,4
RU000A101DE8,W,22/02/21,00:00:00,100.9800000,100.9900000,100.9800000,100.9900000,2
RU000A101DE8,W,01/03/21,00:00:00,99.8400000,101.0000000,99.8400000,101.0000000,3
RU000A101DE8,W,22/03/21,00:00:00,99.8400000,106.2800000,96.0600000,98.5000000,723
RU000A101DE8,W,29/03/21,00:00:00,99.2100000,99.2100000,98.4200000,99.1000000,390
RU000A101DE8,W,05/04/21,00:00:00,99.1000000,99.1000000,99.1000000,99.1000000,21
RU000A101DE8,W,12/04/21,00:00:00,99.7200000,99.7200000,99.7200000,99.7200000,1
RU000A101DE8,W,19/04/21,00:00:00,99.3900000,99.3900000,99.3500000,99.3500000,12
RU000A101DE8,W,26/04/21,00:00:00,99.3300000,99.3300000,99.3300000,99.3300000,2
RU000A101DE8,W,10/05/21,00:00:00,99.3100000,99.3100000,99.0100000,99.0100000,20
RU000A101DE8,W,24/05/21,00:00:00,99.2200000,100.1000000,99.0100000,100.1000000,31
RU000A101DE8,W,31/05/21,00:00:00,100.2000000,100.2000000,99.1900000,99.1900000,15
RU000A101DE8,W,07/06/21,00:00:00,99.1700000,99.1700000,98.0100000,99.1300000,34
RU000A101DE8,W,14/06/21,00:00:00,99.1100000,99.5000000,99.0900000,99.0900000,5
RU000A101DE8,W,28/06/21,00:00:00,98.8900000,99.0000000,98.0200000,99.0000000,13
RU000A101DE8,W,05/07/21,00:00:00,98.0200000,98.9900000,98.0200000,98.9800000,22
RU000A101DE8,W,12/07/21,00:00:00,98.2600000,98.2600000,97.4400000,97.4400000,11361
RU000A101DE8,W,19/07/21,00:00:00,97.3000000,97.8700000,97.3000000,97.8700000,32
RU000A101DE8,W,26/07/21,00:00:00,97.8100000,97.9500000,97.5000000,97.5000000,1883
RU000A101DE8,W,02/08/21,00:00:00,97.7600000,98.8200000,97.3300000,98.0900000,130759
RU000A101DE8,W,09/08/21,00:00:00,97.2600000,100.2500000,97.2600000,100.2500000,120731
RU000A101DE8,W,23/08/21,00:00:00,97.9100000,97.9100000,97.9100000,97.9100000,7
RU000A101DE8,W,30/08/21,00:00:00,98.5000000,100.2000000,97.5000000,97.5000000,228
RU000A101DE8,W,06/09/21,00:00:00,99.1800000,100.2000000,97.0000000,99.0000000,71
RU000A101DE8,W,13/09/21,00:00:00,98.6200000,98.6200000,97.6500000,98.3400000,4
RU000A101DE8,W,20/09/21,00:00:00,100.0000000,100.0000000,97.5000000,98.4000000,14
RU000A101DE8,W,27/09/21,00:00:00,97.9800000,97.9800000,97.4000000,97.4000000,25
RU000A101DE8,W,04/10/21,00:00:00,99.0000000,99.0000000,97.8400000,97.8400000,9
RU000A101DE8,W,11/10/21,00:00:00,99.0000000,99.0000000,97.4200000,97.4200000,42
RU000A101DE8,W,18/10/21,00:00:00,97.5200000,98.9900000,97.5200000,98.4500000,9
RU000A101DE8,W,25/10/21,00:00:00,97.5200000,97.5200000,97.5200000,97.5200000,3
RU000A101DE8,W,08/11/21,00:00:00,97.0000000,98.9900000,96.4000000,96.4000000,136
RU000A101DE8,W,15/11/21,00:00:00,97.7000000,98.5000000,96.8000000,97.2000000,11166
RU000A101DE8,W,22/11/21,00:00:00,97.3000000,97.3000000,96.0200000,97.1000000,20
RU000A101DE8,W,06/12/21,00:00:00,97.1000000,97.1000000,96.0200000,96.0200000,1161
RU000A101DE8,W,13/12/21,00:00:00,95.4200000,96.5400000,93.5000000,96.4500000,1964
RU000A101DE8,W,20/12/21,00:00:00,96.3900000,98.0000000,96.3900000,97.0900000,6883
RU000A101DE8,W,27/12/21,00:00:00,96.2500000,98.0000000,96.2500000,98.0000000,1075
RU000A101DE8,W,03/01/22,00:00:00,98.2000000,98.2000000,98.2000000,98.2000000,1
RU000A101DE8,W,10/01/22,00:00:00,98.2000000,99.0000000,97.0000000,99.0000000,11
RU000A101DE8,W,17/01/22,00:00:00,96.5200000,96.5200000,96.0000000,96.0000000,17
RU000A101DE8,W,24/01/22,00:00:00,96.9900000,97.9900000,95.0300000,96.5000000,25
RU000A101DE8,W,31/01/22,00:00:00,96.4000000,96.9800000,93.5000000,96.8600000,159
RU000A101DE8,W,07/02/22,00:00:00,97.3700000,98.0000000,93.4200000,94.6200000,42
RU000A101DE8,W,14/02/22,00:00:00,94.6100000,96.9900000,93.4200000,96.4900000,79
RU000A101DE8,W,21/02/22,00:00:00,96.8200000,96.8400000,90.0000000,90.0100000,40
RU000A101DE8,W,28/03/22,00:00:00,88.2100000,93.4900000,88.2100000,90.0300000,47
