<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX.RU000A103YM3:TQCB,W,08/11/21,00:00:00,102.0000000,102.0000000,100.3000000,100.7100000,35418
MOEX.RU000A103YM3:TQCB,W,15/11/21,00:00:00,100.9800000,103.1500000,100.8000000,100.8900000,220003
MOEX.RU000A103YM3:TQCB,W,22/11/21,00:00:00,100.8900000,101.9500000,100.0300000,100.4900000,247143
MOEX.RU000A103YM3:TQCB,W,29/11/21,00:00:00,102.9900000,102.9900000,100.1000000,100.5000000,160432
MOEX.RU000A103YM3:TQCB,W,06/12/21,00:00:00,100.5000000,100.9900000,100.0000000,100.2200000,66849
MOEX.RU000A103YM3:TQCB,W,13/12/21,00:00:00,100.5900000,101.0000000,99.5000000,100.0300000,66150
MOEX.RU000A103YM3:TQCB,W,20/12/21,00:00:00,100.0300000,100.7500000,100.0000000,100.0800000,258196
MOEX.RU000A103YM3:TQCB,W,27/12/21,00:00:00,100.2000000,102.8900000,99.4300000,100.4000000,284285
MOEX.RU000A103YM3:TQCB,W,03/01/22,00:00:00,100.9500000,100.9500000,100.0000000,100.3400000,23967
MOEX.RU000A103YM3:TQCB,W,10/01/22,00:00:00,100.8500000,100.8500000,99.6500000,99.7000000,93990
MOEX.RU000A103YM3:TQCB,W,17/01/22,00:00:00,99.6800000,100.2900000,99.0000000,99.9600000,63933
MOEX.RU000A103YM3:TQCB,W,24/01/22,00:00:00,100.1900000,100.1900000,97.9000000,99.5500000,22739
MOEX.RU000A103YM3:TQCB,W,31/01/22,00:00:00,99.9800000,100.0000000,99.5100000,99.8000000,68919
MOEX.RU000A103YM3:TQCB,W,07/02/22,00:00:00,99.9900000,100.0000000,98.5000000,99.5900000,54547
MOEX.RU000A103YM3:TQCB,W,14/02/22,00:00:00,99.0100000,100.0000000,98.0000000,98.1800000,80815
MOEX.RU000A103YM3:TQCB,W,21/02/22,00:00:00,98.5500000,98.6000000,86.9900000,92.9900000,28946
MOEX.RU000A103YM3:TQCB,W,28/03/22,00:00:00,92.0000000,93.9900000,85.3100000,91.7600000,107230
MOEX.RU000A103YM3:TQCB,W,04/04/22,00:00:00,93.9500000,93.9600000,88.1000000,91.7600000,182488
MOEX.RU000A103YM3:TQCB,W,11/04/22,00:00:00,91.0000000,93.8400000,91.0000000,92.4700000,117933
MOEX.RU000A103YM3:TQCB,W,18/04/22,00:00:00,92.9400000,95.9900000,91.8700000,94.5800000,318621
MOEX.RU000A103YM3:TQCB,W,25/04/22,00:00:00,94.5900000,96.0000000,94.3000000,94.9800000,156233
MOEX.RU000A103YM3:TQCB,W,02/05/22,00:00:00,95.2700000,96.3700000,94.6800000,95.2900000,23710
MOEX.RU000A103YM3:TQCB,W,09/05/22,00:00:00,95.3000000,96.0100000,94.5200000,95.4500000,30450
MOEX.RU000A103YM3:TQCB,W,16/05/22,00:00:00,95.4100000,95.8400000,94.5500000,95.4000000,79357
MOEX.RU000A103YM3:TQCB,W,23/05/22,00:00:00,95.6000000,97.9900000,94.9000000,97.7000000,585398
MOEX.RU000A103YM3:TQCB,W,30/05/22,00:00:00,98.0000000,98.5000000,96.8600000,98.4900000,30289
MOEX.RU000A103YM3:TQCB,W,06/06/22,00:00:00,98.4900000,99.0400000,97.5900000,98.8300000,36069
MOEX.RU000A103YM3:TQCB,W,13/06/22,00:00:00,98.8300000,99.4800000,98.0000000,98.9600000,21498
MOEX.RU000A103YM3:TQCB,W,20/06/22,00:00:00,99.0000000,99.7000000,98.8700000,99.4000000,138736
MOEX.RU000A103YM3:TQCB,W,27/06/22,00:00:00,99.0300000,99.9000000,98.0100000,99.5300000,43252
MOEX.RU000A103YM3:TQCB,W,04/07/22,00:00:00,99.0000000,99.9800000,99.0000000,99.9300000,57049
MOEX.RU000A103YM3:TQCB,W,11/07/22,00:00:00,99.9300000,101.2000000,99.0000000,100.0700000,131606
MOEX.RU000A103YM3:TQCB,W,18/07/22,00:00:00,99.6000000,100.9700000,99.6000000,100.8200000,100715
MOEX.RU000A103YM3:TQCB,W,25/07/22,00:00:00,100.0300000,101.4300000,99.2000000,100.5900000,80121
MOEX.RU000A103YM3:TQCB,W,01/08/22,00:00:00,100.9700000,101.3300000,100.3400000,100.8100000,41153
MOEX.RU000A103YM3:TQCB,W,08/08/22,00:00:00,101.2700000,101.2700000,100.0000000,100.5700000,69626
MOEX.RU000A103YM3:TQCB,W,15/08/22,00:00:00,100.7000000,100.8500000,99.9900000,100.6500000,26152
MOEX.RU000A103YM3:TQCB,W,22/08/22,00:00:00,100.4100000,100.9000000,100.2300000,100.6700000,60110
MOEX.RU000A103YM3:TQCB,W,29/08/22,00:00:00,100.9500000,101.0000000,100.2100000,100.5800000,20421
MOEX.RU000A103YM3:TQCB,W,05/09/22,00:00:00,100.6200000,101.0000000,100.2800000,100.7000000,46881
MOEX.RU000A103YM3:TQCB,W,12/09/22,00:00:00,100.7000000,101.0000000,100.2500000,100.7500000,84947
MOEX.RU000A103YM3:TQCB,W,19/09/22,00:00:00,100.6300000,100.8000000,98.1600000,99.9800000,47859
MOEX.RU000A103YM3:TQCB,W,26/09/22,00:00:00,99.6200000,99.8400000,97.0600000,98.7700000,82106
MOEX.RU000A103YM3:TQCB,W,03/10/22,00:00:00,98.7700000,100.3900000,98.3200000,100.2800000,55801
MOEX.RU000A103YM3:TQCB,W,10/10/22,00:00:00,100.0400000,100.5100000,99.2200000,100.3800000,46758
MOEX.RU000A103YM3:TQCB,W,17/10/22,00:00:00,100.3900000,100.8900000,100.0300000,100.3300000,23202
MOEX.RU000A103YM3:TQCB,W,24/10/22,00:00:00,100.3400000,101.0000000,99.9900000,100.5900000,75548
MOEX.RU000A103YM3:TQCB,W,31/10/22,00:00:00,100.6600000,101.0000000,100.3600000,100.8000000,32431
MOEX.RU000A103YM3:TQCB,W,07/11/22,00:00:00,101.1900000,101.1900000,100.4000000,100.6900000,27021
