<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SU52001RMFS3,W,13/07/15,00:00:00,92.5100000,94.0000000,92.5100000,93.7000000,939674
SU52001RMFS3,W,20/07/15,00:00:00,94.2500000,95.2300000,91.0000000,93.9500000,5542252
SU52001RMFS3,W,27/07/15,00:00:00,94.5000000,94.7499000,92.5000000,94.4990000,2648240
SU52001RMFS3,W,03/08/15,00:00:00,94.4990000,94.7000000,94.0000000,94.7000000,632388
SU52001RMFS3,W,10/08/15,00:00:00,94.4000000,95.7499000,94.1500000,95.3600000,2669380
SU52001RMFS3,W,17/08/15,00:00:00,95.7400000,95.7400000,94.5000000,94.5000000,1514095
SU52001RMFS3,W,24/08/15,00:00:00,94.6400000,95.1800000,93.5301000,94.7999000,7363995
SU52001RMFS3,W,31/08/15,00:00:00,95.0000000,95.0000000,94.1500000,94.5199000,4375076
SU52001RMFS3,W,07/09/15,00:00:00,94.5898000,94.9700000,94.2000000,94.3900000,657875
SU52001RMFS3,W,14/09/15,00:00:00,94.9600000,94.9800000,94.1500000,94.5500000,326843
SU52001RMFS3,W,21/09/15,00:00:00,94.6950000,94.6950000,94.2203000,94.4000000,292456
SU52001RMFS3,W,28/09/15,00:00:00,94.4000000,95.1399000,94.1000000,94.6898000,586191
SU52001RMFS3,W,05/10/15,00:00:00,94.5101000,95.6958000,94.5100000,95.1700000,699363
SU52001RMFS3,W,12/10/15,00:00:00,95.2000000,96.0500000,94.6500000,95.9900000,900388
SU52001RMFS3,W,19/10/15,00:00:00,96.0000000,97.2500000,95.8000000,96.7501000,904501
SU52001RMFS3,W,26/10/15,00:00:00,96.5999000,97.7200000,96.5999000,97.5200000,1237877
SU52001RMFS3,W,02/11/15,00:00:00,97.3501000,99.8000000,97.3501000,98.8500000,2981813
SU52001RMFS3,W,09/11/15,00:00:00,99.1499000,99.4900000,98.8000000,99.1000000,1021489
SU52001RMFS3,W,16/11/15,00:00:00,99.5900000,99.7500000,99.0000000,99.6999000,1533043
SU52001RMFS3,W,23/11/15,00:00:00,99.9900000,99.9900000,99.0000000,99.3000000,1135853
SU52001RMFS3,W,30/11/15,00:00:00,99.2101000,99.7400000,99.1500000,99.6200000,287734
SU52001RMFS3,W,07/12/15,00:00:00,99.6500000,99.6500000,99.2002000,99.3990000,849087
SU52001RMFS3,W,14/12/15,00:00:00,99.3991000,99.3991000,99.0000000,99.2300000,594358
SU52001RMFS3,W,21/12/15,00:00:00,99.1800000,99.6600000,99.1202000,99.6500000,444696
SU52001RMFS3,W,28/12/15,00:00:00,99.7499000,99.8300000,99.5000000,99.8000000,315865
SU52001RMFS3,W,04/01/16,00:00:00,99.5003000,100.0001000,99.5003000,99.9500000,1809
SU52001RMFS3,W,11/01/16,00:00:00,99.7002000,99.7002000,98.4500000,98.6500000,1150208
SU52001RMFS3,W,18/01/16,00:00:00,98.5100000,99.0000000,98.2000000,98.8500000,1615449
SU52001RMFS3,W,25/01/16,00:00:00,98.8500000,99.9500000,98.7500000,99.9000000,1800741
SU52001RMFS3,W,01/02/16,00:00:00,99.7601000,100.1400000,99.5150000,100.1199000,2818954
SU52001RMFS3,W,08/02/16,00:00:00,100.0100000,100.7000000,100.0100000,100.7000000,2912901
SU52001RMFS3,W,15/02/16,00:00:00,100.6500000,101.8967000,100.5500000,101.2967000,1365616
SU52001RMFS3,W,22/02/16,00:00:00,101.1160000,102.1999000,100.6661000,102.1500000,853904
SU52001RMFS3,W,29/02/16,00:00:00,102.2500000,103.3800000,101.7800000,103.3000000,2654247
SU52001RMFS3,W,07/03/16,00:00:00,103.9999000,104.0000000,102.6500000,102.7500000,2732833
SU52001RMFS3,W,14/03/16,00:00:00,102.7900000,102.8100000,100.0000000,102.0399000,2514668
SU52001RMFS3,W,21/03/16,00:00:00,102.0101000,102.1200000,101.0010000,101.4000000,3011606
SU52001RMFS3,W,28/03/16,00:00:00,101.4000000,101.6513000,101.3500000,101.4504000,1868597
SU52001RMFS3,W,04/04/16,00:00:00,101.3526000,101.5999000,100.9000000,101.1500000,635156
SU52001RMFS3,W,11/04/16,00:00:00,101.1499000,101.1999000,99.8400000,100.0298000,959717
SU52001RMFS3,W,18/04/16,00:00:00,100.0000000,100.2000000,99.8000000,99.9900000,1000966
SU52001RMFS3,W,25/04/16,00:00:00,100.1199000,100.1496000,99.8201000,100.0500000,820322
SU52001RMFS3,W,02/05/16,00:00:00,100.1698000,100.1698000,99.8800000,99.9054000,39448
SU52001RMFS3,W,09/05/16,00:00:00,100.0998000,100.2500000,99.7900000,100.1176000,126455
SU52001RMFS3,W,16/05/16,00:00:00,100.1002000,100.3699000,99.9011000,99.9999000,219909
SU52001RMFS3,W,23/05/16,00:00:00,99.9001000,100.0799000,99.6200000,99.7250000,281240
SU52001RMFS3,W,30/05/16,00:00:00,99.7053000,99.7053000,98.7411000,98.9495000,531316
SU52001RMFS3,W,06/06/16,00:00:00,98.8513000,99.3499000,98.8513000,99.3499000,176711
