,open,close,high,low,value,volume,begin,end
0,149.2,146.0,150.0,145.88,17501625.2,118040.0,2020-02-03,2020-02-03 23:59:59
1,150.0,145.46,150.0,145.3,23063643.0,157920.0,2020-02-04,2020-02-04 23:59:59
2,145.86,143.0,145.86,142.1,12361716.0,86060.0,2020-02-05,2020-02-05 23:59:59
3,143.6,143.0,143.6,95.0,6521035.2,45920.0,2020-02-06,2020-02-06 23:59:59
4,143.0,142.92,143.0,140.26,9358514.8,66210.0,2020-02-07,2020-02-07 23:59:59
5,145.0,141.38,145.0,140.38,3160338.4,22270.0,2020-02-10,2020-02-10 23:59:59
6,141.9,139.26,142.42,139.26,5652160.4,40150.0,2020-02-11,2020-02-11 23:59:59
7,140.38,142.0,142.02,139.9,15594817.8,110420.0,2020-02-12,2020-02-12 23:59:59
8,141.22,142.7,143.32,140.92,3185240.4,22390.0,2020-02-13,2020-02-13 23:59:59
9,143.72,143.0,143.72,140.98,14437118.2,101860.0,2020-02-14,2020-02-14 23:59:59
10,143.0,139.96,143.5,139.02,36519370.2,259270.0,2020-02-17,2020-02-17 23:59:59
11,139.88,139.48,140.2,139.48,17728612.6,126720.0,2020-02-18,2020-02-18 23:59:59
12,139.38,140.16,140.8,139.0,19071708.4,136050.0,2020-02-19,2020-02-19 23:59:59
13,140.5,140.02,140.82,139.52,23036164.6,164040.0,2020-02-20,2020-02-20 23:59:59
14,140.5,139.8,140.8,139.52,19470813.8,139000.0,2020-02-21,2020-02-21 23:59:59
15,139.0,138.1,140.0,138.0,21144259.2,152140.0,2020-02-25,2020-02-25 23:59:59
16,140.42,134.58,140.42,134.4,25435746.8,187990.0,2020-02-26,2020-02-26 23:59:59
17,135.74,131.22,135.74,131.08,22280279.0,166950.0,2020-02-27,2020-02-27 23:59:59
18,131.02,125.0,131.22,124.04,18242594.8,144010.0,2020-02-28,2020-02-28 23:59:59
19,125.46,123.48,131.0,122.9,32923791.6,263230.0,2020-03-02,2020-03-02 23:59:59
20,125.0,124.0,130.5,121.7,27504123.6,224160.0,2020-03-03,2020-03-03 23:59:59
21,123.02,121.48,123.7,120.3,25657341.8,211130.0,2020-03-04,2020-03-04 23:59:59
22,122.0,121.9,123.8,120.04,26443048.6,218420.0,2020-03-05,2020-03-05 23:59:59
23,120.86,118.36,121.5,117.4,23179894.8,195420.0,2020-03-06,2020-03-06 23:59:59
24,110.0,117.5,118.0,106.6,20188940.6,176490.0,2020-03-10,2020-03-10 23:59:59
25,118.34,116.0,118.34,114.0,21075005.2,183480.0,2020-03-11,2020-03-11 23:59:59
26,113.6,103.12,113.6,102.62,32540703.6,301050.0,2020-03-12,2020-03-12 23:59:59
27,101.54,100.48,106.72,99.54,26692859.4,254225.0,2020-03-13,2020-03-13 23:59:59
28,100.6,96.96,100.76,96.0,11410746.42,115578.0,2020-03-16,2020-03-16 23:59:59
29,97.52,89.3,97.52,87.5,26873195.84,292774.0,2020-03-17,2020-03-17 23:59:59
30,85.7,77.8,87.98,73.84,81296040.56,1021063.0,2020-03-18,2020-03-18 23:59:59
31,81.62,85.28,85.28,76.02,141711907.02,1757078.0,2020-03-19,2020-03-19 23:59:59
32,87.0,92.6,95.92,76.8,62178035.98,681802.0,2020-03-20,2020-03-20 23:59:59
33,92.6,102.32,103.14,90.0,25827971.98,262622.0,2020-03-23,2020-03-23 23:59:59
34,104.58,106.86,110.66,100.0,71714998.36,671360.0,2020-03-24,2020-03-24 23:59:59
35,106.88,106.68,111.7,106.68,42944364.38,395200.0,2020-03-25,2020-03-25 23:59:59
