,open,close,high,low,value,volume,begin,end
0,54.0,54.0,54.0,54.0,5400.0,100.0,2014-06-09,2014-06-09 23:59:59
1,54.0,54.0,54.0,54.0,54000.0,1000.0,2014-06-10,2014-06-10 23:59:59
2,54.59,54.59,54.59,54.59,5459.0,100.0,2014-07-04,2014-07-04 23:59:59
3,54.0,55.0,55.0,54.0,570000.0,10400.0,2014-07-16,2014-07-16 23:59:59
4,42.111,50.0,50.0,42.111,309715.9,6700.0,2014-08-14,2014-08-14 20:29:56
5,50.0,49.0,50.0,46.0,61700.0,1300.0,2014-08-15,2014-08-15 20:29:46
6,51.0,51.0,51.0,51.0,15300.0,300.0,2014-08-21,2014-08-21 20:29:56
7,51.0,50.998,51.0,50.998,56098.2,1100.0,2014-08-26,2014-08-26 20:29:51
8,45.0,45.0,45.0,45.0,9000.0,200.0,2014-09-02,2014-09-02 23:59:59
9,50.999,50.998,50.999,50.998,15299.5,300.0,2014-09-04,2014-09-04 23:59:59
10,40.2,43.0,44.1,40.2,331110.0,7700.0,2014-10-09,2014-10-09 23:59:59
11,41.0,40.1,41.0,40.0,77380.0,1900.0,2014-10-24,2014-10-24 23:59:59
12,49.7,49.7,49.7,49.7,9940.0,200.0,2014-10-27,2014-10-27 23:59:59
13,50.0,50.0,50.0,50.0,5000.0,100.0,2014-11-05,2014-11-05 23:59:59
14,49.9,49.9,49.9,49.9,149700.0,3000.0,2014-11-07,2014-11-07 23:59:59
15,50.0,50.0,50.0,50.0,10000.0,200.0,2014-11-10,2014-11-10 23:59:59
16,49.0,49.0,49.0,49.0,147000.0,3000.0,2014-11-11,2014-11-11 23:59:59
17,49.9,49.9,49.9,49.9,4990.0,100.0,2014-11-13,2014-11-13 23:59:59
18,49.9,49.9,49.9,49.9,9980.0,200.0,2014-11-14,2014-11-14 23:59:59
19,50.0,50.0,50.0,50.0,140000.0,2800.0,2014-11-17,2014-11-17 23:59:59
20,50.0,50.0,50.0,50.0,235000.0,4700.0,2014-11-18,2014-11-18 23:59:59
21,51.0,51.0,51.0,51.0,25500.0,500.0,2014-11-20,2014-11-20 23:59:59
22,50.0,50.0,50.0,50.0,90000.0,1800.0,2014-11-24,2014-11-24 23:59:59
23,52.0,52.0,52.0,52.0,20800.0,400.0,2014-11-27,2014-11-27 23:59:59
24,53.4,53.4,53.4,53.4,5340.0,100.0,2014-12-08,2014-12-08 23:59:59
25,49.0,49.0,49.0,49.0,4900.0,100.0,2014-12-10,2014-12-10 23:59:59
26,50.0,50.0,50.0,50.0,230000.0,4600.0,2014-12-16,2014-12-16 23:59:59
27,50.0,50.0,50.0,50.0,250000.0,5000.0,2014-12-25,2014-12-25 23:59:59
28,52.5,52.5,52.5,52.5,5250.0,100.0,2014-12-29,2014-12-29 23:59:59
29,48.0,48.0,49.0,48.0,48100.0,1000.0,2015-01-06,2015-01-06 23:59:59
30,49.6,49.9,49.9,49.6,54860.0,1100.0,2015-01-19,2015-01-19 23:59:59
31,52.9,52.9,52.9,52.9,79350.0,1500.0,2015-01-20,2015-01-20 23:59:59
32,51.8,56.0,56.0,51.8,554920.0,10000.0,2015-02-13,2015-02-13 23:59:59
33,57.0,58.5,58.5,57.0,17400.0,300.0,2015-02-17,2015-02-17 23:59:59
34,60.0,64.0,64.0,60.0,12400.0,200.0,2015-02-18,2015-02-18 23:59:59
35,57.0,57.0,57.0,57.0,5700.0,100.0,2015-02-19,2015-02-19 23:59:59
36,52.0,52.0,52.0,52.0,5200.0,100.0,2015-02-20,2015-02-20 23:59:59
37,54.0,52.3,54.0,52.3,10630.0,200.0,2015-02-24,2015-02-24 23:59:59
38,56.0,56.0,56.0,56.0,56000.0,1000.0,2015-02-27,2015-02-27 23:59:59
39,56.0,56.0,56.0,56.0,44800.0,800.0,2015-03-02,2015-03-02 23:59:59
40,52.1,52.0,52.1,52.0,46810.0,900.0,2015-03-18,2015-03-18 23:59:59
41,51.2,51.2,51.2,51.2,25600.0,500.0,2015-03-27,2015-03-27 23:59:59
42,51.7,51.9,53.0,51.7,120540.0,2300.0,2015-03-30,2015-03-30 23:59:59
43,53.0,53.0,53.0,53.0,159000.0,3000.0,2015-04-01,2015-04-01 23:59:59
44,53.0,53.0,53.0,53.0,63600.0,1200.0,2015-04-02,2015-04-02 23:59:59
45,53.0,52.9,53.0,51.5,68720.0,1300.0,2015-04-03,2015-04-03 23:59:59
46,53.0,53.0,53.0,53.0,21200.0,400.0,2015-04-06,2015-04-06 23:59:59
47,52.9,52.9,52.9,52.9,84640.0,1600.0,2015-04-09,2015-04-09 23:59:59
48,50.0,50.0,50.0,50.0,5000.0,100.0,2015-04-20,2015-04-20 23:59:59
49,52.7,53.0,53.0,52.7,15840.0,300.0,2015-04-21,2015-04-21 23:59:59
50,45.0,53.0,53.0,45.0,9800.0,200.0,2015-04-23,2015-04-23 23:59:59
51,53.0,53.0,53.0,53.0,15900.0,300.0,2015-04-27,2015-04-27 23:59:59
52,43.8,43.8,43.8,43.8,4380.0,100.0,2015-04-28,2015-04-28 23:59:59
53,50.0,50.0,50.0,50.0,5000.0,100.0,2015-05-05,2015-05-05 23:59:59
54,50.0,50.0,50.0,50.0,5000.0,100.0,2015-05-13,2015-05-13 23:59:59
55,50.0,50.0,50.0,50.0,5000.0,100.0,2015-05-14,2015-05-14 23:59:59
56,49.0,48.0,49.0,42.0,77440.0,1700.0,2015-05-15,2015-05-15 23:59:59
57,48.0,48.0,48.0,48.0,9600.0,200.0,2015-05-18,2015-05-18 23:59:59
58,48.0,48.0,48.0,48.0,4800.0,100.0,2015-05-20,2015-05-20 23:59:59
59,50.0,54.0,54.0,50.0,21200.0,400.0,2015-05-22,2015-05-22 23:59:59
60,50.0,50.0,50.0,50.0,10000.0,200.0,2015-05-26,2015-05-26 23:59:59
61,50.0,50.0,50.1,50.0,135100.0,2700.0,2015-05-27,2015-05-27 23:59:59
62,53.0,53.0,53.0,53.0,5300.0,100.0,2015-05-28,2015-05-28 23:59:59
63,54.0,54.0,54.0,54.0,21600.0,400.0,2015-06-01,2015-06-01 23:59:59
64,54.0,55.0,55.0,54.0,54400.0,1000.0,2015-06-02,2015-06-02 23:59:59
65,55.0,54.6,55.0,54.6,49380.0,900.0,2015-06-03,2015-06-03 23:59:59
66,55.2,55.2,55.2,55.2,11040.0,200.0,2015-06-04,2015-06-04 23:59:59
67,56.0,52.0,56.0,52.0,16000.0,300.0,2015-06-05,2015-06-05 23:59:59
68,56.0,53.3,56.0,53.3,33330.0,600.0,2015-06-08,2015-06-08 23:59:59
69,53.2,53.2,53.2,53.2,10640.0,200.0,2015-06-16,2015-06-16 23:59:59
70,54.0,54.0,54.0,54.0,108000.0,2000.0,2015-06-19,2015-06-19 23:59:59
71,54.0,54.9,54.9,54.0,16380.0,300.0,2015-07-06,2015-07-06 23:59:59
72,53.5,52.0,53.5,52.0,323210.0,6100.0,2015-07-13,2015-07-13 23:59:59
73,50.0,54.8,54.8,50.0,47550.0,900.0,2015-07-14,2015-07-14 23:59:59
74,55.0,64.0,64.0,55.0,51980.0,900.0,2015-07-16,2015-07-16 23:59:59
75,55.1,61.0,61.0,55.1,29580.0,500.0,2015-07-17,2015-07-17 23:59:59
76,55.5,58.0,58.0,55.5,22640.0,400.0,2015-07-20,2015-07-20 23:59:59
77,55.5,53.0,56.1,53.0,388170.0,7300.0,2015-07-21,2015-07-21 23:59:59
