ticker,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,_equity_curve,_trades
SIBN,2014-06-09,2023-12-08,3469 days,53.48739495798319,5516.764899999998,14424.607799999996,-44.83235100000002,475.4767660488854,-6.103599371410762,22.717368488725192,0.0,0.0,0.0,-63.83634846557145,-8.593206848266144,2165 days,197 days,56,33.92857142857143,31.08110603048786,-35.40165183658355,-1.0996488619133493,272 days,34 days,0.8439712064033199,-0.5690279190991447,-0.6651672623246841,MeanReversion,"                Equity  DrawdownPct DrawdownDuration
Date                                                
2014-06-09  10000.0000     0.000000              NaT
2014-06-10  10000.0000     0.000000              NaT
2014-06-11  10000.0000     0.000000              NaT
2014-06-16  10000.0000     0.000000              NaT
2014-06-17  10000.0000     0.000000              NaT
...                ...          ...              ...
2023-12-04   5398.4649     0.625746              NaT
2023-12-05   5322.4149     0.631018              NaT
2023-12-06   5416.0149     0.624529              NaT
2023-12-07   5525.8649     0.616914              NaT
2023-12-08   5516.7649     0.617545        2165 days

[2380 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  EntryTime   ExitTime Duration
0    -56       171      172    176.7458    191.400  -820.6352  -0.082911 2015-02-12 2015-02-13   1 days
1    -48       172      173    191.0172    191.000     0.8256   0.000090 2015-02-13 2015-02-16   3 days
2    -48       173      190    190.6180    150.200  1940.0640   0.212037 2015-02-16 2015-03-13  25 days
3    -76       295      296    145.8078    145.400    30.9928   0.002797 2015-08-13 2015-08-14   1 days
4    -76       296      297    145.1092    146.600  -113.3008  -0.010274 2015-08-14 2015-08-17   3 days
5    -75       297      302    146.3068    137.752   641.6100   0.058472 2015-08-17 2015-08-24   7 days
6    -75       390      400    153.6920    147.484   465.6000   0.040392 2015-12-25 2016-01-14  20 days
7    -60       620      691    199.9493    201.550   -96.0420  -0.008006 2016-11-25 2017-03-09 104 days
8     59       691      692    201.9531    197.450  -265.6829  -0.022298 2017-03-09 2017-03-10   1 days
9     59       692      693    197.8449    196.700   -67.5491  -0.005787 2017-03-10 2017-03-13   3 days
10    59       693      821    197.0934    225.654  1685.0754   0.144909 2017-03-13 2017-09-13 184 days
11   -50       860      962    262.9730    314.000 -2551.3500  -0.194039 2017-11-08 2018-04-06 149 days
12   -34       962      965    313.3720    287.144   891.7520   0.083696 2018-04-06 2018-04-11   5 days
13   -35       987     1085    328.4418    359.000 -1069.5370  -0.093040 2018-05-14 2018-09-27 136 days
14   -29      1085     1086    358.2820    359.800   -44.0220  -0.004237 2018-09-27 2018-09-28   1 days
15   -29      1086     1087    359.0804    374.000  -432.6684  -0.041549 2018-09-28 2018-10-01   3 days
16   -27      1087     1088    373.2520    370.200    82.4040   0.008177 2018-10-01 2018-10-02   1 days
17   -27      1088     1090    369.4596    380.000  -284.5908  -0.028529 2018-10-02 2018-10-04   2 days
18   -26      1090     1091    379.2400    385.000  -149.7600  -0.015188 2018-10-04 2018-10-05   1 days
19   -25      1091     1169    384.2300    337.540  1167.2500   0.121516 2018-10-05 2019-01-29 116 days
20   -25      1407     1409    431.2358    449.950  -467.8550  -0.043397 2020-01-09 2020-01-13   4 days
21   -23      1409     1410    449.0501    465.300  -373.7477  -0.036187 2020-01-13 2020-01-14   1 days
22   -21      1410     1411    464.3694    459.850    94.9074   0.009732 2020-01-14 2020-01-15   1 days
23   -22      1411     1412    458.9303    462.450   -77.4334  -0.007669 2020-01-15 2020-01-16   1 days
24   -22      1412     1413    461.5251    465.950   -97.3478  -0.009588 2020-01-16 2020-01-17   1 days
25   -21      1413     1414    465.0181    468.650   -76.2699  -0.007810 2020-01-17 2020-01-20   3 days
26   -21      1414     1441    467.7127    426.481   865.8657   0.088156 2020-01-20 2020-02-27  38 days
27    32      1448     1449    338.2251    330.450  -248.8032  -0.022988 2020-03-10 2020-03-11   1 days
28    32      1449     1450    331.1109    305.000  -835.5488  -0.078858 2020-03-11 2020-03-12   1 days
29    32      1450     1451    305.6100    285.000  -659.5200  -0.067439 2020-03-12 2020-03-13   1 days
30    31      1451     1452    285.5700    286.600    31.9300   0.003607 2020-03-13 2020-03-16   3 days
31    31      1452     1453    287.1732    264.400  -705.9692  -0.079301 2020-03-16 2020-03-17   1 days
32    31      1453     1454    264.9288    240.000  -772.7928  -0.094096 2020-03-17 2020-03-18   1 days
33    31      1454     1583    240.4800    296.000  1721.1200   0.230872 2020-03-18 2020-09-22 188 days
34    31      1583     1623    296.5920    318.124   667.4920   0.072598 2020-09-22 2020-11-18  57 days
35   -27      1699     1759    372.7530    402.000  -789.6690  -0.078462 2021-03-10 2021-06-03  85 days
36   -23      1759     1760    401.1960    406.700  -126.5920  -0.013719 2021-06-03 2021-06-04   1 days
37   -22      1760     1761    405.8866    408.550   -58.5948  -0.006562 2021-06-04 2021-06-07   3 days
38   -22      1761     1762    407.7329    413.700  -131.2762  -0.014635 2021-06-07 2021-06-08   1 days
39   -21      1762     1834    412.8726    459.600  -981.2754  -0.113176 2021-06-08 2021-09-16 100 days
40   -17      1834     1842    458.6808    476.000  -294.4264  -0.037759 2021-09-16 2021-09-28  12 days
41   -16      1842     1843    475.0480    474.050    15.9680   0.002101 2021-09-28 2021-09-29   1 days
42   -16      1843     1847    473.1019    498.850  -411.9696  -0.054424 2021-09-29 2021-10-05   6 days
43   -14      1847     1848    497.8523    523.150  -354.1678  -0.050814 2021-10-05 2021-10-06   1 days
44   -13      1848     1944    522.1037    436.950  1106.9981   0.163097 2021-10-06 2022-02-22 139 days
45    18      1944     1946    437.8239    377.000 -1094.8302  -0.138923 2022-02-22 2022-02-25   3 days
46    18      1946     1947    377.7540    440.500  1129.4280   0.166103 2022-02-25 2022-03-28  31 days
47    18      1947     1948    441.3810    389.200  -939.2580  -0.118222 2022-03-28 2022-03-29   1 days
48    18      1948     2136    389.9784    511.188  2181.7728   0.310811 2022-03-29 2022-12-26 272 days
49   -16      2286     2287    575.0476    585.150  -161.6384  -0.017568 2023-08-01 2023-08-02   1 days
50   -15      2287     2288    583.9797    584.400    -6.3045  -0.000720 2023-08-02 2023-08-03   1 days
51   -15      2288     2289    583.2312    588.200   -74.5320  -0.008519 2023-08-03 2023-08-04   1 days
52   -15      2289     2294    587.0236    614.000  -404.6460  -0.045955 2023-08-04 2023-08-11   7 days
53   -14      2294     2295    612.7720    634.600  -305.5920  -0.035622 2023-08-11 2023-08-14   3 days
54   -13      2295     2296    633.3308    630.500    36.8004   0.004470 2023-08-14 2023-08-15   1 days
55   -13      2296     2379    629.2390    852.000 -2895.8930  -0.354017 2023-08-15 2023-12-08 115 days"
SMLT,2020-10-29,2023-12-08,1135 days,65.5844155844156,3358.4303999999993,10000.0,-66.415696,304.5120671563484,-30.02911745737522,30.47926111596398,0.0,0.0,0.0,-79.391436,-79.391436,1036 days,1036 days,18,44.44444444444444,26.254667698096632,-80.53300674881862,-7.199602161606311,190 days,40 days,0.7329158970449696,-2.0834313693630224,-0.9204861172080402,MeanReversion,"                Equity  DrawdownPct DrawdownDuration
Date                                                
2020-10-29  10000.0000     0.000000              NaT
2020-10-30  10000.0000     0.000000              NaT
2020-11-02  10000.0000     0.000000              NaT
2020-11-03  10000.0000     0.000000              NaT
2020-11-05  10000.0000     0.000000              NaT
...                ...          ...              ...
2023-12-04   3319.4304     0.668057              NaT
2023-12-05   3314.9304     0.668507              NaT
2023-12-06   3407.4304     0.659257              NaT
2023-12-07   3363.4304     0.663657              NaT
2023-12-08   3358.4304     0.664157        1036 days

[770 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  EntryTime   ExitTime Duration
0     -9        68       69   1022.7504    1066.20  -391.0464  -0.042483 2021-02-08 2021-02-09   1 days
1     -9        69       70   1064.0676    1100.00  -323.3916  -0.033769 2021-02-09 2021-02-10   1 days
2     -8        70       71   1097.8000    1069.80   224.0000   0.025506 2021-02-10 2021-02-11   1 days
3     -8        71       72   1067.6604    1093.40  -205.9168  -0.024108 2021-02-11 2021-02-12   1 days
4     -8        72      180   1091.2132    1970.00 -7030.2944  -0.805330 2021-02-12 2021-07-16 154 days
5     -1       180      181   1966.0600    2049.00   -82.9400  -0.042186 2021-07-16 2021-07-19   3 days
6     -1       181      182   2044.9020    2066.20   -21.2980  -0.010415 2021-07-19 2021-07-20   1 days
7     -1       182      183   2062.0676    2170.00  -107.9324  -0.052342 2021-07-20 2021-07-21   1 days
8      1       338      339   2052.0960    2364.00   311.9040   0.151993 2022-03-29 2022-03-30   1 days
9      1       339      398   2368.7280    2895.00   526.2720   0.222175 2022-03-30 2022-06-28  90 days
10    -1       398      459   2889.2100    2304.00   585.2100   0.202550 2022-06-28 2022-09-21  85 days
11     1       463      466   2284.0590    2090.00  -194.0590  -0.084962 2022-09-27 2022-09-30   3 days
12     1       466      552   2094.1800    2644.00   549.8200   0.262547 2022-09-30 2023-02-01 124 days
13    -1       552      587   2638.7120    2448.49   190.2220   0.072089 2023-02-01 2023-03-24  51 days
14    -1       610      613   2773.9410    2573.76   200.1810   0.072165 2023-04-26 2023-05-02   6 days
15    -1       632      633   2995.4970    3108.50  -113.0030  -0.037724 2023-05-30 2023-05-31   1 days
16    -1       633      634   3102.2830    3040.00    62.2830   0.020077 2023-05-31 2023-06-01   1 days
17    -1       634      769   3033.9200    3855.50  -821.5800  -0.270798 2023-06-01 2023-12-08 190 days"
VRSBP,2014-07-15,2023-12-08,3433 days,49.60526315789473,1375.1620000000057,38825.69320000001,-86.24837999999994,980.0000000000001,-28.030557180481487,54.49667046069234,0.0,0.0,0.0,-97.01511781378831,-16.93156776584094,1326 days,165 days,64,51.5625,61.15722624450386,-74.43337378983317,-2.9946923197398445,315 days,18 days,0.991088418794801,-0.06759275765676823,-0.2684983536233721,MeanReversion,"               Equity  DrawdownPct DrawdownDuration
Date                                               
2014-07-15  10000.000     0.000000              NaT
2014-07-18  10000.000     0.000000              NaT
2014-07-21  10000.000     0.000000              NaT
2014-08-11  10000.000     0.000000              NaT
2014-08-12  10000.000     0.000000              NaT
...               ...          ...              ...
2023-12-04   1511.162     0.961078              NaT
2023-12-05   1479.162     0.961902              NaT
2023-12-06   1401.162     0.963911              NaT
2023-12-07   1375.162     0.964581              NaT
2023-12-08   1375.162     0.964581        1326 days

[1520 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  EntryTime   ExitTime Duration
0   -455       126      126     21.9560     20.117   836.7450   0.083758 2016-07-08 2016-07-08   0 days
1   -452       127      129     23.9520     19.600  1967.1040   0.181697 2016-07-13 2016-07-26  13 days
2   -419       133      135     30.5388     21.491  3791.0282   0.296272 2016-08-18 2016-09-09  22 days
3   -857       316      324     19.3612     19.382   -17.8256  -0.001074 2018-05-28 2018-06-26  29 days
4   -619       362      362     26.7464     21.702  3122.4836   0.188601 2018-12-29 2018-12-29   0 days
..   ...       ...      ...         ...        ...        ...        ...        ...        ...      ...
59    -2      1431     1432    449.1000    444.000    10.2000   0.011356 2023-08-08 2023-08-09   1 days
60    -2      1432     1433    443.1120    430.800    24.6240   0.027785 2023-08-09 2023-08-10   1 days
61    -2      1433     1510    429.9384    167.000   525.8768   0.611572 2023-08-10 2023-11-27 109 days
62    10      1510     1511    167.3340    145.000  -223.3400  -0.133470 2023-11-27 2023-11-28   1 days
63    10      1511     1519    145.2900    136.600   -86.9000  -0.059811 2023-11-28 2023-12-08  10 days

[64 rows x 10 columns]"
KBSB,2014-06-09,2023-12-08,3469 days,35.617183251767266,1739.1650000000004,14521.262,-82.60834999999999,254.91071428571428,-21.31297205247913,42.92059749618941,0.0,0.0,0.0,-91.64145650701708,-40.60984981850883,2942 days,792 days,57,38.59649122807017,165.78422103162097,-37.39600412947108,-3.2741605038132504,185 days,20 days,0.9865611213204523,-0.12052435598018686,-0.5415852853804606,MeanReversion,"               Equity  DrawdownPct DrawdownDuration
Date                                               
2014-06-09  10000.000     0.000000              NaT
2014-06-10  10000.000     0.000000              NaT
2014-06-11  10000.000     0.000000              NaT
2014-06-17  10000.000     0.000000              NaT
2014-06-18  10000.000     0.000000              NaT
...               ...          ...              ...
2023-12-04   1723.165     0.881335              NaT
2023-12-05   1765.165     0.878443              NaT
2023-12-06   1725.165     0.881197              NaT
2023-12-07   1733.165     0.880646              NaT
2023-12-08   1739.165     0.880233        2942 days

[1839 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ExitPrice       PnL  ReturnPct  EntryTime   ExitTime Duration
0    108        78       92      92.184      75.00 -1855.872  -0.186410 2014-12-17 2015-01-14  28 days
1    108        92       94      75.150      51.00 -2608.200  -0.321357 2015-01-14 2015-01-16   2 days
2    108        94       95      51.102      47.50  -389.016  -0.070486 2015-01-16 2015-01-19   3 days
3    108        95      216      47.595     126.50  8521.740   1.657842 2015-01-19 2015-07-23 185 days
4   -110       276      295     124.251     160.00 -3932.390  -0.287716 2015-11-09 2015-12-16  37 days
5    -60       295      296     159.680     159.50    10.800   0.001127 2015-12-16 2015-12-17   1 days
6    -61       296      367     159.181     170.00  -659.959  -0.067967 2015-12-17 2016-04-29 134 days
7    -53       367      368     169.660     172.00  -124.020  -0.013792 2016-04-29 2016-05-04   5 days
8    -52       368      369     171.656     170.00    86.112   0.009647 2016-05-04 2016-05-06   2 days
9    -53       369      410     169.660     187.50  -945.520  -0.105151 2016-05-06 2016-08-12  98 days
10   -43       410      411     187.125     164.18   986.635   0.122619 2016-08-12 2016-08-15   3 days
11    67       509      528     133.767     157.41  1584.081   0.176748 2017-06-29 2017-08-22  54 days
12   -73       636      639     144.710     138.02   488.370   0.046230 2018-08-02 2018-08-13  11 days
13   -70       724      725     157.684     178.00 -1422.120  -0.128840 2019-04-10 2019-04-11   1 days
14   -54       725      726     177.644     134.40  2335.176   0.243431 2019-04-11 2019-04-12   1 days
15   -99       868      868     121.756     120.03   170.874   0.014176 2019-12-02 2019-12-02   0 days
16   -95       875      877     127.744     128.50   -71.820  -0.005918 2019-12-12 2019-12-16   4 days
17   -94       877      881     128.243     128.50   -24.158  -0.002004 2019-12-16 2019-12-25   9 days
18   -94       881      908     128.243     164.50 -3408.158  -0.282721 2019-12-25 2020-02-14  51 days
19   -53       908      917     164.171     128.24  1904.343   0.218863 2020-02-14 2020-02-28  14 days
20    95       927      936     111.723     134.00  2116.315   0.199395 2020-03-18 2020-03-31  13 days
21   -85       984      985     148.702     155.00  -535.330  -0.042353 2020-06-19 2020-06-22   3 days
22   -79       985      986     154.690     163.50  -695.990  -0.056953 2020-06-22 2020-06-23   1 days
23   -70       986      987     163.173     163.00    12.110   0.001060 2020-06-23 2020-06-25   2 days
24   -70       987      988     162.674     210.00 -3312.820  -0.290925 2020-06-25 2020-06-26   1 days
25   -39       988      989     209.580     186.00   919.620   0.112511 2020-06-26 2020-06-29   3 days
26   -49       989     1000     185.628     138.57  2305.842   0.253507 2020-06-29 2020-07-15  16 days
27   -64      1297     1310     178.642     160.00  1193.088   0.104354 2021-09-21 2021-10-08  17 days
28   -79      1310     1313     159.680     199.00 -3106.280  -0.246242 2021-10-08 2021-10-13   5 days
29   -48      1313     1314     198.602     237.50 -1867.104  -0.195859 2021-10-13 2021-10-14   1 days
30   -32      1314     1315     237.025     214.00   736.800   0.097142 2021-10-14 2021-10-15   1 days
31   -39      1315     1350     213.572     136.86  2991.768   0.359186 2021-10-15 2021-12-06  52 days
32    96      1406     1407     118.737      75.50 -4150.752  -0.364141 2022-02-25 2022-03-28  31 days
33    95      1407     1408      75.651     110.50  3310.655   0.460655 2022-03-28 2022-03-29   1 days
34    95      1408     1409     110.721     110.50   -20.995  -0.001996 2022-03-29 2022-03-30   1 days
35    95      1409     1411     110.721     135.70  2373.005   0.225603 2022-03-30 2022-04-01   2 days
36   -80      1617     1639     160.179     187.00 -2145.680  -0.167444 2023-01-26 2023-02-28  33 days
37   -57      1639     1640     186.626     204.50 -1018.818  -0.095774 2023-02-28 2023-03-01   1 days
38   -47      1640     1641     204.091     203.50    27.777   0.002896 2023-03-01 2023-03-02   1 days
39   -48      1641     1666     203.093     264.00 -2923.536  -0.299897 2023-03-02 2023-04-07  36 days
40   -26      1666     1728     263.472     362.00 -2561.728  -0.373960 2023-04-07 2023-07-07  91 days
41   -11      1728     1729     361.276     331.00   333.036   0.083803 2023-07-07 2023-07-10   3 days
42   -14      1729     1737     330.338     386.00  -779.268  -0.168500 2023-07-10 2023-07-20  10 days
43    -9      1737     1740     385.228     437.50  -470.448  -0.135691 2023-07-20 2023-07-25   5 days
44    -7      1740     1741     436.625     480.00  -303.625  -0.099342 2023-07-25 2023-07-26   1 days
45    -6      1741     1742     479.040     460.00   114.240   0.039746 2023-07-26 2023-07-27   1 days
46    -6      1742     1745     459.080     530.00  -425.520  -0.154483 2023-07-27 2023-08-01   5 days
47    -5      1745     1746     528.940     676.50  -737.800  -0.278973 2023-08-01 2023-08-02   1 days
48    -3      1746     1747     675.147     696.00   -62.559  -0.030887 2023-08-02 2023-08-03   1 days
49    -2      1747     1748     694.608     765.00  -140.784  -0.101341 2023-08-03 2023-08-04   1 days
50    -2      1748     1749     763.470     799.00   -71.060  -0.046538 2023-08-04 2023-08-07   3 days
51    -2      1749     1750     797.402     987.00  -379.196  -0.237770 2023-08-07 2023-08-08   1 days
52    -1      1750     1751     985.026    1060.50   -75.474  -0.076621 2023-08-08 2023-08-09   1 days
53    -1      1751     1752    1058.379    1134.50   -76.121  -0.071922 2023-08-09 2023-08-10   1 days
54    -1      1752     1829    1132.231     438.50   693.731   0.612712 2023-08-10 2023-11-27 109 days
55     4      1829     1830     439.377     415.50   -95.508  -0.054343 2023-11-27 2023-11-28   1 days
56     4      1830     1838     416.331     396.50   -79.324  -0.047633 2023-11-28 2023-12-08  10 days"
SARE,2014-06-09,2023-12-08,3469 days,29.524232992441085,171.84563759999986,12638.990390399998,-98.281543624,992.5000000000001,-36.576876972635255,38.46434228617427,0.0,0.0,0.0,-99.34521955438103,-40.225500982799616,3174 days,1063 days,60,40.0,63.76266035568121,-69.16950784686256,-6.546799650312096,219 days,17 days,0.7357555053496045,-2.7952527924939905,-1.3785423876144978,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2014-06-09  10000.000000     0.000000              NaT
2014-06-10  10000.000000     0.000000              NaT
2014-06-11  10000.000000     0.000000              NaT
2014-06-18  10000.000000     0.000000              NaT
2014-06-20  10000.000000     0.000000              NaT
...                  ...          ...              ...
2023-12-04    167.045638     0.986783              NaT
2023-12-05    168.005638     0.986707              NaT
2023-12-06    169.829638     0.986563              NaT
2023-12-07    172.517638     0.986350              NaT
2023-12-08    171.845638     0.986404        3174 days

[2249 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0  -162136       133      196    0.061676   0.062400  -117.321610  -0.011732 2015-03-13 2015-06-30 109 days
1  -158693       196      196    0.062275   0.052444  1560.142622   0.157867 2015-06-30 2015-06-30   0 days
2  -187963       201      202    0.060878   0.093800 -6188.117886  -0.540786 2015-07-07 2015-07-08   1 days
3   -56132       202      203    0.093612   0.081200   696.732837   0.132594 2015-07-08 2015-07-09   1 days
4   -73440       203      204    0.081038   0.110000 -2126.998656  -0.357395 2015-07-09 2015-07-10   1 days
5   -34837       204      205    0.109780   0.099500   358.124360   0.093642 2015-07-10 2015-07-13   3 days
6   -42120       205      206    0.099301   0.104800  -231.617880  -0.055377 2015-07-13 2015-07-14   1 days
7   -37775       206      242    0.104590   0.134900 -1144.945140  -0.289793 2015-07-14 2015-09-04  52 days
8   -20842       242      243    0.134630   0.170000  -737.177372  -0.262718 2015-09-04 2015-09-07   3 days
9   -12193       243      244    0.169660   0.180500  -132.172120  -0.063892 2015-09-07 2015-09-08   1 days
10  -10750       244      245    0.180139   0.195000  -159.755750  -0.082497 2015-09-08 2015-09-09   1 days
11   -9130       245      246    0.194610   0.194900    -2.647700  -0.001490 2015-09-09 2015-09-10   1 days
12   -9121       246      248    0.194510   0.250000  -506.122466  -0.285280 2015-09-10 2015-09-14   4 days
13   -5082       248      396    0.249500   0.231000    94.017000   0.074148 2015-09-14 2016-04-20 219 days
14   -5908       396      397    0.230538   0.390000  -942.101496  -0.691695 2016-04-20 2016-04-21   1 days
15   -1079       397      399    0.389220   0.394500    -5.697120  -0.013566 2016-04-21 2016-04-25   4 days
16   -1052       399      433    0.393711   0.167660   237.805652   0.574155 2016-04-25 2016-06-16  52 days
17    5045       614      619    0.129258   0.138000    44.103390   0.067632 2017-03-01 2017-03-09   8 days
18    5449       620      621    0.127755   0.123500   -23.185495  -0.033306 2017-03-10 2017-03-13   3 days
19    5439       621      628    0.123747   0.136310    68.330157   0.101522 2017-03-13 2017-03-22   9 days
20   -6784       738      741    0.109281   0.111000   -11.661696  -0.015730 2017-09-01 2017-09-06   5 days
21   -6587       741      745    0.110778   0.095600    99.977486   0.137013 2017-09-06 2017-09-12   6 days
22   -7015       957      958    0.118263   0.119500    -8.677555  -0.010460 2018-08-02 2018-08-03   1 days
23   -6884       958      991    0.119261   0.104840    99.274164   0.120920 2018-08-03 2018-09-27  55 days
24   -6503      1308     1318    0.141516   0.122444   124.027817   0.134772 2020-02-13 2020-02-28  15 days
25   11580      1329     1330    0.090180   0.075400  -171.152400  -0.163894 2020-03-17 2020-03-18   1 days
26   11557      1330     1340    0.075551   0.123724   556.737672   0.637627 2020-03-18 2020-04-01  14 days
27  -11371      1421     1424    0.125748   0.132200   -73.365692  -0.051309 2020-08-05 2020-08-10   5 days
28  -10281      1424     1425    0.131936   0.142400  -107.584496  -0.079314 2020-08-10 2020-08-11   1 days
29   -8788      1425     1426    0.142115   0.170000  -245.051622  -0.196213 2020-08-11 2020-08-12   1 days
30   -5917      1426     1427    0.169660   0.169600     0.355020   0.000354 2020-08-12 2020-08-13   1 days
31   -5933      1427     1428    0.169261   0.162200    41.891726   0.041716 2020-08-13 2020-08-14   1 days
32   -6462      1428     1432    0.161876   0.173000   -71.885873  -0.068722 2020-08-14 2020-08-20   6 days
33   -5642      1432     1457    0.172654   0.125092   268.344804   0.275476 2020-08-20 2020-09-24  35 days
34   10148      1666     1667    0.122444   0.124800    23.904629   0.019238 2021-07-26 2021-07-27   1 days
35   -9672      1703     1705    0.130938   0.122588    80.757331   0.063768 2021-09-16 2021-09-20   4 days
36   -9940      1720     1723    0.135528   0.168200  -324.755704  -0.241068 2021-10-11 2021-10-14   3 days
37   -6091      1723     1724    0.167864   0.149800   110.025388   0.107609 2021-10-14 2021-10-15   1 days
38   -7575      1724     1751    0.149500   0.126140   176.955030   0.156256 2021-10-15 2021-11-24  40 days
39   18407      1815     1821    0.071142   0.112324   758.037074   0.578870 2022-02-25 2022-04-04  38 days
40  -15323      1825     1826    0.134930   0.157800  -350.443139  -0.169499 2022-04-08 2022-04-11   3 days
41  -10903      1826     1827    0.157484   0.163600   -66.678387  -0.038833 2022-04-11 2022-04-12   1 days
42  -10108      1827     1858    0.163273   0.113040   507.753142   0.307662 2022-04-12 2022-05-31  49 days
43  -13549      2078     2079    0.159281   0.157000    30.902559   0.014319 2023-04-11 2023-04-12   1 days
44  -13971      2079     2081    0.156686   0.162000   -74.241894  -0.033915 2023-04-12 2023-04-14   2 days
45  -13080      2081     2085    0.161676   0.208800  -616.381920  -0.291472 2023-04-14 2023-04-20   6 days
46   -7190      2085     2086    0.208382   0.209000    -4.440544  -0.002964 2023-04-20 2023-04-21   1 days
47   -7162      2086     2087    0.208582   0.205000    25.654284   0.017173 2023-04-21 2023-04-24   3 days
48   -7427      2087     2088    0.204590   0.272800  -506.595670  -0.333399 2023-04-24 2023-04-25   1 days
49   -3721      2088     2148    0.272254   0.394800  -455.992178  -0.450114 2023-04-25 2023-07-21  87 days
50   -1413      2148     2149    0.394010   0.406800   -18.071705  -0.032460 2023-07-21 2023-07-24   3 days
51   -1327      2149     2150    0.405986   0.430800   -32.927647  -0.061119 2023-07-24 2023-07-25   1 days
52   -1177      2150     2151    0.429938   0.439800   -11.607103  -0.022937 2023-07-25 2023-07-26   1 days
53   -1126      2151     2156    0.438920   0.558000  -134.083630  -0.271301 2023-07-26 2023-08-02   7 days
54    -647      2156     2158    0.556884   0.611000   -35.013052  -0.097176 2023-08-02 2023-08-04   2 days
55    -533      2158     2160    0.609778   0.690000   -42.758326  -0.131559 2023-08-04 2023-08-08   4 days
56    -410      2160     2161    0.688620   0.971000  -115.775800  -0.410067 2023-08-08 2023-08-09   1 days
57    -172      2161     2162    0.969058   1.438000   -80.658024  -0.483915 2023-08-09 2023-08-10   1 days
58     -60      2162     2163    1.435124   1.100000    20.107440   0.233516 2023-08-10 2023-08-11   1 days
59     -96      2163     2248    1.097800   0.415000    65.548800   0.621971 2023-08-11 2023-12-08 119 days"
MGTSP,2014-06-09,2023-12-08,3469 days,57.59686547670875,2696.556599999999,12093.5526,-73.03443400000002,104.51942773270537,-13.392585519643186,33.88722425563045,0.0,0.0,0.0,-82.10801514188644,-21.3996294290374,2851 days,584 days,64,42.1875,32.08270346269026,-66.10761630212293,-2.6351914104910223,239 days,31 days,0.8190029644290534,-0.9402236550513133,-0.8216577292128782,MeanReversion,"                Equity  DrawdownPct DrawdownDuration
Date                                                
2014-06-09  10000.0000     0.000000              NaT
2014-06-10  10000.0000     0.000000              NaT
2014-06-11  10000.0000     0.000000              NaT
2014-06-16  10000.0000     0.000000              NaT
2014-06-17  10000.0000     0.000000              NaT
...                ...          ...              ...
2023-12-04   2696.5566     0.777025              NaT
2023-12-05   2696.5566     0.777025              NaT
2023-12-06   2696.5566     0.777025              NaT
2023-12-07   2696.5566     0.777025              NaT
2023-12-08   2696.5566     0.777025        2851 days

[2297 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  EntryTime   ExitTime Duration
0     23       116      117     433.866   430.0000   -88.9180  -0.008911 2014-12-23 2014-12-24   1 days
1     23       117      128     430.860   482.9602  1198.3046   0.120921 2014-12-24 2015-01-21  28 days
2    -21       145      163     519.958   481.9800   797.5380   0.073041 2015-02-16 2015-03-23  35 days
3    -21       351      353     563.870   577.0000  -275.7300  -0.023286 2016-02-11 2016-02-15   4 days
4    -20       353      354     575.846   561.0000   296.9200   0.025781 2016-02-15 2016-02-16   1 days
..   ...       ...      ...         ...        ...        ...        ...        ...        ...      ...
59    -4      2083     2084    1117.760  1692.0000 -2296.9600  -0.513742 2023-02-07 2023-02-08   1 days
60    -1      2084     2085    1688.616  1860.0000  -171.3840  -0.101494 2023-02-08 2023-02-09   1 days
61    -1      2085     2203    1856.280  1388.0000   468.2800   0.252268 2023-02-09 2023-08-01 173 days
62    -1      2203     2229    1385.224  1910.0000  -524.7760  -0.378838 2023-08-01 2023-09-06  36 days
63    -1      2229     2292    1906.180  1357.4000   548.7800   0.287895 2023-09-06 2023-12-04  89 days

[64 rows x 10 columns]"
