Date,Open,High,Low,Close,Volume
2021-06-28,74.55,109.52,73.31,74.0,377118
2021-07-05,76.99,76.99,73.41,74.9,9331
2021-07-12,76.0,76.19,71.75,73.09,30024
2021-07-19,73.1,74.61,71.5,73.92,118515
2021-07-26,78.04,78.4,71.17,73.09,27465
2021-08-02,75.72,77.18,71.17,72.95,11120
2021-08-09,74.39,77.7,70.83,72.26,94655
2021-08-16,73.23,74.0,70.41,72.17,9370
2021-08-23,71.11,75.58,71.0,73.61,40472
2021-08-30,73.62,74.42,72.77,73.89,95038
2021-09-06,74.4,74.4,72.22,72.96,147755
2021-09-13,73.73,73.73,69.93,70.71,48758
2021-09-20,70.75,72.07,70.3,70.95,18317
2021-09-27,72.0,72.27,65.97,67.28,157309
2021-10-04,67.39,72.0,66.36,67.29,20169
2021-10-11,67.32,70.0,66.25,67.79,35157
2021-10-18,68.35,68.9,66.34,66.73,10890
2021-10-25,66.73,68.0,66.35,67.99,9498
2021-11-01,67.84,72.58,67.84,69.64,34353
2021-11-08,69.64,71.8,67.98,71.28,22524
2021-11-15,71.2,71.52,69.0,70.08,12473
2021-11-22,69.7,72.0,66.6,71.0,14168
2021-11-29,71.0,71.0,64.54,64.88,21761
2021-12-06,66.36,68.48,62.8,64.28,19723
2021-12-13,66.18,69.48,64.3,67.56,12678
2021-12-20,68.2,69.7,66.4,68.52,7308
2021-12-27,68.52,69.54,67.5,68.32,13842
2022-01-03,68.32,69.8,66.28,67.28,7167
2022-01-10,67.28,69.0,63.3,64.3,30823
2022-01-17,64.38,65.06,61.1,61.5,11767
2022-01-24,62.0,67.0,59.44,61.26,31982
2022-01-31,61.08,64.48,59.9,61.6,5930
2022-02-07,61.1,63.38,60.08,62.8,8392
2022-02-14,62.9,64.8,60.08,61.54,32628
2022-02-21,61.2,68.0,60.0,65.18,13026
