<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX.AKME:TQTF,W,14/12/20,00:00:00,100.6900000,101.0600000,100.5300000,100.9400000,16692
MOEX.AKME:TQTF,W,21/12/20,00:00:00,100.8500000,101.3400000,98.9500000,100.8300000,185557
MOEX.AKME:TQTF,W,28/12/20,00:00:00,101.2400000,102.8800000,101.2400000,102.7900000,74591
MOEX.AKME:TQTF,W,04/01/21,00:00:00,103.9000000,109.1900000,103.3500000,108.9300000,7793
MOEX.AKME:TQTF,W,11/01/21,00:00:00,108.0200000,110.8900000,108.0000000,109.0300000,100938
MOEX.AKME:TQTF,W,18/01/21,00:00:00,107.9100000,110.1600000,105.0300000,106.1300000,41073
MOEX.AKME:TQTF,W,25/01/21,00:00:00,107.5100000,107.6800000,102.2500000,102.6400000,131063
MOEX.AKME:TQTF,W,01/02/21,00:00:00,102.8100000,106.7500000,102.3000000,106.1000000,1856
MOEX.AKME:TQTF,W,08/02/21,00:00:00,107.3900000,108.4400000,104.0700000,105.9600000,108694
MOEX.AKME:TQTF,W,15/02/21,00:00:00,108.7900000,109.7200000,105.0100000,107.7500000,8936
MOEX.AKME:TQTF,W,22/02/21,00:00:00,106.9600000,108.5600000,105.0000000,105.5400000,21316
MOEX.AKME:TQTF,W,01/03/21,00:00:00,105.5400000,109.9300000,105.5400000,109.8800000,26752
MOEX.AKME:TQTF,W,08/03/21,00:00:00,110.1800000,114.6000000,109.5200000,114.4700000,81959
MOEX.AKME:TQTF,W,15/03/21,00:00:00,114.4700000,116.2800000,109.3900000,112.2500000,14270
MOEX.AKME:TQTF,W,22/03/21,00:00:00,112.2600000,113.7600000,111.1600000,113.3500000,49656
MOEX.AKME:TQTF,W,29/03/21,00:00:00,113.4900000,115.9000000,112.9500000,114.2800000,16753
MOEX.AKME:TQTF,W,05/04/21,00:00:00,115.0500000,116.0500000,110.0000000,112.5300000,81850
MOEX.AKME:TQTF,W,12/04/21,00:00:00,113.8000000,117.6300000,112.0000000,117.0100000,16839
