<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MISX.AKMD,W,28/06/21,00:00:00,74.5500000,109.5200000,73.3100000,74.0000000,377118
MISX.AKMD,W,05/07/21,00:00:00,76.9900000,76.9900000,73.4100000,74.9000000,9331
MISX.AKMD,W,12/07/21,00:00:00,76.0000000,76.1900000,71.7500000,73.0900000,30024
MISX.AKMD,W,19/07/21,00:00:00,73.1000000,74.6100000,71.5000000,73.9200000,118515
MISX.AKMD,W,26/07/21,00:00:00,78.0400000,78.4000000,71.1700000,73.0900000,27465
MISX.AKMD,W,02/08/21,00:00:00,75.7200000,77.1800000,71.1700000,72.9500000,11120
MISX.AKMD,W,09/08/21,00:00:00,74.3900000,77.7000000,70.8300000,72.2600000,94655
MISX.AKMD,W,16/08/21,00:00:00,73.2300000,74.0000000,70.4100000,72.1700000,9370
MISX.AKMD,W,23/08/21,00:00:00,71.1100000,75.5800000,71.0000000,73.6100000,40472
MISX.AKMD,W,30/08/21,00:00:00,73.6200000,74.4200000,72.7700000,73.8900000,95038
MISX.AKMD,W,06/09/21,00:00:00,74.4000000,74.4000000,72.2200000,72.9600000,147755
MISX.AKMD,W,13/09/21,00:00:00,73.7300000,73.7300000,69.9300000,70.7100000,48758
MISX.AKMD,W,20/09/21,00:00:00,70.7500000,72.0700000,70.3000000,70.9500000,18317
MISX.AKMD,W,27/09/21,00:00:00,72.0000000,72.2700000,65.9700000,67.2800000,157309
MISX.AKMD,W,04/10/21,00:00:00,67.3900000,72.0000000,66.3600000,67.2900000,20169
MISX.AKMD,W,11/10/21,00:00:00,67.3200000,70.0000000,66.2500000,67.7900000,35157
MISX.AKMD,W,18/10/21,00:00:00,68.3500000,68.9000000,66.3400000,66.7300000,10890
MISX.AKMD,W,25/10/21,00:00:00,66.7300000,68.0000000,66.3500000,67.9900000,9498
MISX.AKMD,W,01/11/21,00:00:00,67.8400000,72.5800000,67.8400000,69.6400000,34353
MISX.AKMD,W,08/11/21,00:00:00,69.6400000,71.8000000,67.9800000,71.2800000,22524
MISX.AKMD,W,15/11/21,00:00:00,71.2000000,71.5200000,69.0000000,70.0800000,12473
MISX.AKMD,W,22/11/21,00:00:00,69.7000000,72.0000000,66.6000000,71.0000000,14168
MISX.AKMD,W,29/11/21,00:00:00,71.0000000,71.0000000,64.5400000,64.8800000,21761
MISX.AKMD,W,06/12/21,00:00:00,66.3600000,68.4800000,62.8000000,64.2800000,19723
MISX.AKMD,W,13/12/21,00:00:00,66.1800000,69.4800000,64.3000000,67.5600000,12678
MISX.AKMD,W,20/12/21,00:00:00,68.2000000,69.7000000,66.4000000,68.5200000,7308
MISX.AKMD,W,27/12/21,00:00:00,68.5200000,69.5400000,67.5000000,68.3200000,13842
MISX.AKMD,W,03/01/22,00:00:00,68.3200000,69.8000000,66.2800000,67.2800000,7167
MISX.AKMD,W,10/01/22,00:00:00,67.2800000,69.0000000,63.3000000,64.3000000,30823
MISX.AKMD,W,17/01/22,00:00:00,64.3800000,65.0600000,61.1000000,61.5000000,11767
MISX.AKMD,W,24/01/22,00:00:00,62.0000000,67.0000000,59.4400000,61.2600000,31982
MISX.AKMD,W,31/01/22,00:00:00,61.0800000,64.4800000,59.9000000,61.6000000,5930
MISX.AKMD,W,07/02/22,00:00:00,61.1000000,63.3800000,60.0800000,62.8000000,8392
MISX.AKMD,W,14/02/22,00:00:00,62.9000000,64.8000000,60.0800000,61.5400000,32628
MISX.AKMD,W,21/02/22,00:00:00,61.2000000,68.0000000,60.0000000,65.1800000,13026
