<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FXGD,W,14/10/13,00:00:00,296.0000000,302.8700000,295.5000000,302.2200000,8260
FXGD,W,21/10/13,00:00:00,301.8100000,307.4000000,301.0000000,306.8200000,10940
FXGD,W,28/10/13,00:00:00,307.4000000,312.0000000,304.0000000,304.0000000,15170
FXGD,W,04/11/13,00:00:00,304.6000000,308.5000000,302.6000000,303.2700000,23240
FXGD,W,11/11/13,00:00:00,302.2500000,303.4000000,300.1000000,301.4800000,15950
FXGD,W,18/11/13,00:00:00,301.2400000,301.2400000,293.6400000,293.6400000,14300
FXGD,W,25/11/13,00:00:00,292.6600000,298.2200000,290.0000000,298.2200000,30200
FXGD,W,02/12/13,00:00:00,297.3900000,297.3900000,288.4000000,293.0000000,27030
FXGD,W,09/12/13,00:00:00,292.4000000,297.5000000,289.4000000,291.8000000,16130
FXGD,W,16/12/13,00:00:00,291.4900000,294.7000000,283.6700000,284.3000000,18720
FXGD,W,23/12/13,00:00:00,284.9000000,285.4000000,281.0000000,285.0900000,15430
FXGD,W,30/12/13,00:00:00,284.5000000,285.1300000,283.9000000,285.1300000,3000
FXGD,W,06/01/14,00:00:00,296.6500000,297.3000000,291.8600000,295.6200000,15450
FXGD,W,13/01/14,00:00:00,297.5600000,301.5000000,296.5000000,301.5000000,17760
FXGD,W,20/01/14,00:00:00,303.6100000,315.5000000,302.5600000,314.4100000,5770
FXGD,W,27/01/14,00:00:00,313.2000000,321.5300000,311.1600000,317.3000000,3930
FXGD,W,03/02/14,00:00:00,316.1100000,321.5000000,313.2400000,313.2400000,47260
FXGD,W,10/02/14,00:00:00,316.9000000,331.9000000,316.9000000,331.9000000,29610
FXGD,W,17/02/14,00:00:00,333.5400000,340.6700000,332.6000000,338.0900000,9250
FXGD,W,24/02/14,00:00:00,338.0000000,346.8500000,337.8500000,341.8000000,19260
FXGD,W,03/03/14,00:00:00,354.2500000,354.2500000,346.0000000,349.1700000,42300
FXGD,W,10/03/14,00:00:00,343.0000000,366.2500000,334.3400000,366.0600000,38800
FXGD,W,17/03/14,00:00:00,365.3700000,365.9800000,341.0000000,349.7800000,85220
FXGD,W,24/03/14,00:00:00,346.5200000,346.5200000,330.4400000,331.1100000,36870
FXGD,W,31/03/14,00:00:00,331.0000000,331.6700000,322.7700000,328.9200000,60390
FXGD,W,07/04/14,00:00:00,331.3000000,339.3500000,331.3000000,339.3500000,21700
FXGD,W,14/04/14,00:00:00,341.9500000,343.8900000,332.0000000,333.1300000,47350
FXGD,W,21/04/14,00:00:00,332.0000000,338.5500000,327.0000000,338.0800000,22380
FXGD,W,28/04/14,00:00:00,338.0300000,338.7700000,329.8000000,330.0000000,21890
FXGD,W,05/05/14,00:00:00,337.0000000,340.4500000,323.8900000,325.7400000,57250
FXGD,W,12/05/14,00:00:00,327.0000000,329.0000000,324.0000000,325.0000000,24080
FXGD,W,19/05/14,00:00:00,324.9000000,326.2200000,317.5000000,317.7200000,17430
FXGD,W,26/05/14,00:00:00,317.0000000,319.2200000,312.2600000,313.1800000,16790
FXGD,W,02/06/14,00:00:00,312.5000000,316.0000000,310.1500000,310.5600000,30370
FXGD,W,09/06/14,00:00:00,311.0100000,313.8200000,310.5000000,313.8200000,9370
FXGD,W,16/06/14,00:00:00,318.0100000,326.7000000,316.0000000,326.7000000,20590
FXGD,W,23/06/14,00:00:00,324.7000000,325.0200000,319.0000000,320.0000000,15670
FXGD,W,30/06/14,00:00:00,320.5300000,328.4400000,320.5300000,326.0000000,75980
FXGD,W,07/07/14,00:00:00,327.0000000,329.0900000,323.1800000,327.0600000,35780
FXGD,W,14/07/14,00:00:00,326.1000000,331.0200000,319.0300000,329.0000000,23420
FXGD,W,21/07/14,00:00:00,331.4900000,332.4200000,324.7800000,327.0000000,15700
FXGD,W,28/07/14,00:00:00,329.9200000,334.7600000,327.5800000,332.0000000,27940
FXGD,W,04/08/14,00:00:00,331.0500000,342.0000000,330.8900000,341.0000000,22790
FXGD,W,11/08/14,00:00:00,338.6000000,340.0000000,334.0000000,334.0000000,11360
FXGD,W,18/08/14,00:00:00,335.3700000,337.2500000,330.3800000,330.5000000,33470
FXGD,W,25/08/14,00:00:00,331.0000000,340.7300000,331.0000000,340.5000000,43970
FXGD,W,01/09/14,00:00:00,342.0000000,345.0000000,332.6000000,334.0000000,15830
FXGD,W,08/09/14,00:00:00,336.1500000,336.1500000,333.0400000,334.4000000,9720
FXGD,W,15/09/14,00:00:00,336.3200000,343.4300000,335.0200000,335.9900000,13770
FXGD,W,22/09/14,00:00:00,335.0000000,341.0000000,332.4000000,339.9900000,15890
FXGD,W,29/09/14,00:00:00,343.8400000,345.0300000,341.8200000,341.8200000,12070
FXGD,W,06/10/14,00:00:00,341.6300000,354.7500000,341.6300000,354.7500000,2120
FXGD,W,13/10/14,00:00:00,356.9200000,365.0000000,356.1000000,360.5700000,10520
FXGD,W,20/10/14,00:00:00,362.7800000,370.8100000,362.7800000,370.0000000,14940
FXGD,W,27/10/14,00:00:00,369.8400000,376.4500000,351.8000000,357.2300000,18490
FXGD,W,03/11/14,00:00:00,364.3200000,396.0500000,359.1700000,387.0000000,19270
FXGD,W,10/11/14,00:00:00,382.5000000,394.0000000,378.4400000,394.0000000,13030
FXGD,W,17/11/14,00:00:00,401.0600000,401.4600000,389.0100000,392.8800000,18860
FXGD,W,24/11/14,00:00:00,383.8300000,418.7000000,383.7200000,418.0900000,7050
FXGD,W,01/12/14,00:00:00,432.5000000,471.0000000,432.5000000,455.5000000,8920
FXGD,W,08/12/14,00:00:00,457.5000000,502.0000000,455.0000000,502.0000000,9460
FXGD,W,15/12/14,00:00:00,505.5000000,625.5000000,499.0000000,508.0000000,4140
FXGD,W,22/12/14,00:00:00,485.0000000,487.5000000,440.0000000,459.0000000,10800
FXGD,W,29/12/14,00:00:00,477.5000000,501.5000000,469.5000000,481.5000000,62980
FXGD,W,05/01/15,00:00:00,505.0000000,557.5000000,497.0000000,529.5000000,8900
FXGD,W,12/01/15,00:00:00,553.0000000,599.0000000,548.0000000,599.0000000,7840
FXGD,W,19/01/15,00:00:00,593.5000000,616.0000000,586.5000000,592.0000000,18320
FXGD,W,26/01/15,00:00:00,607.5000000,647.0000000,601.0000000,639.5000000,364
FXGD,W,02/02/15,00:00:00,690.0000000,749.0000000,590.5000000,594.0000000,8542
FXGD,W,09/02/15,00:00:00,591.5000000,591.5000000,558.5000000,563.0000000,6957
FXGD,W,16/02/15,00:00:00,557.0000000,560.0000000,530.5000000,538.0000000,6519
FXGD,W,23/02/15,00:00:00,540.0000000,549.0000000,525.0000000,540.0000000,3839
FXGD,W,02/03/15,00:00:00,545.5000000,547.0000000,505.0000000,508.5000000,17265
FXGD,W,09/03/15,00:00:00,507.0000000,525.0000000,500.0000000,508.5000000,4326
FXGD,W,16/03/15,00:00:00,517.5000000,520.0000000,498.5000000,504.0000000,3771
FXGD,W,23/03/15,00:00:00,504.5000000,507.5000000,485.0000000,495.0000000,2405
FXGD,W,30/03/15,00:00:00,498.0000000,498.0000000,486.0000000,489.0000000,10116
FXGD,W,06/04/15,00:00:00,494.0000000,495.5000000,435.0000000,452.0000000,17636
FXGD,W,13/04/15,00:00:00,456.0000000,460.0000000,430.0000000,449.0000000,36322
FXGD,W,20/04/15,00:00:00,451.0000000,464.0000000,429.0000000,432.0000000,39826
FXGD,W,27/04/15,00:00:00,438.0000000,452.5000000,434.5000000,434.5000000,7371
FXGD,W,04/05/15,00:00:00,441.0000000,442.0000000,425.5000000,433.0000000,3983
FXGD,W,11/05/15,00:00:00,438.5000000,440.5000000,423.5000000,434.5000000,19427
FXGD,W,18/05/15,00:00:00,436.0000000,436.0000000,427.5000000,432.5000000,6735
FXGD,W,25/05/15,00:00:00,431.5000000,453.5000000,429.0000000,445.5000000,15735
FXGD,W,01/06/15,00:00:00,450.5000000,478.5000000,449.5000000,474.5000000,29564
FXGD,W,08/06/15,00:00:00,470.0000000,475.5000000,460.0000000,463.0000000,22754
FXGD,W,15/06/15,00:00:00,471.0000000,471.0000000,454.0000000,468.5000000,3347
FXGD,W,22/06/15,00:00:00,460.0000000,466.0000000,456.0000000,463.5000000,14984
FXGD,W,29/06/15,00:00:00,469.5000000,472.0000000,464.5000000,471.5000000,9299
FXGD,W,06/07/15,00:00:00,472.5000000,484.0000000,469.5000000,473.0000000,14516
FXGD,W,13/07/15,00:00:00,472.5000000,475.0000000,465.5000000,465.5000000,6754
FXGD,W,20/07/15,00:00:00,459.0000000,459.0000000,448.5000000,458.5000000,27355
FXGD,W,27/07/15,00:00:00,465.0000000,484.0000000,461.0000000,481.5000000,21244
FXGD,W,03/08/15,00:00:00,487.0000000,510.0000000,487.0000000,507.0000000,15778
FXGD,W,10/08/15,00:00:00,510.0000000,525.0000000,502.5000000,520.0000000,11750
FXGD,W,17/08/15,00:00:00,527.0000000,575.5000000,526.5000000,575.5000000,20741
FXGD,W,24/08/15,00:00:00,575.5000000,615.0000000,531.5000000,531.5000000,54306
FXGD,W,31/08/15,00:00:00,542.5000000,557.0000000,530.0000000,544.0000000,8790
FXGD,W,07/09/15,00:00:00,554.0000000,559.5000000,539.5000000,539.5000000,9737
FXGD,W,14/09/15,00:00:00,543.0000000,543.0000000,523.0000000,539.0000000,37692
FXGD,W,21/09/15,00:00:00,542.0000000,555.0000000,534.5000000,543.0000000,20351
FXGD,W,28/09/15,00:00:00,543.0000000,546.5000000,520.5000000,544.0000000,15555
FXGD,W,05/10/15,00:00:00,538.0000000,538.0000000,506.0000000,515.5000000,8245
FXGD,W,12/10/15,00:00:00,514.5000000,535.5000000,512.0000000,526.0000000,10283
FXGD,W,19/10/15,00:00:00,520.0000000,536.5000000,520.0000000,523.5000000,7039
FXGD,W,26/10/15,00:00:00,525.5000000,553.5000000,523.5000000,526.0000000,20608
FXGD,W,02/11/15,00:00:00,525.5000000,529.5000000,504.0000000,509.5000000,60695
FXGD,W,09/11/15,00:00:00,510.0000000,524.0000000,504.0000000,523.0000000,56894
