Date,Open,High,Low,Close,Volume
2013-10-14,296.0,302.87,295.5,302.22,8260
2013-10-21,301.81,307.4,301.0,306.82,10940
2013-10-28,307.4,312.0,304.0,304.0,15170
2013-11-04,304.6,308.5,302.6,303.27,23240
2013-11-11,302.25,303.4,300.1,301.48,15950
2013-11-18,301.24,301.24,293.64,293.64,14300
2013-11-25,292.66,298.22,290.0,298.22,30200
2013-12-02,297.39,297.39,288.4,293.0,27030
2013-12-09,292.4,297.5,289.4,291.8,16130
2013-12-16,291.49,294.7,283.67,284.3,18720
2013-12-23,284.9,285.4,281.0,285.09,15430
2013-12-30,284.5,285.13,283.9,285.13,3000
2014-01-06,296.65,297.3,291.86,295.62,15450
2014-01-13,297.56,301.5,296.5,301.5,17760
2014-01-20,303.61,315.5,302.56,314.41,5770
2014-01-27,313.2,321.53,311.16,317.3,3930
2014-02-03,316.11,321.5,313.24,313.24,47260
2014-02-10,316.9,331.9,316.9,331.9,29610
2014-02-17,333.54,340.67,332.6,338.09,9250
2014-02-24,338.0,346.85,337.85,341.8,19260
2014-03-03,354.25,354.25,346.0,349.17,42300
2014-03-10,343.0,366.25,334.34,366.06,38800
2014-03-17,365.37,365.98,341.0,349.78,85220
2014-03-24,346.52,346.52,330.44,331.11,36870
2014-03-31,331.0,331.67,322.77,328.92,60390
2014-04-07,331.3,339.35,331.3,339.35,21700
2014-04-14,341.95,343.89,332.0,333.13,47350
2014-04-21,332.0,338.55,327.0,338.08,22380
2014-04-28,338.03,338.77,329.8,330.0,21890
2014-05-05,337.0,340.45,323.89,325.74,57250
2014-05-12,327.0,329.0,324.0,325.0,24080
2014-05-19,324.9,326.22,317.5,317.72,17430
2014-05-26,317.0,319.22,312.26,313.18,16790
2014-06-02,312.5,316.0,310.15,310.56,30370
2014-06-09,311.01,313.82,310.5,313.82,9370
2014-06-16,318.01,326.7,316.0,326.7,20590
2014-06-23,324.7,325.02,319.0,320.0,15670
2014-06-30,320.53,328.44,320.53,326.0,75980
2014-07-07,327.0,329.09,323.18,327.06,35780
2014-07-14,326.1,331.02,319.03,329.0,23420
2014-07-21,331.49,332.42,324.78,327.0,15700
2014-07-28,329.92,334.76,327.58,332.0,27940
2014-08-04,331.05,342.0,330.89,341.0,22790
2014-08-11,338.6,340.0,334.0,334.0,11360
2014-08-18,335.37,337.25,330.38,330.5,33470
2014-08-25,331.0,340.73,331.0,340.5,43970
2014-09-01,342.0,345.0,332.6,334.0,15830
2014-09-08,336.15,336.15,333.04,334.4,9720
2014-09-15,336.32,343.43,335.02,335.99,13770
2014-09-22,335.0,341.0,332.4,339.99,15890
2014-09-29,343.84,345.03,341.82,341.82,12070
2014-10-06,341.63,354.75,341.63,354.75,2120
2014-10-13,356.92,365.0,356.1,360.57,10520
2014-10-20,362.78,370.81,362.78,370.0,14940
2014-10-27,369.84,376.45,351.8,357.23,18490
2014-11-03,364.32,396.05,359.17,387.0,19270
2014-11-10,382.5,394.0,378.44,394.0,13030
2014-11-17,401.06,401.46,389.01,392.88,18860
2014-11-24,383.83,418.7,383.72,418.09,7050
2014-12-01,432.5,471.0,432.5,455.5,8920
2014-12-08,457.5,502.0,455.0,502.0,9460
2014-12-15,505.5,625.5,499.0,508.0,4140
2014-12-22,485.0,487.5,440.0,459.0,10800
2014-12-29,477.5,501.5,469.5,481.5,62980
2015-01-05,505.0,557.5,497.0,529.5,8900
2015-01-12,553.0,599.0,548.0,599.0,7840
2015-01-19,593.5,616.0,586.5,592.0,18320
2015-01-26,607.5,647.0,601.0,639.5,364
2015-02-02,690.0,749.0,590.5,594.0,8542
2015-02-09,591.5,591.5,558.5,563.0,6957
2015-02-16,557.0,560.0,530.5,538.0,6519
2015-02-23,540.0,549.0,525.0,540.0,3839
2015-03-02,545.5,547.0,505.0,508.5,17265
2015-03-09,507.0,525.0,500.0,508.5,4326
2015-03-16,517.5,520.0,498.5,504.0,3771
2015-03-23,504.5,507.5,485.0,495.0,2405
2015-03-30,498.0,498.0,486.0,489.0,10116
2015-04-06,494.0,495.5,435.0,452.0,17636
2015-04-13,456.0,460.0,430.0,449.0,36322
2015-04-20,451.0,464.0,429.0,432.0,39826
2015-04-27,438.0,452.5,434.5,434.5,7371
2015-05-04,441.0,442.0,425.5,433.0,3983
2015-05-11,438.5,440.5,423.5,434.5,19427
2015-05-18,436.0,436.0,427.5,432.5,6735
2015-05-25,431.5,453.5,429.0,445.5,15735
2015-06-01,450.5,478.5,449.5,474.5,29564
2015-06-08,470.0,475.5,460.0,463.0,22754
2015-06-15,471.0,471.0,454.0,468.5,3347
2015-06-22,460.0,466.0,456.0,463.5,14984
2015-06-29,469.5,472.0,464.5,471.5,9299
2015-07-06,472.5,484.0,469.5,473.0,14516
2015-07-13,472.5,475.0,465.5,465.5,6754
2015-07-20,459.0,459.0,448.5,458.5,27355
2015-07-27,465.0,484.0,461.0,481.5,21244
2015-08-03,487.0,510.0,487.0,507.0,15778
2015-08-10,510.0,525.0,502.5,520.0,11750
2015-08-17,527.0,575.5,526.5,575.5,20741
2015-08-24,575.5,615.0,531.5,531.5,54306
2015-08-31,542.5,557.0,530.0,544.0,8790
2015-09-07,554.0,559.5,539.5,539.5,9737
2015-09-14,543.0,543.0,523.0,539.0,37692
2015-09-21,542.0,555.0,534.5,543.0,20351
2015-09-28,543.0,546.5,520.5,544.0,15555
2015-10-05,538.0,538.0,506.0,515.5,8245
2015-10-12,514.5,535.5,512.0,526.0,10283
2015-10-19,520.0,536.5,520.0,523.5,7039
2015-10-26,525.5,553.5,523.5,526.0,20608
2015-11-02,525.5,529.5,504.0,509.5,60695
2015-11-09,510.0,524.0,504.0,523.0,56894
2015-11-16,524.5,527.0,499.5,504.0,62170
2015-11-23,509.5,515.0,501.0,504.5,47476
2015-11-30,504.0,534.5,503.5,534.0,11909
2015-12-07,535.5,543.0,530.0,543.0,25782
2015-12-14,544.0,548.0,532.0,544.0,9270
2015-12-21,547.5,553.0,535.5,543.0,4442
2015-12-28,546.5,564.0,544.5,559.0,25563
2016-01-04,564.5,588.0,562.5,582.0,5466
2016-01-11,588.5,612.5,588.5,606.5,15762
2016-01-18,630.0,677.0,605.0,619.0,75308
2016-01-25,611.0,656.5,598.5,604.5,55230
2016-02-01,612.5,646.0,608.5,636.0,23315
2016-02-08,641.5,717.0,641.5,696.5,32232
2016-02-15,677.0,684.5,643.5,675.0,55195
2016-02-22,650.0,694.0,650.0,662.0,24739
2016-02-29,664.5,672.5,644.0,659.5,24918
2016-03-07,648.0,655.0,620.5,630.0,48924
